tick,type,frame_rate,hours,minutes,seconds,frames,sub_frames,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
138960,note_on,,,,,,,7,0,2,,,,,,,,1,,,,63,100
138960,note_on,,,,,,,5,0,3,,,,,,,,2,,,,42,100
138960,note_on,,,,,,,0,0,3,,,,,,,,2,,,,48,100
138961,note_on,,,,,,,1,0,3,,,,,,,,2,,,,57,100
139194,note_off,,,,,,,234,0,2,,,,,,,,1,,,,63,100
139194,note_off,,,,,,,233,0,3,,,,,,,,2,,,,48,100
139194,note_off,,,,,,,0,0,3,,,,,,,,2,,,,42,100
139200,note_on,,,,,,,6,0,2,,,,,,,,1,,,,64,100
139200,set_tempo,,,,,,,480,1,0,635324,,,,,,,,,,,,
139435,note_off,,,,,,,235,0,2,,,,,,,,1,,,,64,100
139440,note_on,,,,,,,5,0,2,,,,,,,,1,,,,63,100
139666,note_off,,,,,,,472,0,3,,,,,,,,2,,,,57,100
139674,note_off,,,,,,,234,0,2,,,,,,,,1,,,,63,100
139679,note_on,,,,,,,13,0,3,,,,,,,,2,,,,58,100
139680,note_on,,,,,,,6,0,2,,,,,,,,1,,,,64,100
139680,set_tempo,,,,,,,480,1,0,642880,,,,,,,,,,,,
139680,note_on,,,,,,,0,0,3,,,,,,,,2,,,,49,100
139680,note_on,,,,,,,1,0,3,,,,,,,,2,,,,42,100
139913,note_off,,,,,,,233,0,2,,,,,,,,1,,,,64,100
139914,note_off,,,,,,,234,0,3,,,,,,,,2,,,,49,100
139915,note_off,,,,,,,1,0,3,,,,,,,,2,,,,42,100
139920,note_on,,,,,,,7,0,2,,,,,,,,1,,,,63,100
140154,note_off,,,,,,,234,0,2,,,,,,,,1,,,,63,100
140160,set_tempo,,,,,,,480,1,0,650618,,,,,,,,,,,,
140160,note_on,,,,,,,6,0,2,,,,,,,,1,,,,64,100
140395,note_off,,,,,,,235,0,2,,,,,,,,1,,,,64,100
140399,note_on,,,,,,,4,0,2,,,,,,,,1,,,,63,100
140400,note_on,,,,,,,485,0,3,,,,,,,,2,,,,54,100
140401,note_on,,,,,,,1,0,3,,,,,,,,2,,,,42,100
140632,note_off,,,,,,,233,0,2,,,,,,,,1,,,,63,100
140634,note_off,,,,,,,233,0,3,,,,,,,,2,,,,54,100
140635,note_off,,,,,,,1,0,3,,,,,,,,2,,,,42,100
140640,note_on,,,,,,,8,0,2,,,,,,,,1,,,,64,100
140640,set_tempo,,,,,,,480,1,0,658616,,,,,,,,,,,,
140869,note_off,,,,,,,234,0,3,,,,,,,,2,,,,58,100
140872,note_off,,,,,,,232,0,2,,,,,,,,1,,,,66,100
140874,note_off,,,,,,,2,0,2,,,,,,,,1,,,,64,100
140879,note_on,,,,,,,5,0,2,,,,,,,,1,,,,54,100
140879,note_on,,,,,,,0,0,2,,,,,,,,1,,,,61,100
140880,note_on,,,,,,,1,0,2,,,,,,,,1,,,,66,100
141112,note_off,,,,,,,232,0,2,,,,,,,,1,,,,54,100
141113,note_off,,,,,,,1,0,2,,,,,,,,1,,,,61,100
141119,set_tempo,,,,,,,479,1,0,666666,,,,,,,,,,,,
141120,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
141120,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
141120,note_on,,,,,,,251,0,3,,,,,,,,2,,,,59,100
141120,note_on,,,,,,,6495,0,1,,,,,,,,0,,,,66,100
141121,note_on,,,,,,,1,0,3,,,,,,,,2,,,,35,100
141354,note_off,,,,,,,0,0,3,,,,,,,,2,,,,59,100
141354,note_off,,,,,,,233,0,3,,,,,,,,2,,,,63,100
141360,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
141360,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
141588,note_off,,,,,,,228,0,3,,,,,,,,2,,,,47,100
141589,note_off,,,,,,,1,0,3,,,,,,,,2,,,,35,100
141594,note_off,,,,,,,5,0,3,,,,,,,,2,,,,54,100
141594,note_off,,,,,,,0,0,3,,,,,,,,2,,,,61,100
141600,note_on,,,,,,,6,0,3,,,,,,,,2,,,,59,100
141600,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
141600,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
141601,note_on,,,,,,,1,0,3,,,,,,,,2,,,,35,100
141823,note_off,,,,,,,703,0,1,,,,,,,,0,,,,66,100
141834,note_off,,,,,,,0,0,3,,,,,,,,2,,,,63,100
141834,note_off,,,,,,,233,0,3,,,,,,,,2,,,,47,100
141835,note_off,,,,,,,0,0,3,,,,,,,,2,,,,35,100
141835,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
141839,note_on,,,,,,,16,0,1,,,,,,,,0,,,,64,100
141840,note_on,,,,,,,0,0,3,,,,,,,,2,,,,54,100
141840,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
141840,note_on,,,,,,,5,0,3,,,,,,,,2,,,,54,100
141841,note_on,,,,,,,1,0,3,,,,,,,,2,,,,42,100
142074,note_off,,,,,,,233,0,3,,,,,,,,2,,,,54,100
142076,note_off,,,,,,,2,0,3,,,,,,,,2,,,,42,100
142309,note_off,,,,,,,470,0,1,,,,,,,,0,,,,64,100
142310,note_off,,,,,,,0,0,3,,,,,,,,2,,,,54,100
142310,note_off,,,,,,,234,0,3,,,,,,,,2,,,,61,100
142311,note_off,,,,,,,1198,0,2,,,,,,,,1,,,,66,100
142320,note_on,,,,,,,10,0,3,,,,,,,,2,,,,54,100
142320,note_on,,,,,,,9,0,2,,,,,,,,1,,,,66,100
142320,note_on,,,,,,,11,0,1,,,,,,,,0,,,,61,100
142554,note_off,,,,,,,234,0,1,,,,,,,,0,,,,61,100
142554,note_off,,,,,,,234,0,3,,,,,,,,2,,,,54,100
142559,note_on,,,,,,,5,0,1,,,,,,,,0,,,,66,100
142559,note_on,,,,,,,5,0,3,,,,,,,,2,,,,47,100
142560,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
142560,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
142560,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
142794,note_off,,,,,,,0,0,3,,,,,,,,2,,,,59,100
142794,note_off,,,,,,,234,0,3,,,,,,,,2,,,,63,100
142800,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
142800,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
143027,note_off,,,,,,,227,0,3,,,,,,,,2,,,,47,100
143028,note_off,,,,,,,1,0,3,,,,,,,,2,,,,35,100
143034,note_off,,,,,,,6,0,3,,,,,,,,2,,,,54,100
143035,note_off,,,,,,,1,0,3,,,,,,,,2,,,,61,100
143039,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
143039,note_on,,,,,,,4,0,3,,,,,,,,2,,,,63,100
143040,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
143041,note_on,,,,,,,1,0,3,,,,,,,,2,,,,35,100
143263,note_off,,,,,,,704,0,1,,,,,,,,0,,,,66,100
143272,note_off,,,,,,,231,0,3,,,,,,,,2,,,,47,100
143273,note_off,,,,,,,1,0,3,,,,,,,,2,,,,63,100
143274,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
143275,note_off,,,,,,,1,0,3,,,,,,,,2,,,,35,100
143280,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
143280,note_on,,,,,,,17,0,1,,,,,,,,0,,,,64,100
143280,note_on,,,,,,,5,0,3,,,,,,,,2,,,,54,100
143280,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
143280,note_on,,,,,,,0,0,3,,,,,,,,2,,,,54,100
143514,note_off,,,,,,,234,0,3,,,,,,,,2,,,,54,100
143515,note_off,,,,,,,1,0,3,,,,,,,,2,,,,42,100
143750,note_off,,,,,,,1430,0,2,,,,,,,,1,,,,66,100
143750,note_off,,,,,,,470,0,1,,,,,,,,0,,,,64,100
143750,note_off,,,,,,,235,0,3,,,,,,,,2,,,,61,100
143750,note_off,,,,,,,0,0,3,,,,,,,,2,,,,54,100
143759,note_on,,,,,,,9,0,1,,,,,,,,0,,,,61,100
143760,note_on,,,,,,,10,0,2,,,,,,,,1,,,,66,100
143761,note_on,,,,,,,11,0,3,,,,,,,,2,,,,54,100
143992,note_off,,,,,,,233,0,1,,,,,,,,0,,,,61,100
143995,note_off,,,,,,,234,0,3,,,,,,,,2,,,,54,100
144000,note_on,,,,,,,5,0,3,,,,,,,,2,,,,59,100
144000,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
144000,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
144000,note_on,,,,,,,8,0,1,,,,,,,,0,,,,71,100
144001,note_on,,,,,,,1,0,3,,,,,,,,2,,,,35,100
144233,note_off,,,,,,,232,0,3,,,,,,,,2,,,,59,100
144234,note_off,,,,,,,1,0,3,,,,,,,,2,,,,63,100
144239,note_on,,,,,,,5,0,3,,,,,,,,2,,,,54,100
144239,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
144468,note_off,,,,,,,229,0,3,,,,,,,,2,,,,47,100
144469,note_off,,,,,,,1,0,3,,,,,,,,2,,,,35,100
144473,note_off,,,,,,,4,0,3,,,,,,,,2,,,,54,100
144473,note_off,,,,,,,0,0,3,,,,,,,,2,,,,61,100
144480,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
144480,note_on,,,,,,,7,0,3,,,,,,,,2,,,,59,100
144480,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
144481,note_on,,,,,,,1,0,3,,,,,,,,2,,,,35,100
144704,note_off,,,,,,,704,0,1,,,,,,,,0,,,,71,100
144714,note_off,,,,,,,233,0,3,,,,,,,,2,,,,47,100
144714,note_off,,,,,,,0,0,3,,,,,,,,2,,,,63,100
144714,note_off,,,,,,,0,0,3,,,,,,,,2,,,,59,100
144716,note_off,,,,,,,2,0,3,,,,,,,,2,,,,35,100
144720,note_on,,,,,,,0,0,3,,,,,,,,2,,,,54,100
144720,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
144720,note_on,,,,,,,16,0,1,,,,,,,,0,,,,70,100
144720,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
144720,note_on,,,,,,,4,0,3,,,,,,,,2,,,,54,100
144954,note_off,,,,,,,234,0,3,,,,,,,,2,,,,54,100
144955,note_off,,,,,,,1,0,3,,,,,,,,2,,,,42,100
145189,note_off,,,,,,,1429,0,2,,,,,,,,1,,,,66,100
145190,note_off,,,,,,,235,0,3,,,,,,,,2,,,,61,100
145190,note_off,,,,,,,470,0,1,,,,,,,,0,,,,70,100
145190,note_off,,,,,,,0,0,3,,,,,,,,2,,,,54,100
145200,note_on,,,,,,,11,0,2,,,,,,,,1,,,,66,100
145200,note_on,,,,,,,10,0,3,,,,,,,,2,,,,54,100
145201,note_on,,,,,,,11,0,1,,,,,,,,0,,,,70,100
145434,note_off,,,,,,,234,0,3,,,,,,,,2,,,,54,100
145435,note_off,,,,,,,234,0,1,,,,,,,,0,,,,70,100
145440,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
145440,note_on,,,,,,,5,0,1,,,,,,,,0,,,,71,100
145440,note_on,,,,,,,6,0,3,,,,,,,,2,,,,59,100
145441,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
145441,note_on,,,,,,,1,0,3,,,,,,,,2,,,,35,100
145674,note_off,,,,,,,233,0,3,,,,,,,,2,,,,63,100
145675,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
145680,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
145680,note_on,,,,,,,5,0,3,,,,,,,,2,,,,54,100
145910,note_off,,,,,,,0,0,3,,,,,,,,2,,,,47,100
145910,note_off,,,,,,,230,0,3,,,,,,,,2,,,,35,100
145911,note_off,,,,,,,471,0,1,,,,,,,,0,,,,71,100
145914,note_off,,,,,,,0,0,3,,,,,,,,2,,,,61,100
145914,note_off,,,,,,,4,0,3,,,,,,,,2,,,,54,100
145920,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
145920,note_on,,,,,,,6,0,3,,,,,,,,2,,,,59,100
145920,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
145920,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
146154,note_off,,,,,,,234,0,3,,,,,,,,2,,,,47,100
146154,note_off,,,,,,,0,0,3,,,,,,,,2,,,,35,100
146154,note_off,,,,,,,0,0,3,,,,,,,,2,,,,63,100
146155,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
146160,note_on,,,,,,,0,0,3,,,,,,,,2,,,,54,100
146160,note_on,,,,,,,5,0,3,,,,,,,,2,,,,54,100
146160,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
146161,note_on,,,,,,,1,0,3,,,,,,,,2,,,,61,100
146395,note_off,,,,,,,0,0,3,,,,,,,,2,,,,54,100
146395,note_off,,,,,,,234,0,3,,,,,,,,2,,,,42,100
146630,note_off,,,,,,,1430,0,2,,,,,,,,1,,,,66,100
146630,note_off,,,,,,,235,0,3,,,,,,,,2,,,,54,100
146632,note_off,,,,,,,2,0,3,,,,,,,,2,,,,61,100
146640,note_on,,,,,,,10,0,2,,,,,,,,1,,,,66,100
146640,note_on,,,,,,,8,0,3,,,,,,,,2,,,,54,100
146873,note_off,,,,,,,233,0,3,,,,,,,,2,,,,54,100
146879,note_on,,,,,,,6,0,3,,,,,,,,2,,,,63,100
146880,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
146880,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
146880,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
146881,note_on,,,,,,,970,0,1,,,,,,,,0,,,,66,100
147113,note_off,,,,,,,233,0,3,,,,,,,,2,,,,63,100
147114,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
147120,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
147120,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
147347,note_off,,,,,,,227,0,3,,,,,,,,2,,,,47,100
147348,note_off,,,,,,,1,0,3,,,,,,,,2,,,,35,100
147354,note_off,,,,,,,6,0,3,,,,,,,,2,,,,61,100
147355,note_off,,,,,,,1,0,3,,,,,,,,2,,,,54,100
147359,note_on,,,,,,,4,0,3,,,,,,,,2,,,,35,100
147360,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
147360,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
147360,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
147586,note_off,,,,,,,705,0,1,,,,,,,,0,,,,66,100
147593,note_off,,,,,,,233,0,3,,,,,,,,2,,,,35,100
147594,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
147594,note_off,,,,,,,0,0,3,,,,,,,,2,,,,47,100
147595,note_off,,,,,,,1,0,3,,,,,,,,2,,,,63,100
147600,note_on,,,,,,,5,0,3,,,,,,,,2,,,,54,100
147600,note_on,,,,,,,14,0,1,,,,,,,,0,,,,66,100
147600,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
147601,note_on,,,,,,,1,0,3,,,,,,,,2,,,,61,100
147601,note_on,,,,,,,0,0,3,,,,,,,,2,,,,54,100
147833,note_off,,,,,,,232,0,3,,,,,,,,2,,,,42,100
147834,note_off,,,,,,,1,0,3,,,,,,,,2,,,,54,100
148070,note_off,,,,,,,1430,0,2,,,,,,,,1,,,,66,100
148071,note_off,,,,,,,471,0,1,,,,,,,,0,,,,66,100
148071,note_off,,,,,,,237,0,3,,,,,,,,2,,,,54,100
148072,note_off,,,,,,,1,0,3,,,,,,,,2,,,,61,100
148079,note_on,,,,,,,8,0,1,,,,,,,,0,,,,66,100
148079,note_on,,,,,,,9,0,2,,,,,,,,1,,,,66,100
148080,note_on,,,,,,,8,0,3,,,,,,,,2,,,,54,100
148313,note_off,,,,,,,234,0,1,,,,,,,,0,,,,66,100
148314,note_off,,,,,,,234,0,3,,,,,,,,2,,,,54,100
148320,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
148320,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
148320,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
148320,note_on,,,,,,,6,0,3,,,,,,,,2,,,,59,100
148321,note_on,,,,,,,8,0,1,,,,,,,,0,,,,69,100
148554,note_off,,,,,,,234,0,3,,,,,,,,2,,,,63,100
148555,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
148560,note_on,,,,,,,5,0,3,,,,,,,,2,,,,54,100
148560,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
148788,note_off,,,,,,,228,0,3,,,,,,,,2,,,,35,100
148788,note_off,,,,,,,0,0,3,,,,,,,,2,,,,47,100
148793,note_off,,,,,,,5,0,3,,,,,,,,2,,,,54,100
148795,note_off,,,,,,,2,0,3,,,,,,,,2,,,,61,100
148799,note_on,,,,,,,4,0,3,,,,,,,,2,,,,63,100
148800,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
148800,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
148800,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
149024,note_off,,,,,,,703,0,1,,,,,,,,0,,,,69,100
149033,note_off,,,,,,,233,0,3,,,,,,,,2,,,,63,100
149034,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
149034,note_off,,,,,,,0,0,3,,,,,,,,2,,,,35,100
149034,note_off,,,,,,,0,0,3,,,,,,,,2,,,,47,100
149040,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
149040,note_on,,,,,,,0,0,3,,,,,,,,2,,,,42,100
149040,note_on,,,,,,,0,0,3,,,,,,,,2,,,,54,100
149040,note_on,,,,,,,16,0,1,,,,,,,,0,,,,69,100
149041,note_on,,,,,,,1,0,3,,,,,,,,2,,,,61,100
149274,note_off,,,,,,,0,0,3,,,,,,,,2,,,,54,100
149274,note_off,,,,,,,233,0,3,,,,,,,,2,,,,42,100
149509,note_off,,,,,,,1430,0,2,,,,,,,,1,,,,66,100
149510,note_off,,,,,,,236,0,3,,,,,,,,2,,,,54,100
149510,note_off,,,,,,,470,0,1,,,,,,,,0,,,,69,100
149512,note_off,,,,,,,2,0,3,,,,,,,,2,,,,61,100
149520,note_on,,,,,,,8,0,3,,,,,,,,2,,,,54,100
149520,note_on,,,,,,,10,0,1,,,,,,,,0,,,,69,100
149520,note_on,,,,,,,11,0,2,,,,,,,,1,,,,66,100
149753,note_off,,,,,,,233,0,3,,,,,,,,2,,,,54,100
149754,note_off,,,,,,,234,0,1,,,,,,,,0,,,,69,100
149759,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
149759,note_on,,,,,,,6,0,3,,,,,,,,2,,,,63,100
149759,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
149760,note_on,,,,,,,6,0,1,,,,,,,,0,,,,69,100
149760,note_on,,,,,,,1,0,3,,,,,,,,2,,,,59,100
149875,note_off,,,,,,,115,0,1,,,,,,,,0,,,,69,100
149880,note_on,,,,,,,5,0,1,,,,,,,,0,,,,71,100
149993,note_off,,,,,,,233,0,3,,,,,,,,2,,,,63,100
149994,note_off,,,,,,,1,0,3,,,,,,,,2,,,,59,100
149996,note_off,,,,,,,116,0,1,,,,,,,,0,,,,71,100
150000,note_on,,,,,,,4,0,1,,,,,,,,0,,,,73,100
150000,note_on,,,,,,,0,0,3,,,,,,,,2,,,,61,100
150000,note_on,,,,,,,6,0,3,,,,,,,,2,,,,54,100
150227,note_off,,,,,,,0,0,3,,,,,,,,2,,,,47,100
150227,note_off,,,,,,,227,0,3,,,,,,,,2,,,,35,100
150234,note_off,,,,,,,7,0,3,,,,,,,,2,,,,54,100
150235,note_off,,,,,,,1,0,3,,,,,,,,2,,,,61,100
150240,note_on,,,,,,,0,0,3,,,,,,,,2,,,,35,100
150240,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
150240,note_on,,,,,,,5,0,3,,,,,,,,2,,,,59,100
150240,note_on,,,,,,,0,0,3,,,,,,,,2,,,,63,100
150470,note_off,,,,,,,470,0,1,,,,,,,,0,,,,73,100
150473,note_off,,,,,,,233,0,3,,,,,,,,2,,,,47,100
150473,note_off,,,,,,,0,0,3,,,,,,,,2,,,,59,100
150474,note_off,,,,,,,1,0,3,,,,,,,,2,,,,63,100
150474,note_off,,,,,,,0,0,3,,,,,,,,2,,,,35,100
150479,note_on,,,,,,,9,0,1,,,,,,,,0,,,,71,100
150480,note_on,,,,,,,6,0,3,,,,,,,,2,,,,51,100
150480,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
150480,note_on,,,,,,,0,0,3,,,,,,,,2,,,,59,100
150481,note_on,,,,,,,1,0,3,,,,,,,,2,,,,54,100
150714,note_off,,,,,,,233,0,3,,,,,,,,2,,,,47,100
150715,note_off,,,,,,,1,0,3,,,,,,,,2,,,,54,100
150950,note_off,,,,,,,235,0,3,,,,,,,,2,,,,59,100
150950,note_off,,,,,,,0,0,3,,,,,,,,2,,,,51,100
150950,note_off,,,,,,,471,0,1,,,,,,,,0,,,,71,100
150951,note_off,,,,,,,1431,0,2,,,,,,,,1,,,,66,100
150960,note_on,,,,,,,9,0,2,,,,,,,,1,,,,71,100
150960,note_on,,,,,,,10,0,1,,,,,,,,0,,,,69,100
150961,note_on,,,,,,,1,0,2,,,,,,,,1,,,,59,100
151194,note_off,,,,,,,234,0,1,,,,,,,,0,,,,69,100
151194,note_off,,,,,,,233,0,2,,,,,,,,1,,,,71,100
151195,note_off,,,,,,,1,0,2,,,,,,,,1,,,,59,100
151200,note_on,,,,,,,0,0,3,,,,,,,,2,,,,40,100
151200,note_on,,,,,,,0,0,2,,,,,,,,1,,,,64,100
151200,note_on,,,,,,,250,0,3,,,,,,,,2,,,,28,100
151200,note_on,,,,,,,5,0,2,,,,,,,,1,,,,68,100
151200,note_on,,,,,,,0,0,2,,,,,,,,1,,,,71,100
151201,note_on,,,,,,,7,0,1,,,,,,,,0,,,,68,100
151433,note_off,,,,,,,233,0,2,,,,,,,,1,,,,71,100
151434,note_off,,,,,,,1,0,2,,,,,,,,1,,,,68,100
151440,note_on,,,,,,,6,0,2,,,,,,,,1,,,,69,100
151441,note_on,,,,,,,1,0,2,,,,,,,,1,,,,66,100
151667,note_off,,,,,,,467,0,3,,,,,,,,2,,,,40,100
151668,note_off,,,,,,,1,0,3,,,,,,,,2,,,,28,100
151670,note_off,,,,,,,229,0,2,,,,,,,,1,,,,64,100
151671,note_off,,,,,,,470,0,1,,,,,,,,0,,,,68,100
151674,note_off,,,,,,,4,0,2,,,,,,,,1,,,,69,100
151676,note_off,,,,,,,2,0,2,,,,,,,,1,,,,66,100
151679,note_on,,,,,,,11,0,3,,,,,,,,2,,,,28,100
151679,note_on,,,,,,,3,0,2,,,,,,,,1,,,,71,100
151680,note_on,,,,,,,1,0,3,,,,,,,,2,,,,40,100
151680,note_on,,,,,,,1,0,2,,,,,,,,1,,,,68,100
151680,note_on,,,,,,,0,0,2,,,,,,,,1,,,,64,100
151912,note_off,,,,,,,232,0,3,,,,,,,,2,,,,28,100
151913,note_off,,,,,,,233,0,2,,,,,,,,1,,,,64,100
151913,note_off,,,,,,,0,0,2,,,,,,,,1,,,,71,100
151914,note_off,,,,,,,2,0,3,,,,,,,,2,,,,40,100
151914,note_off,,,,,,,1,0,2,,,,,,,,1,,,,68,100
151919,note_on,,,,,,,0,0,3,,,,,,,,2,,,,40,100
151919,note_on,,,,,,,5,0,3,,,,,,,,2,,,,56,100
151920,note_on,,,,,,,1,0,3,,,,,,,,2,,,,52,100
151921,note_on,,,,,,,7,0,2,,,,,,,,1,,,,59,100
151921,note_on,,,,,,,1,0,3,,,,,,,,2,,,,47,100
152153,note_off,,,,,,,0,0,3,,,,,,,,2,,,,56,100
152153,note_off,,,,,,,0,0,3,,,,,,,,2,,,,40,100
152153,note_off,,,,,,,232,0,3,,,,,,,,2,,,,52,100
152155,note_off,,,,,,,2,0,3,,,,,,,,2,,,,47,100
152160,note_on,,,,,,,5,0,3,,,,,,,,2,,,,51,100
152160,note_on,,,,,,,0,0,3,,,,,,,,2,,,,54,100
152394,note_off,,,,,,,234,0,3,,,,,,,,2,,,,51,100
152395,note_off,,,,,,,1,0,3,,,,,,,,2,,,,54,100
152400,note_on,,,,,,,0,0,3,,,,,,,,2,,,,56,100
152400,note_on,,,,,,,5,0,3,,,,,,,,2,,,,52,100
152625,note_off,,,,,,,704,0,2,,,,,,,,1,,,,59,100
152634,note_off,,,,,,,234,0,3,,,,,,,,2,,,,56,100
152634,note_off,,,,,,,0,0,3,,,,,,,,2,,,,52,100
152640,note_on,,,,,,,6,0,3,,,,,,,,2,,,,28,100
152640,note_on,,,,,,,0,0,3,,,,,,,,2,,,,40,100
152640,set_tempo,,,,,,,11521,1,0,666666,,,,,,,,,,,,
152640,note_on,,,,,,,0,0,2,,,,,,,,1,,,,64,100
152640,note_on,,,,,,,0,0,2,,,,,,,,1,,,,71,100
152640,note_on,,,,,,,15,0,2,,,,,,,,1,,,,68,100
152640,note_on,,,,,,,969,0,1,,,,,,,,0,,,,71,100
152874,note_off,,,,,,,0,0,2,,,,,,,,1,,,,68,100
152874,note_off,,,,,,,234,0,2,,,,,,,,1,,,,71,100
152880,note_on,,,,,,,6,0,2,,,,,,,,1,,,,66,100
152880,note_on,,,,,,,0,0,2,,,,,,,,1,,,,69,100
153108,note_off,,,,,,,0,0,3,,,,,,,,2,,,,28,100
153108,note_off,,,,,,,468,0,3,,,,,,,,2,,,,40,100
153111,note_off,,,,,,,231,0,2,,,,,,,,1,,,,64,100
153114,note_off,,,,,,,0,0,2,,,,,,,,1,,,,69,100
153114,note_off,,,,,,,3,0,2,,,,,,,,1,,,,66,100
153120,note_on,,,,,,,0,0,3,,,,,,,,2,,,,40,100
153120,note_on,,,,,,,0,0,2,,,,,,,,1,,,,64,100
153120,note_on,,,,,,,12,0,3,,,,,,,,2,,,,28,100
153120,note_on,,,,,,,0,0,2,,,,,,,,1,,,,71,100
153120,set_tempo,,,,,,,480,1,0,662471,,,,,,,,,,,,
153120,note_on,,,,,,,6,0,2,,,,,,,,1,,,,68,100
153354,note_off,,,,,,,234,0,2,,,,,,,,1,,,,68,100
153354,note_off,,,,,,,234,0,3,,,,,,,,2,,,,40,100
153355,note_off,,,,,,,0,0,2,,,,,,,,1,,,,64,100
153355,note_off,,,,,,,1,0,2,,,,,,,,1,,,,71,100
153355,note_off,,,,,,,1,0,3,,,,,,,,2,,,,28,100
153359,note_on,,,,,,,4,0,3,,,,,,,,2,,,,52,100
153360,note_on,,,,,,,0,0,3,,,,,,,,2,,,,40,100
153360,note_on,,,,,,,1,0,3,,,,,,,,2,,,,56,100
153360,note_on,,,,,,,0,0,3,,,,,,,,2,,,,47,100
153360,note_on,,,,,,,5,0,2,,,,,,,,1,,,,59,100
153592,note_off,,,,,,,232,0,3,,,,,,,,2,,,,52,100
153594,note_off,,,,,,,954,0,1,,,,,,,,0,,,,71,100
153594,note_off,,,,,,,2,0,3,,,,,,,,2,,,,56,100
153599,note_on,,,,,,,5,0,1,,,,,,,,0,,,,69,100
153600,note_on,,,,,,,6,0,3,,,,,,,,2,,,,51,100
153600,note_on,,,,,,,0,0,3,,,,,,,,2,,,,54,100
153600,set_tempo,,,,,,,480,1,0,658327,,,,,,,,,,,,
153828,note_off,,,,,,,228,0,3,,,,,,,,2,,,,40,100
153828,note_off,,,,,,,0,0,3,,,,,,,,2,,,,47,100
153833,note_off,,,,,,,234,0,1,,,,,,,,0,,,,69,100
