tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,key,note,velocity
84660,control_change,36,0,2,,,,,,7,87,1,,,,
84697,control_change,37,0,2,,,,,,7,86,1,,,,
84720,note_on,240,0,1,,,,,,,,0,,,59,100
84734,control_change,37,0,2,,,,,,7,85,1,,,,
84771,control_change,37,0,2,,,,,,7,84,1,,,,
84844,control_change,73,0,2,,,,,,7,83,1,,,,
84881,control_change,37,0,2,,,,,,7,82,1,,,,
84918,control_change,37,0,2,,,,,,7,81,1,,,,
84936,note_on,18,0,2,,,,,,,,1,,,64,0
84936,note_on,216,0,1,,,,,,,,0,,,55,0
84948,note_on,12,0,1,,,,,,,,0,,,59,0
84955,control_change,19,0,2,,,,,,7,80,1,,,,
84960,note_on,12,0,1,,,,,,,,0,,,55,100
84960,note_on,0,0,1,,,,,,,,0,,,64,100
85033,control_change,73,0,1,,,,,,7,69,0,,,,
85180,control_change,147,0,1,,,,,,7,70,0,,,,
85188,note_on,8,0,1,,,,,,,,0,,,64,0
85188,note_on,0,0,1,,,,,,,,0,,,55,0
85200,note_on,12,0,1,,,,,,,,0,,,54,100
85200,note_on,0,0,1,,,,,,,,0,,,63,100
85291,control_change,91,0,1,,,,,,7,71,0,,,,
85428,note_on,137,0,1,,,,,,,,0,,,63,0
85428,note_on,0,0,1,,,,,,,,0,,,54,0
85438,control_change,10,0,1,,,,,,7,72,0,,,,
85440,note_on,2,0,1,,,,,,,,0,,,57,100
85440,note_on,0,0,1,,,,,,,,0,,,66,100
85585,control_change,145,0,1,,,,,,7,73,0,,,,
85668,note_on,83,0,1,,,,,,,,0,,,66,0
85668,note_on,0,0,1,,,,,,,,0,,,57,0
85680,note_on,12,0,1,,,,,,,,0,,,55,100
85680,note_on,0,0,1,,,,,,,,0,,,64,100
85696,control_change,16,0,1,,,,,,7,74,0,,,,
85843,control_change,147,0,1,,,,,,7,75,0,,,,
85908,note_on,0,0,1,,,,,,,,0,,,55,0
85908,note_on,65,0,1,,,,,,,,0,,,64,0
85920,note_on,12,0,1,,,,,,,,0,,,60,100
85920,note_on,0,0,1,,,,,,,,0,,,69,100
85953,control_change,33,0,1,,,,,,7,76,0,,,,
86100,control_change,147,0,1,,,,,,7,77,0,,,,
86148,note_on,48,0,1,,,,,,,,0,,,69,0
86148,note_on,0,0,1,,,,,,,,0,,,60,0
86160,note_on,12,0,1,,,,,,,,0,,,59,100
86160,note_on,0,0,1,,,,,,,,0,,,67,100
86248,control_change,88,0,1,,,,,,7,78,0,,,,
86376,note_on,0,0,1,,,,,,,,0,,,40,0
86376,note_on,128,0,1,,,,,,,,0,,,47,0
86388,note_on,0,0,1,,,,,,,,0,,,59,0
86388,note_on,12,0,1,,,,,,,,0,,,67,0
86400,note_on,12,0,1,,,,,,,,0,,,47,100
86400,note_on,0,0,1,,,,,,,,0,,,35,100
86400,note_on,0,0,1,,,,,,,,0,,,57,100
86400,note_on,0,0,1,,,,,,,,0,,,59,100
86400,note_on,0,0,1,,,,,,,,0,,,66,100
86400,note_on,0,0,1,,,,,,,,0,,,63,100
86473,control_change,73,0,1,,,,,,7,77,0,,,,
86584,control_change,111,0,1,,,,,,7,76,0,,,,
86657,control_change,73,0,1,,,,,,7,75,0,,,,
86768,control_change,111,0,1,,,,,,7,74,0,,,,
86878,control_change,110,0,1,,,,,,7,73,0,,,,
86952,control_change,74,0,1,,,,,,7,72,0,,,,
87062,control_change,110,0,1,,,,,,7,71,0,,,,
87172,control_change,110,0,1,,,,,,7,70,0,,,,
87283,control_change,111,0,1,,,,,,7,69,0,,,,
87357,control_change,74,0,1,,,,,,7,68,0,,,,
87467,control_change,110,0,1,,,,,,7,67,0,,,,
87577,control_change,110,0,1,,,,,,7,66,0,,,,
87651,control_change,74,0,1,,,,,,7,65,0,,,,
87761,control_change,110,0,1,,,,,,7,64,0,,,,
87872,control_change,111,0,1,,,,,,7,63,0,,,,
87982,control_change,110,0,1,,,,,,7,62,0,,,,
88056,control_change,74,0,1,,,,,,7,61,0,,,,
88166,control_change,110,0,1,,,,,,7,60,0,,,,
88296,note_on,130,0,1,,,,,,,,0,,,63,0
88296,note_on,0,0,1,,,,,,,,0,,,66,0
88296,note_on,0,0,1,,,,,,,,0,,,59,0
88296,note_on,0,0,1,,,,,,,,0,,,57,0
88296,note_on,0,0,1,,,,,,,,0,,,35,0
88296,note_on,0,0,1,,,,,,,,0,,,47,0
88320,note_on,24,0,1,,,,,,,,0,,,47,100
88320,note_on,0,0,1,,,,,,,,0,,,40,100
88320,note_on,0,0,1,,,,,,,,0,,,55,100
88320,note_on,0,0,1,,,,,,,,0,,,59,100
88320,note_on,0,0,1,,,,,,,,0,,,64,100
90216,note_on,0,0,1,,,,,,,,0,,,47,0
90216,note_on,1896,0,1,,,,,,,,0,,,64,0
90216,note_on,0,0,1,,,,,,,,0,,,59,0
90216,note_on,0,0,1,,,,,,,,0,,,55,0
90216,note_on,0,0,1,,,,,,,,0,,,40,0
90240,end_of_track,28800,1,0,,,,,,,,,,,,
90240,end_of_track,24,1,1,,,,,,,,,,,,
90240,end_of_track,5285,1,2,,,,,,,,,,,,
