tick,type,data,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
175872,note_on,,0,0,2,,,,,,,,,,1,,63,0
175872,note_on,,32,0,2,,,,,,,,,,1,,51,0
175924,note_on,,56,0,1,,,,,,,,,,0,,63,0
175924,note_on,,0,0,1,,,,,,,,,,0,,75,0
175932,note_on,,8,0,1,,,,,,,,,,0,,77,58
175932,note_on,,0,0,1,,,,,,,,,,0,,65,58
175976,note_on,,0,0,1,,,,,,,,,,0,,77,0
175976,note_on,,44,0,1,,,,,,,,,,0,,65,0
175988,note_on,,0,0,1,,,,,,,,,,0,,63,47
175988,note_on,,12,0,1,,,,,,,,,,0,,75,47
176032,note_on,,0,0,2,,,,,,,,,,1,,55,65
176032,note_on,,160,0,2,,,,,,,,,,1,,63,65
176032,note_on,,0,0,2,,,,,,,,,,1,,51,65
176032,note_on,,0,0,2,,,,,,,,,,1,,58,65
176036,note_on,,48,0,1,,,,,,,,,,0,,63,0
176036,note_on,,0,0,1,,,,,,,,,,0,,75,0
176040,note_on,,0,0,1,,,,,,,,,,0,,65,60
176040,note_on,,4,0,1,,,,,,,,,,0,,77,60
176064,note_on,,32,0,2,,,,,,,,,,1,,51,0
176064,note_on,,0,0,2,,,,,,,,,,1,,63,0
176064,note_on,,0,0,2,,,,,,,,,,1,,58,0
176064,note_on,,0,0,2,,,,,,,,,,1,,55,0
176096,note_on,,0,0,1,,,,,,,,,,0,,77,0
176096,note_on,,56,0,1,,,,,,,,,,0,,65,0
176104,note_on,,8,0,1,,,,,,,,,,0,,75,57
176104,note_on,,0,0,1,,,,,,,,,,0,,63,57
176128,note_on,,64,0,2,,,,,,,,,,1,,63,65
176128,note_on,,0,0,2,,,,,,,,,,1,,58,65
176128,note_on,,0,0,2,,,,,,,,,,1,,55,65
176128,note_on,,0,0,2,,,,,,,,,,1,,51,65
176152,note_on,,48,0,1,,,,,,,,,,0,,63,0
176152,note_on,,0,0,1,,,,,,,,,,0,,75,0
176156,note_on,,4,0,1,,,,,,,,,,0,,77,55
176156,note_on,,0,0,1,,,,,,,,,,0,,65,55
176160,note_on,,0,0,2,,,,,,,,,,1,,58,0
176160,note_on,,0,0,2,,,,,,,,,,1,,63,0
176160,note_on,,32,0,2,,,,,,,,,,1,,51,0
176160,note_on,,0,0,2,,,,,,,,,,1,,55,0
176208,note_on,,0,0,1,,,,,,,,,,0,,77,0
176208,note_on,,52,0,1,,,,,,,,,,0,,65,0
176216,note_on,,0,0,1,,,,,,,,,,0,,63,43
176216,note_on,,8,0,1,,,,,,,,,,0,,75,43
176224,note_on,,0,0,2,,,,,,,,,,1,,51,65
176224,note_on,,0,0,2,,,,,,,,,,1,,55,65
176224,note_on,,0,0,2,,,,,,,,,,1,,58,65
176224,note_on,,64,0,2,,,,,,,,,,1,,63,65
176256,note_on,,0,0,2,,,,,,,,,,1,,63,0
176256,note_on,,32,0,2,,,,,,,,,,1,,51,0
176256,note_on,,0,0,2,,,,,,,,,,1,,55,0
176256,note_on,,0,0,2,,,,,,,,,,1,,58,0
176272,note_on,,0,0,1,,,,,,,,,,0,,75,0
176272,note_on,,56,0,1,,,,,,,,,,0,,63,0
176276,note_on,,0,0,1,,,,,,,,,,0,,65,55
176276,note_on,,4,0,1,,,,,,,,,,0,,77,55
176320,note_on,,0,0,2,,,,,,,,,,1,,58,65
176320,note_on,,0,0,2,,,,,,,,,,1,,51,65
176320,note_on,,0,0,2,,,,,,,,,,1,,55,65
176320,note_on,,64,0,2,,,,,,,,,,1,,63,65
176324,note_on,,48,0,1,,,,,,,,,,0,,65,0
176324,note_on,,0,0,1,,,,,,,,,,0,,77,0
176332,note_on,,0,0,1,,,,,,,,,,0,,63,51
176332,note_on,,8,0,1,,,,,,,,,,0,,75,51
176352,note_on,,0,0,2,,,,,,,,,,1,,63,0
176352,note_on,,0,0,2,,,,,,,,,,1,,55,0
176352,note_on,,32,0,2,,,,,,,,,,1,,51,0
176352,note_on,,0,0,2,,,,,,,,,,1,,58,0
176376,note_on,,0,0,1,,,,,,,,,,0,,75,0
176376,note_on,,44,0,1,,,,,,,,,,0,,63,0
176380,note_on,,0,0,1,,,,,,,,,,0,,65,61
176380,note_on,,4,0,1,,,,,,,,,,0,,77,61
176416,note_on,,64,0,2,,,,,,,,,,1,,63,65
176416,note_on,,0,0,2,,,,,,,,,,1,,58,65
176416,note_on,,0,0,2,,,,,,,,,,1,,55,65
176416,note_on,,0,0,2,,,,,,,,,,1,,51,65
176436,note_on,,0,0,1,,,,,,,,,,0,,77,0
176436,note_on,,56,0,1,,,,,,,,,,0,,65,0
176440,note_on,,4,0,1,,,,,,,,,,0,,75,51
176440,note_on,,0,0,1,,,,,,,,,,0,,63,51
176448,note_on,,32,0,2,,,,,,,,,,1,,51,0
176448,note_on,,0,0,2,,,,,,,,,,1,,58,0
176448,note_on,,0,0,2,,,,,,,,,,1,,55,0
176448,note_on,,0,0,2,,,,,,,,,,1,,63,0
176488,note_on,,48,0,1,,,,,,,,,,0,,63,0
176488,note_on,,0,0,1,,,,,,,,,,0,,75,0
176492,note_on,,4,0,1,,,,,,,,,,0,,77,62
176492,note_on,,0,0,1,,,,,,,,,,0,,65,62
176512,note_on,,64,0,2,,,,,,,,,,1,,63,65
176512,note_on,,0,0,2,,,,,,,,,,1,,58,65
176512,note_on,,0,0,2,,,,,,,,,,1,,55,65
176512,note_on,,0,0,2,,,,,,,,,,1,,51,65
176540,note_on,,48,0,1,,,,,,,,,,0,,65,0
176540,note_on,,0,0,1,,,,,,,,,,0,,77,0
176544,note_on,,32,0,2,,,,,,,,,,1,,51,0
176544,note_on,,0,0,2,,,,,,,,,,1,,55,0
176544,note_on,,0,0,2,,,,,,,,,,1,,58,0
176544,note_on,,0,0,2,,,,,,,,,,1,,63,0
176548,note_on,,0,0,1,,,,,,,,,,0,,63,42
176548,note_on,,8,0,1,,,,,,,,,,0,,75,42
176568,note_on,,0,0,1,,,,,,,,,,0,,75,0
176568,note_on,,20,0,1,,,,,,,,,,0,,63,0
176580,note_on,,0,0,1,,,,,,,,,,0,,65,49
176580,note_on,,12,0,1,,,,,,,,,,0,,77,49
176608,note_on,,0,0,2,,,,,,,,,,1,,58,65
176608,note_on,,0,0,2,,,,,,,,,,1,,55,65
176608,note_on,,0,0,2,,,,,,,,,,1,,51,65
176608,note_on,,64,0,2,,,,,,,,,,1,,63,65
176628,note_on,,0,0,1,,,,,,,,,,0,,63,54
176628,note_on,,48,0,1,,,,,,,,,,0,,75,54
176636,note_on,,0,0,1,,,,,,,,,,0,,77,0
176636,note_on,,8,0,1,,,,,,,,,,0,,65,0
176640,note_on,,32,0,2,,,,,,,,,,1,,51,0
176640,note_on,,0,0,2,,,,,,,,,,1,,55,0
176640,note_on,,0,0,2,,,,,,,,,,1,,63,0
176640,note_on,,0,0,2,,,,,,,,,,1,,58,0
176700,note_on,,0,0,1,,,,,,,,,,0,,63,0
176700,note_on,,64,0,1,,,,,,,,,,0,,75,0
176708,note_on,,0,0,1,,,,,,,,,,0,,62,73
176708,note_on,,8,0,1,,,,,,,,,,0,,74,73
176712,note_on,,0,0,2,,,,,,,,,,1,,55,65
176712,note_on,,72,0,2,,,,,,,,,,1,,63,65
176712,note_on,,0,0,2,,,,,,,,,,1,,58,65
176712,note_on,,0,0,2,,,,,,,,,,1,,51,65
176728,control_change,,20,0,1,,,,,,,,64,72,0,,,
176728,control_change,,0,0,1,,,,,,,,64,72,0,,,
176736,control_change,,8,0,1,,,,,,,,64,24,0,,,
176736,control_change,,0,0,1,,,,,,,,64,24,0,,,
176744,note_on,,32,0,2,,,,,,,,,,1,,51,0
176744,note_on,,0,0,2,,,,,,,,,,1,,55,0
176744,note_on,,0,0,2,,,,,,,,,,1,,58,0
176744,note_on,,0,0,2,,,,,,,,,,1,,63,0
176748,control_change,,12,0,1,,,,,,,,64,0,0,,,
176748,control_change,,0,0,1,,,,,,,,64,0,0,,,
176752,note_on,,2040,0,5,,,,,,,,,,4,,51,0
176768,note_on,,16,0,5,,,,,,,,,,4,,51,65
176780,note_on,,2056,0,8,,,,,,,,,,7,,68,70
176780,note_on,,0,0,8,,,,,,,,,,7,,65,70
176780,note_on,,2056,0,6,,,,,,,,,,5,,77,65
176780,note_on,,0,0,6,,,,,,,,,,5,,80,65
176788,note_on,,0,0,2,,,,,,,,,,1,,58,75
176788,note_on,,0,0,2,,,,,,,,,,1,,56,75
176788,note_on,,0,0,2,,,,,,,,,,1,,51,75
176788,note_on,,44,0,2,,,,,,,,,,1,,65,75
176792,note_on,,12,0,6,,,,,,,,,,5,,75,0
176792,note_on,,0,0,6,,,,,,,,,,5,,79,0
176792,note_on,,0,0,8,,,,,,,,,,7,,63,0
176792,note_on,,12,0,8,,,,,,,,,,7,,67,0
176796,note_on,,48,0,1,,,,,,,,,,0,,75,69
176796,note_on,,0,0,1,,,,,,,,,,0,,63,69
176800,note_on,,0,0,1,,,,,,,,,,0,,74,0
176800,note_on,,4,0,1,,,,,,,,,,0,,62,0
176800,control_change,,0,0,1,,,,,,,,64,56,0,,,
176800,control_change,,0,0,1,,,,,,,,64,56,0,,,
176812,control_change,,0,0,1,,,,,,,,64,88,0,,,
176812,control_change,,12,0,1,,,,,,,,64,88,0,,,
176820,control_change,,0,0,1,,,,,,,,64,127,0,,,
176820,note_on,,0,0,2,,,,,,,,,,1,,58,0
176820,note_on,,32,0,2,,,,,,,,,,1,,51,0
176820,note_on,,0,0,2,,,,,,,,,,1,,56,0
176820,control_change,,8,0,1,,,,,,,,64,127,0,,,
176820,note_on,,0,0,2,,,,,,,,,,1,,65,0
176852,note_on,,32,0,1,,,,,,,,,,0,,75,0
176852,note_on,,0,0,1,,,,,,,,,,0,,63,0
176868,note_on,,16,0,1,,,,,,,,,,0,,74,54
176868,note_on,,0,0,1,,,,,,,,,,0,,62,54
176884,note_on,,0,0,2,,,,,,,,,,1,,56,75
176884,note_on,,0,0,2,,,,,,,,,,1,,51,75
176884,note_on,,64,0,2,,,,,,,,,,1,,65,75
176884,note_on,,0,0,2,,,,,,,,,,1,,58,75
176916,note_on,,32,0,2,,,,,,,,,,1,,51,0
176916,note_on,,0,0,2,,,,,,,,,,1,,58,0
176916,note_on,,0,0,2,,,,,,,,,,1,,56,0
176916,note_on,,0,0,2,,,,,,,,,,1,,65,0
176920,note_on,,0,0,1,,,,,,,,,,0,,75,65
176920,note_on,,0,0,1,,,,,,,,,,0,,63,65
176920,note_on,,0,0,1,,,,,,,,,,0,,74,0
176920,note_on,,52,0,1,,,,,,,,,,0,,62,0
176976,note_on,,0,0,1,,,,,,,,,,0,,75,0
176976,note_on,,56,0,1,,,,,,,,,,0,,63,0
176980,note_on,,0,0,2,,,,,,,,,,1,,51,75
176980,note_on,,64,0,2,,,,,,,,,,1,,65,75
176980,note_on,,0,0,2,,,,,,,,,,1,,58,75
176980,note_on,,0,0,2,,,,,,,,,,1,,56,75
176992,note_on,,16,0,1,,,,,,,,,,0,,74,59
176992,note_on,,0,0,1,,,,,,,,,,0,,62,59
177012,note_on,,0,0,2,,,,,,,,,,1,,58,0
177012,note_on,,0,0,2,,,,,,,,,,1,,65,0
177012,note_on,,32,0,2,,,,,,,,,,1,,51,0
177012,note_on,,0,0,2,,,,,,,,,,1,,56,0
177040,note_on,,48,0,1,,,,,,,,,,0,,62,0
177040,note_on,,0,0,1,,,,,,,,,,0,,74,0
177040,note_on,,0,0,1,,,,,,,,,,0,,63,65
177040,note_on,,0,0,1,,,,,,,,,,0,,75,65
177076,note_on,,0,0,2,,,,,,,,,,1,,51,75
177076,note_on,,64,0,2,,,,,,,,,,1,,65,75
177076,note_on,,0,0,2,,,,,,,,,,1,,58,75
177076,note_on,,0,0,2,,,,,,,,,,1,,56,75
177092,note_on,,0,0,1,,,,,,,,,,0,,75,0
177092,note_on,,52,0,1,,,,,,,,,,0,,63,0
177104,note_on,,12,0,1,,,,,,,,,,0,,74,56
177104,note_on,,0,0,1,,,,,,,,,,0,,62,56
177108,note_on,,32,0,2,,,,,,,,,,1,,51,0
177108,note_on,,0,0,2,,,,,,,,,,1,,65,0
177108,note_on,,0,0,2,,,,,,,,,,1,,58,0
177108,note_on,,0,0,2,,,,,,,,,,1,,56,0
177160,note_on,,0,0,1,,,,,,,,,,0,,63,62
177160,note_on,,0,0,1,,,,,,,,,,0,,75,62
177160,note_on,,0,0,1,,,,,,,,,,0,,74,0
177160,note_on,,56,0,1,,,,,,,,,,0,,62,0
177172,note_on,,0,0,2,,,,,,,,,,1,,58,75
177172,note_on,,0,0,2,,,,,,,,,,1,,56,75
177172,note_on,,64,0,2,,,,,,,,,,1,,65,75
177172,note_on,,0,0,2,,,,,,,,,,1,,51,75
177204,note_on,,44,0,1,,,,,,,,,,0,,63,0
177204,note_on,,0,0,1,,,,,,,,,,0,,75,0
177204,note_on,,32,0,2,,,,,,,,,,1,,51,0
177204,note_on,,0,0,2,,,,,,,,,,1,,65,0
177204,note_on,,0,0,2,,,,,,,,,,1,,58,0
177204,note_on,,0,0,2,,,,,,,,,,1,,56,0
177216,note_on,,12,0,1,,,,,,,,,,0,,74,51
177216,note_on,,0,0,1,,,,,,,,,,0,,62,51
177268,note_on,,0,0,1,,,,,,,,,,0,,75,60
177268,note_on,,0,0,2,,,,,,,,,,1,,51,75
177268,note_on,,64,0,2,,,,,,,,,,1,,65,75
177268,note_on,,0,0,2,,,,,,,,,,1,,58,75
177268,note_on,,0,0,2,,,,,,,,,,1,,56,75
177268,note_on,,52,0,1,,,,,,,,,,0,,62,0
177268,note_on,,0,0,1,,,,,,,,,,0,,63,60
177268,note_on,,0,0,1,,,,,,,,,,0,,74,0
177300,note_on,,0,0,2,,,,,,,,,,1,,65,0
177300,note_on,,0,0,2,,,,,,,,,,1,,56,0
177300,note_on,,0,0,2,,,,,,,,,,1,,58,0
177300,note_on,,32,0,2,,,,,,,,,,1,,51,0
177312,note_on,,44,0,1,,,,,,,,,,0,,63,0
177312,note_on,,0,0,1,,,,,,,,,,0,,75,0
177328,note_on,,16,0,1,,,,,,,,,,0,,74,48
177328,note_on,,0,0,1,,,,,,,,,,0,,62,48
177364,note_on,,0,0,2,,,,,,,,,,1,,51,75
177364,note_on,,0,0,2,,,,,,,,,,1,,56,75
177364,note_on,,0,0,2,,,,,,,,,,1,,58,75
177364,note_on,,64,0,2,,,,,,,,,,1,,65,75
177372,note_on,,0,0,1,,,,,,,,,,0,,63,52
177372,note_on,,44,0,1,,,,,,,,,,0,,75,52
177376,note_on,,4,0,1,,,,,,,,,,0,,62,0
177376,note_on,,0,0,1,,,,,,,,,,0,,74,0
177396,note_on,,0,0,2,,,,,,,,,,1,,56,0
177396,note_on,,0,0,2,,,,,,,,,,1,,65,0
177396,note_on,,32,0,2,,,,,,,,,,1,,51,0
177396,note_on,,0,0,2,,,,,,,,,,1,,58,0
177428,note_on,,52,0,1,,,,,,,,,,0,,75,0
177428,note_on,,0,0,1,,,,,,,,,,0,,63,0
177444,note_on,,16,0,1,,,,,,,,,,0,,74,49
177444,note_on,,0,0,1,,,,,,,,,,0,,62,49
177460,note_on,,0,0,2,,,,,,,,,,1,,51,75
177460,note_on,,0,0,2,,,,,,,,,,1,,56,75
177460,note_on,,64,0,2,,,,,,,,,,1,,58,75
177488,note_on,,0,0,1,,,,,,,,,,0,,63,52
177488,note_on,,44,0,1,,,,,,,,,,0,,75,52
177492,note_on,,32,0,2,,,,,,,,,,1,,51,0
177492,note_on,,0,0,2,,,,,,,,,,1,,58,0
177492,note_on,,0,0,1,,,,,,,,,,0,,74,0
177492,note_on,,4,0,1,,,,,,,,,,0,,62,0
177492,note_on,,0,0,2,,,,,,,,,,1,,56,0
177544,note_on,,0,0,1,,,,,,,,,,0,,63,0
177544,note_on,,52,0,1,,,,,,,,,,0,,75,0
177552,note_on,,0,0,1,,,,,,,,,,0,,62,48
177552,note_on,,8,0,1,,,,,,,,,,0,,74,48
177556,note_on,,64,0,2,,,,,,,,,,1,,65,75
177556,note_on,,0,0,2,,,,,,,,,,1,,58,75
177556,note_on,,0,0,2,,,,,,,,,,1,,56,75
177556,note_on,,0,0,2,,,,,,,,,,1,,51,75
177588,note_on,,0,0,2,,,,,,,,,,1,,56,0
177588,note_on,,0,0,1,,,,,,,,,,0,,63,44
177588,note_on,,36,0,1,,,,,,,,,,0,,75,44
177588,note_on,,32,0,2,,,,,,,,,,1,,51,0
177588,note_on,,0,0,2,,,,,,,,,,1,,65,0
177588,note_on,,0,0,2,,,,,,,,,,1,,58,0
177596,note_on,,8,0,1,,,,,,,,,,0,,62,0
177596,note_on,,0,0,1,,,,,,,,,,0,,74,0
177644,note_on,,48,0,1,,,,,,,,,,0,,75,0
177644,note_on,,0,0,1,,,,,,,,,,0,,63,0
177652,note_on,,0,0,2,,,,,,,,,,1,,51,75
177652,note_on,,0,0,2,,,,,,,,,,1,,58,75
177652,note_on,,0,0,2,,,,,,,,,,1,,56,75
177652,note_on,,0,0,1,,,,,,,,,,0,,62,48
177652,note_on,,8,0,1,,,,,,,,,,0,,74,48
177652,note_on,,64,0,2,,,,,,,,,,1,,65,75
177684,note_on,,0,0,2,,,,,,,,,,1,,65,0
177684,note_on,,0,0,2,,,,,,,,,,1,,58,0
177684,note_on,,0,0,2,,,,,,,,,,1,,56,0
177684,note_on,,32,0,2,,,,,,,,,,1,,51,0
177696,note_on,,44,0,1,,,,,,,,,,0,,75,46
177696,note_on,,0,0,1,,,,,,,,,,0,,63,46
177700,note_on,,0,0,1,,,,,,,,,,0,,74,0
177700,note_on,,4,0,1,,,,,,,,,,0,,62,0
177744,note_on,,0,0,1,,,,,,,,,,0,,63,0
177744,note_on,,44,0,1,,,,,,,,,,0,,75,0
177748,note_on,,64,0,2,,,,,,,,,,1,,65,75
177748,note_on,,0,0,2,,,,,,,,,,1,,58,75
177748,note_on,,0,0,2,,,,,,,,,,1,,56,75
177748,note_on,,0,0,2,,,,,,,,,,1,,51,75
177760,note_on,,16,0,1,,,,,,,,,,0,,74,51
177760,note_on,,0,0,1,,,,,,,,,,0,,62,51
177780,note_on,,0,0,2,,,,,,,,,,1,,65,0
177780,note_on,,0,0,2,,,,,,,,,,1,,56,0
177780,note_on,,0,0,2,,,,,,,,,,1,,58,0
177780,note_on,,32,0,2,,,,,,,,,,1,,51,0
177808,note_on,,0,0,1,,,,,,,,,,0,,75,59
177808,note_on,,0,0,1,,,,,,,,,,0,,74,0
177808,note_on,,48,0,1,,,,,,,,,,0,,62,0
177808,note_on,,0,0,1,,,,,,,,,,0,,63,59
177844,note_on,,0,0,2,,,,,,,,,,1,,51,75
177844,note_on,,0,0,2,,,,,,,,,,1,,56,75
177844,note_on,,0,0,2,,,,,,,,,,1,,58,75
177844,note_on,,64,0,2,,,,,,,,,,1,,65,75
177860,note_on,,52,0,1,,,,,,,,,,0,,63,0
177860,note_on,,0,0,1,,,,,,,,,,0,,75,0
177872,note_on,,12,0,1,,,,,,,,,,0,,74,46
177872,note_on,,0,0,1,,,,,,,,,,0,,62,46
177876,note_on,,0,0,2,,,,,,,,,,1,,58,0
177876,note_on,,0,0,2,,,,,,,,,,1,,65,0
177876,note_on,,32,0,2,,,,,,,,,,1,,51,0
177876,note_on,,0,0,2,,,,,,,,,,1,,56,0
177916,note_on,,0,0,1,,,,,,,,,,0,,63,46
177916,note_on,,44,0,1,,,,,,,,,,0,,75,46
177920,note_on,,4,0,1,,,,,,,,,,0,,62,0
177920,note_on,,0,0,1,,,,,,,,,,0,,74,0
177940,note_on,,0,0,2,,,,,,,,,,1,,58,75
177940,note_on,,0,0,2,,,,,,,,,,1,,56,75
177940,note_on,,0,0,2,,,,,,,,,,1,,51,75
177940,note_on,,64,0,2,,,,,,,,,,1,,65,75
177960,note_on,,0,0,1,,,,,,,,,,0,,63,0
177960,note_on,,40,0,1,,,,,,,,,,0,,75,0
177972,note_on,,32,0,2,,,,,,,,,,1,,51,0
177972,note_on,,0,0,2,,,,,,,,,,1,,65,0
177972,note_on,,0,0,2,,,,,,,,,,1,,58,0
177972,note_on,,0,0,2,,,,,,,,,,1,,56,0
177972,note_on,,12,0,1,,,,,,,,,,0,,74,58
177972,note_on,,0,0,1,,,,,,,,,,0,,62,58
178020,note_on,,0,0,1,,,,,,,,,,0,,63,56
178020,note_on,,0,0,1,,,,,,,,,,0,,75,56
178020,note_on,,0,0,1,,,,,,,,,,0,,74,0
178020,note_on,,48,0,1,,,,,,,,,,0,,62,0
178036,note_on,,0,0,2,,,,,,,,,,1,,51,75
178036,note_on,,0,0,2,,,,,,,,,,1,,58,75
178036,note_on,,64,0,2,,,,,,,,,,1,,65,75
178036,note_on,,0,0,2,,,,,,,,,,1,,56,75
178068,note_on,,0,0,2,,,,,,,,,,1,,65,0
178068,note_on,,0,0,2,,,,,,,,,,1,,56,0
178068,note_on,,0,0,2,,,,,,,,,,1,,58,0
178068,note_on,,32,0,2,,,,,,,,,,1,,51,0
178068,note_on,,48,0,1,,,,,,,,,,0,,63,0
178068,note_on,,0,0,1,,,,,,,,,,0,,75,0
178072,note_on,,0,0,1,,,,,,,,,,0,,62,58
178072,note_on,,4,0,1,,,,,,,,,,0,,74,58
178120,note_on,,0,0,1,,,,,,,,,,0,,63,56
178120,note_on,,0,0,1,,,,,,,,,,0,,75,56
178120,note_on,,0,0,1,,,,,,,,,,0,,74,0
178120,note_on,,48,0,1,,,,,,,,,,0,,62,0
178132,note_on,,0,0,2,,,,,,,,,,1,,51,75
178132,note_on,,0,0,2,,,,,,,,,,1,,56,75
178132,note_on,,0,0,2,,,,,,,,,,1,,58,75
178132,note_on,,64,0,2,,,,,,,,,,1,,65,75
178164,note_on,,32,0,2,,,,,,,,,,1,,51,0
178164,note_on,,44,0,1,,,,,,,,,,0,,63,0
178164,note_on,,0,0,2,,,,,,,,,,1,,65,0
178164,note_on,,0,0,2,,,,,,,,,,1,,58,0
178164,note_on,,0,0,2,,,,,,,,,,1,,56,0
178164,note_on,,0,0,1,,,,,,,,,,0,,75,0
178168,note_on,,0,0,1,,,,,,,,,,0,,62,61
178168,note_on,,4,0,1,,,,,,,,,,0,,74,61
178220,note_on,,52,0,1,,,,,,,,,,0,,62,0
178220,note_on,,0,0,1,,,,,,,,,,0,,75,56
178220,note_on,,0,0,1,,,,,,,,,,0,,74,0
178220,note_on,,0,0,1,,,,,,,,,,0,,63,56
178228,note_on,,64,0,2,,,,,,,,,,1,,65,75
178228,note_on,,0,0,2,,,,,,,,,,1,,58,75
178228,note_on,,0,0,2,,,,,,,,,,1,,56,75
178228,note_on,,0,0,2,,,,,,,,,,1,,51,75
178260,note_on,,32,0,2,,,,,,,,,,1,,51,0
178260,note_on,,0,0,2,,,,,,,,,,1,,65,0
178260,note_on,,0,0,2,,,,,,,,,,1,,58,0
178260,note_on,,0,0,2,,,,,,,,,,1,,56,0
178264,note_on,,0,0,1,,,,,,,,,,0,,75,0
178264,note_on,,44,0,1,,,,,,,,,,0,,63,0
178276,note_on,,0,0,1,,,,,,,,,,0,,62,57
178276,note_on,,12,0,1,,,,,,,,,,0,,74,57
178300,note_on,,0,0,1,,,,,,,,,,0,,74,0
178300,note_on,,24,0,1,,,,,,,,,,0,,62,0
178312,note_on,,0,0,1,,,,,,,,,,0,,63,57
178312,note_on,,12,0,1,,,,,,,,,,0,,75,57
178324,note_on,,64,0,2,,,,,,,,,,1,,65,75
178324,note_on,,0,0,2,,,,,,,,,,1,,56,75
178324,note_on,,0,0,2,,,,,,,,,,1,,51,75
178324,note_on,,0,0,2,,,,,,,,,,1,,58,75
178356,note_on,,32,0,2,,,,,,,,,,1,,51,0
178356,note_on,,0,0,2,,,,,,,,,,1,,65,0
178356,note_on,,0,0,2,,,,,,,,,,1,,58,0
178356,note_on,,0,0,2,,,,,,,,,,1,,56,0
178364,note_on,,52,0,1,,,,,,,,,,0,,63,0
178364,note_on,,0,0,1,,,,,,,,,,0,,75,0
178364,note_on,,0,0,1,,,,,,,,,,0,,74,54
178364,note_on,,0,0,1,,,,,,,,,,0,,62,54
178420,note_on,,0,0,2,,,,,,,,,,1,,51,75
178420,note_on,,56,0,1,,,,,,,,,,0,,62,0
178420,note_on,,0,0,1,,,,,,,,,,0,,74,0
178420,note_on,,0,0,2,,,,,,,,,,1,,56,75
178420,note_on,,0,0,2,,,,,,,,,,1,,58,75
178420,note_on,,64,0,2,,,,,,,,,,1,,65,75
178428,note_on,,8,0,1,,,,,,,,,,0,,73,77
178428,note_on,,0,0,1,,,,,,,,,,0,,61,77
178452,note_on,,32,0,2,,,,,,,,,,1,,51,0
178452,note_on,,0,0,2,,,,,,,,,,1,,58,0
178452,note_on,,0,0,2,,,,,,,,,,1,,65,0
178452,note_on,,0,0,2,,,,,,,,,,1,,56,0
178464,note_on,,0,0,6,,,,,,,,,,5,,80,0
178464,note_on,,1672,0,6,,,,,,,,,,5,,77,0
178464,note_on,,1672,0,8,,,,,,,,,,7,,68,0
178464,note_on,,0,0,8,,,,,,,,,,7,,65,0
178480,control_change,,0,0,1,,,,,,,,64,72,0,,,
178480,control_change,,52,0,1,,,,,,,,64,72,0,,,
178488,note_on,,1720,0,5,,,,,,,,,,4,,51,70
178492,control_change,,12,0,1,,,,,,,,64,24,0,,,
178492,control_change,,0,0,1,,,,,,,,64,24,0,,,
178500,control_change,,8,0,1,,,,,,,,64,0,0,,,
178500,control_change,,0,0,1,,,,,,,,64,0,0,,,
178500,note_on,,36,0,8,,,,,,,,,,7,,70,75
178500,note_on,,0,0,8,,,,,,,,,,7,,67,75
178500,note_on,,0,0,6,,,,,,,,,,5,,82,75
178500,note_on,,0,0,2,,,,,,,,,,1,,51,80
178500,note_on,,0,0,2,,,,,,,,,,1,,67,80
178500,note_on,,0,0,2,,,,,,,,,,1,,58,80
178500,note_on,,48,0,2,,,,,,,,,,1,,61,80
178500,note_on,,36,0,6,,,,,,,,,,5,,79,75
178528,note_on,,0,0,1,,,,,,,,,,0,,63,61
178528,note_on,,28,0,1,,,,,,,,,,0,,75,61
178532,note_on,,4,0,1,,,,,,,,,,0,,61,0
178532,note_on,,0,0,1,,,,,,,,,,0,,73,0
178532,note_on,,32,0,2,,,,,,,,,,1,,51,0
178532,note_on,,0,0,2,,,,,,,,,,1,,61,0
178532,note_on,,0,0,2,,,,,,,,,,1,,58,0
178532,note_on,,0,0,2,,,,,,,,,,1,,67,0
178552,control_change,,20,0,1,,,,,,,,64,56,0,,,
178552,control_change,,0,0,1,,,,,,,,64,56,0,,,
178564,control_change,,12,0,1,,,,,,,,64,127,0,,,
178564,control_change,,0,0,1,,,,,,,,64,127,0,,,
178584,note_on,,20,0,1,,,,,,,,,,0,,75,0
178584,note_on,,0,0,1,,,,,,,,,,0,,63,0
178596,note_on,,0,0,2,,,,,,,,,,1,,51,80
178596,note_on,,0,0,2,,,,,,,,,,1,,58,80
178596,note_on,,0,0,2,,,,,,,,,,1,,67,80
178596,note_on,,0,0,1,,,,,,,,,,0,,61,58
178596,note_on,,12,0,1,,,,,,,,,,0,,73,58
178596,note_on,,64,0,2,,,,,,,,,,1,,61,80
178628,note_on,,32,0,2,,,,,,,,,,1,,51,0
178628,note_on,,0,0,2,,,,,,,,,,1,,61,0
178628,note_on,,0,0,2,,,,,,,,,,1,,58,0
178628,note_on,,0,0,2,,,,,,,,,,1,,67,0
178648,note_on,,52,0,1,,,,,,,,,,0,,61,0
178648,note_on,,0,0,1,,,,,,,,,,0,,73,0
178656,note_on,,8,0,1,,,,,,,,,,0,,75,52
178656,note_on,,0,0,1,,,,,,,,,,0,,63,52
178692,note_on,,64,0,2,,,,,,,,,,1,,61,80
178692,note_on,,0,0,2,,,,,,,,,,1,,58,80
178692,note_on,,0,0,2,,,,,,,,,,1,,67,80
