tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,data,note,velocity
139480,note_off,,,,,15,0,1,,,,0,,40,0
139490,note_off,,,,,10,0,1,,,,0,,63,0
139494,control_change,,,,,4,0,1,,64,127,0,,,
139584,control_change,,,,,90,0,1,,10,64,0,,,
139643,note_off,,,,,59,0,1,,,,0,,64,0
139659,note_off,,,,,16,0,1,,,,0,,71,0
139661,note_off,,,,,2,0,1,,,,0,,71,0
139671,note_off,,,,,10,0,1,,,,0,,67,0
139673,note_off,,,,,2,0,1,,,,0,,64,0
139687,note_off,,,,,14,0,1,,,,0,,64,0
139687,note_off,,,,,0,0,1,,,,0,,67,0
139723,note_off,,,,,36,0,1,,,,0,,71,0
139736,note_off,,,,,13,0,1,,,,0,,67,0
139763,control_change,,,,,27,0,1,,64,0,0,,,
139775,note_on,,,,,12,0,1,,,,0,,52,76
139783,note_off,,,,,8,0,1,,,,0,,55,0
139811,note_on,,,,,28,0,1,,,,0,,66,47
139817,note_on,,,,,6,0,1,,,,0,,71,68
139818,note_on,,,,,1,0,1,,,,0,,76,66
139825,note_on,,,,,7,0,1,,,,0,,55,66
139841,note_off,,,,,16,0,1,,,,0,,52,0
139875,note_on,,,,,34,0,1,,,,0,,67,62
139891,note_off,,,,,16,0,1,,,,0,,66,0
140099,note_off,,,,,208,0,1,,,,0,,67,0
140120,note_off,,,,,21,0,1,,,,0,,76,0
140129,note_off,,,,,9,0,1,,,,0,,71,0
140145,note_on,,,,,16,0,1,,,,0,,47,78
140157,note_off,,,,,12,0,1,,,,0,,55,0
140192,note_on,,,,,35,0,1,,,,0,,70,60
140200,note_on,,,,,8,0,1,,,,0,,79,78
140200,note_on,,,,,0,0,1,,,,0,,76,74
140217,note_on,,,,,17,0,1,,,,0,,40,70
140224,note_off,,,,,7,0,1,,,,0,,47,0
140226,note_on,,,,,2,0,1,,,,0,,71,70
140249,note_off,,,,,23,0,1,,,,0,,70,0
140255,control_change,,,,,6,0,1,,64,127,0,,,
140468,note_off,,,,,213,0,1,,,,0,,79,0
140476,note_off,,,,,8,0,1,,,,0,,76,0
140484,note_off,,,,,8,0,1,,,,0,,71,0
140534,note_on,,,,,50,0,1,,,,0,,45,86
140547,note_off,,,,,13,0,1,,,,0,,40,0
140560,note_on,,,,,13,0,1,,,,0,,71,72
140567,control_change,,,,,7,0,1,,64,0,0,,,
140567,note_on,,,,,0,0,1,,,,0,,72,80
140567,note_on,,,,,0,0,1,,,,0,,79,84
140595,note_on,,,,,28,0,1,,,,0,,60,74
140618,note_on,,,,,23,0,1,,,,0,,69,60
140626,note_off,,,,,8,0,1,,,,0,,45,0
140630,control_change,,,,,4,0,1,,64,127,0,,,
140635,note_off,,,,,5,0,1,,,,0,,71,0
140875,note_off,,,,,240,0,1,,,,0,,69,0
140882,note_on,,,,,7,0,1,,,,0,,54,74
140885,note_off,,,,,3,0,1,,,,0,,72,0
140886,note_off,,,,,1,0,1,,,,0,,79,0
140901,note_off,,,,,15,0,1,,,,0,,60,0
140937,control_change,,,,,36,0,1,,64,0,0,,,
140946,note_on,,,,,9,0,1,,,,0,,60,70
140950,note_on,,,,,4,0,1,,,,0,,68,66
140953,note_on,,,,,3,0,1,,,,0,,78,72
140956,note_on,,,,,3,0,1,,,,0,,72,68
140959,note_off,,,,,3,0,1,,,,0,,54,0
140996,note_on,,,,,37,0,1,,,,0,,69,47
141012,note_off,,,,,16,0,1,,,,0,,68,0
141229,note_off,,,,,217,0,1,,,,0,,69,0
141237,note_off,,,,,8,0,1,,,,0,,78,0
141238,note_off,,,,,1,0,1,,,,0,,72,0
141267,note_on,,,,,29,0,1,,,,0,,54,80
141286,note_off,,,,,19,0,1,,,,0,,60,0
141328,note_on,,,,,42,0,1,,,,0,,72,68
141330,note_on,,,,,0,0,1,,,,0,,78,78
141330,note_on,,,,,2,0,1,,,,0,,45,68
141331,note_on,,,,,1,0,1,,,,0,,81,76
141340,note_off,,,,,9,0,1,,,,0,,54,0
141390,note_on,,,,,50,0,1,,,,0,,71,49
141406,note_off,,,,,16,0,1,,,,0,,72,0
141616,note_off,,,,,210,0,1,,,,0,,71,0
141638,note_off,,,,,22,0,1,,,,0,,45,0
141647,note_off,,,,,9,0,1,,,,0,,78,0
141652,note_off,,,,,5,0,1,,,,0,,81,0
141671,note_on,,,,,19,0,1,,,,0,,47,86
141716,note_on,,,,,45,0,1,,,,0,,75,68
141717,note_on,,,,,1,0,1,,,,0,,71,66
141718,note_on,,,,,1,0,1,,,,0,,79,80
141728,note_on,,,,,10,0,1,,,,0,,63,60
141769,note_on,,,,,0,0,1,,,,0,,69,60
141769,note_off,,,,,41,0,1,,,,0,,47,0
141787,note_off,,,,,18,0,1,,,,0,,71,0
141839,control_change,,,,,52,0,1,,64,127,0,,,
142040,note_off,,,,,201,0,1,,,,0,,69,0
142053,note_off,,,,,13,0,1,,,,0,,75,0
142055,note_on,,,,,2,0,1,,,,0,,54,68
142063,note_off,,,,,8,0,1,,,,0,,63,0
142072,note_off,,,,,9,0,1,,,,0,,79,0
142108,note_on,,,,,36,0,1,,,,0,,63,78
142120,note_on,,,,,12,0,1,,,,0,,78,76
142120,note_on,,,,,0,0,1,,,,0,,68,72
142121,control_change,,,,,1,0,1,,64,0,0,,,
142123,note_on,,,,,2,0,1,,,,0,,75,74
142127,note_off,,,,,4,0,1,,,,0,,54,0
142165,note_on,,,,,38,0,1,,,,0,,69,45
142182,note_off,,,,,17,0,1,,,,0,,68,0
142422,note_off,,,,,240,0,1,,,,0,,69,0
142440,note_off,,,,,18,0,1,,,,0,,75,0
142444,note_off,,,,,4,0,1,,,,0,,78,0
142454,note_on,,,,,10,0,1,,,,0,,57,82
142482,note_off,,,,,28,0,1,,,,0,,63,0
142511,note_off,,,,,29,0,1,,,,0,,57,0
142513,note_on,,,,,2,0,1,,,,0,,47,72
142514,note_on,,,,,1,0,1,,,,0,,75,60
142515,note_on,,,,,1,0,1,,,,0,,71,62
142517,note_on,,,,,2,0,1,,,,0,,79,76
142535,control_change,,,,,18,0,1,,64,127,0,,,
142573,note_on,,,,,38,0,1,,,,0,,69,58
142590,note_off,,,,,17,0,1,,,,0,,71,0
142771,note_off,,,,,181,0,1,,,,0,,69,0
142777,note_off,,,,,6,0,1,,,,0,,79,0
142811,note_off,,,,,34,0,1,,,,0,,75,0
142838,note_off,,,,,27,0,1,,,,0,,47,0
142858,note_on,,,,,20,0,1,,,,0,,52,80
142880,note_on,,,,,22,0,1,,,,0,,69,70
142881,note_on,,,,,1,0,1,,,,0,,78,52
142883,note_on,,,,,2,0,1,,,,0,,71,53
142887,control_change,,,,,4,0,1,,64,0,0,,,
142925,note_on,,,,,38,0,1,,,,0,,64,82
142934,note_on,,,,,9,0,1,,,,0,,67,54
142948,control_change,,,,,14,0,1,,64,127,0,,,
142953,note_off,,,,,5,0,1,,,,0,,69,0
142958,note_off,,,,,5,0,1,,,,0,,52,0
143157,note_off,,,,,199,0,1,,,,0,,71,0
143167,note_off,,,,,10,0,1,,,,0,,78,0
143169,note_off,,,,,2,0,1,,,,0,,67,0
143218,note_on,,,,,49,0,1,,,,0,,59,82
143229,note_off,,,,,11,0,1,,,,0,,64,0
143252,control_change,,,,,23,0,1,,64,0,0,,,
143258,note_on,,,,,6,0,1,,,,0,,66,66
143259,note_on,,,,,1,0,1,,,,0,,76,66
143262,note_on,,,,,3,0,1,,,,0,,71,56
143283,note_on,,,,,21,0,1,,,,0,,64,80
143298,control_change,,,,,15,0,1,,64,127,0,,,
143300,note_off,,,,,2,0,1,,,,0,,59,0
143315,note_on,,,,,15,0,1,,,,0,,67,50
143331,note_off,,,,,16,0,1,,,,0,,66,0
143512,note_off,,,,,181,0,1,,,,0,,71,0
143513,note_off,,,,,1,0,1,,,,0,,67,0
143516,note_off,,,,,3,0,1,,,,0,,76,0
143558,control_change,,,,,42,0,1,,64,0,0,,,
143597,note_on,,,,,39,0,1,,,,0,,44,88
143614,note_off,,,,,17,0,1,,,,0,,64,0
143642,note_on,,,,,0,0,1,,,,0,,71,76
143642,note_on,,,,,28,0,1,,,,0,,74,78
143643,note_on,,,,,1,0,1,,,,0,,64,70
143689,control_change,,,,,46,0,1,,64,127,0,,,
143794,note_on,,,,,105,0,1,,,,0,,59,84
143809,note_off,,,,,15,0,1,,,,0,,44,0
143840,note_on,,,,,31,0,1,,,,0,,65,64
143862,note_off,,,,,22,0,1,,,,0,,64,0
143911,note_off,,,,,49,0,1,,,,0,,74,0
143946,note_off,,,,,35,0,1,,,,0,,59,0
143956,note_off,,,,,10,0,1,,,,0,,65,0
143983,note_off,,,,,27,0,1,,,,0,,71,0
143988,note_on,,,,,5,0,1,,,,0,,50,84
143997,control_change,,,,,9,0,1,,64,0,0,,,
144023,note_on,,,,,26,0,1,,,,0,,70,43
144030,note_on,,,,,7,0,1,,,,0,,74,78
144031,note_on,,,,,1,0,1,,,,0,,77,82
144059,control_change,,,,,28,0,1,,64,127,0,,,
144190,note_on,,,,,131,0,1,,,,0,,65,78
144198,note_off,,,,,8,0,1,,,,0,,50,0
144241,note_off,,,,,43,0,1,,,,0,,77,0
144246,note_on,,,,,5,0,1,,,,0,,71,74
144271,note_off,,,,,25,0,1,,,,0,,70,0
144319,note_off,,,,,48,0,1,,,,0,,65,0
144381,note_off,,,,,62,0,1,,,,0,,71,0
144385,note_on,,,,,4,0,1,,,,0,,53,78
144389,control_change,,,,,4,0,1,,64,0,0,,,
144397,note_off,,,,,8,0,1,,,,0,,74,0
144440,note_on,,,,,0,0,1,,,,0,,83,78
144440,note_on,,,,,43,0,1,,,,0,,77,74
144440,note_on,,,,,0,0,1,,,,0,,73,78
144447,control_change,,,,,7,0,1,,64,127,0,,,
144600,note_on,,,,,153,0,1,,,,0,,68,88
144622,note_off,,,,,22,0,1,,,,0,,53,0
144629,note_on,,,,,7,0,1,,,,0,,74,68
144650,note_off,,,,,21,0,1,,,,0,,73,0
144668,note_off,,,,,18,0,1,,,,0,,83,0
144763,note_off,,,,,95,0,1,,,,0,,68,0
144769,note_off,,,,,6,0,1,,,,0,,77,0
144784,note_on,,,,,15,0,1,,,,0,,56,74
144790,control_change,,,,,6,0,1,,64,0,0,,,
144834,note_on,,,,,44,0,1,,,,0,,83,86
144839,note_on,,,,,0,0,1,,,,0,,76,66
144839,note_on,,,,,5,0,1,,,,0,,86,78
144845,note_off,,,,,6,0,1,,,,0,,74,0
144870,control_change,,,,,25,0,1,,64,127,0,,,
145000,note_on,,,,,130,0,1,,,,0,,71,80
145018,note_off,,,,,18,0,1,,,,0,,56,0
145046,note_on,,,,,28,0,1,,,,0,,77,78
145069,note_off,,,,,23,0,1,,,,0,,76,0
145133,note_off,,,,,64,0,1,,,,0,,71,0
145155,note_on,,,,,22,0,1,,,,0,,56,44
145162,note_on,,,,,7,0,1,,,,0,,62,50
145177,note_off,,,,,15,0,1,,,,0,,86,0
145180,note_off,,,,,3,0,1,,,,0,,83,0
145184,note_on,,,,,4,0,1,,,,0,,65,66
145187,note_off,,,,,3,0,1,,,,0,,77,0
145210,note_on,,,,,23,0,1,,,,0,,71,94
145215,control_change,,,,,5,0,1,,64,0,0,,,
145242,note_on,,,,,27,0,1,,,,0,,86,90
145244,note_on,,,,,2,0,1,,,,0,,76,84
145244,note_on,,,,,0,0,1,,,,0,,83,92
145285,control_change,,,,,41,0,1,,64,127,0,,,
145415,note_on,,,,,130,0,1,,,,0,,77,60
145430,note_off,,,,,15,0,1,,,,0,,76,0
145525,note_off,,,,,95,0,1,,,,0,,62,0
145534,note_off,,,,,9,0,1,,,,0,,86,0
145542,note_off,,,,,8,0,1,,,,0,,71,0
145559,note_off,,,,,0,0,1,,,,0,,83,0
145559,note_off,,,,,17,0,1,,,,0,,77,0
145561,note_on,,,,,0,0,1,,,,0,,57,76
145561,note_on,,,,,2,0,1,,,,0,,64,72
145567,note_off,,,,,6,0,1,,,,0,,65,0
145567,note_on,,,,,0,0,1,,,,0,,69,84
145583,note_off,,,,,16,0,1,,,,0,,56,0
145588,note_on,,,,,5,0,1,,,,0,,84,84
145589,note_on,,,,,1,0,1,,,,0,,75,72
145589,note_on,,,,,0,0,1,,,,0,,81,82
145639,control_change,,,,,50,0,1,,64,0,0,,,
145766,note_on,,,,,127,0,1,,,,0,,76,54
145781,note_off,,,,,15,0,1,,,,0,,75,0
145868,note_off,,,,,87,0,1,,,,0,,64,0
145885,note_off,,,,,17,0,1,,,,0,,69,0
145897,note_on,,,,,12,0,1,,,,0,,59,78
145898,note_on,,,,,1,0,1,,,,0,,64,72
145898,note_on,,,,,0,0,1,,,,0,,67,86
145907,note_off,,,,,9,0,1,,,,0,,57,0
145915,note_off,,,,,8,0,1,,,,0,,76,0
145924,note_off,,,,,9,0,1,,,,0,,81,0
145926,note_off,,,,,2,0,1,,,,0,,84,0
145956,note_on,,,,,30,0,1,,,,0,,79,80
145957,note_on,,,,,1,0,1,,,,0,,83,84
145961,note_on,,,,,4,0,1,,,,0,,75,72
146142,note_on,,,,,181,0,1,,,,0,,76,44
146152,note_off,,,,,10,0,1,,,,0,,75,0
146236,note_off,,,,,84,0,1,,,,0,,59,0
146239,note_off,,,,,3,0,1,,,,0,,67,0
146240,note_off,,,,,1,0,1,,,,0,,64,0
146260,note_on,,,,,20,0,1,,,,0,,67,82
146261,note_on,,,,,1,0,1,,,,0,,64,78
146266,note_on,,,,,5,0,1,,,,0,,59,78
146298,note_off,,,,,32,0,1,,,,0,,76,0
146300,note_off,,,,,2,0,1,,,,0,,79,0
146304,note_off,,,,,4,0,1,,,,0,,83,0
146334,note_on,,,,,30,0,1,,,,0,,79,60
146337,note_on,,,,,3,0,1,,,,0,,75,47
146337,note_on,,,,,0,0,1,,,,0,,83,74
146530,note_on,,,,,193,0,1,,,,0,,76,46
146538,note_off,,,,,8,0,1,,,,0,,75,0
146633,note_off,,,,,95,0,1,,,,0,,64,0
146663,note_on,,,,,30,0,1,,,,0,,66,49
146664,note_on,,,,,1,0,1,,,,0,,64,64
146665,note_on,,,,,1,0,1,,,,0,,60,54
146680,note_off,,,,,15,0,1,,,,0,,59,0
146682,note_off,,,,,2,0,1,,,,0,,67,0
146684,note_off,,,,,2,0,1,,,,0,,79,0
146685,note_off,,,,,1,0,1,,,,0,,76,0
146688,note_off,,,,,3,0,1,,,,0,,83,0
146730,note_on,,,,,42,0,1,,,,0,,78,53
146731,note_on,,,,,0,0,1,,,,0,,75,56
146731,note_on,,,,,1,0,1,,,,0,,81,68
146929,note_on,,,,,198,0,1,,,,0,,76,62
146938,note_off,,,,,9,0,1,,,,0,,75,0
147010,note_off,,,,,72,0,1,,,,0,,64,0
147055,note_off,,,,,45,0,1,,,,0,,66,0
147057,note_off,,,,,2,0,1,,,,0,,76,0
147061,note_on,,,,,0,0,1,,,,0,,64,82
147061,note_on,,,,,4,0,1,,,,0,,67,84
147062,note_on,,,,,1,0,1,,,,0,,59,80
147086,note_off,,,,,24,0,1,,,,0,,60,0
147088,note_off,,,,,2,0,1,,,,0,,81,0
147089,note_off,,,,,1,0,1,,,,0,,78,0
147118,note_on,,,,,29,0,1,,,,0,,75,84
147119,note_on,,,,,1,0,1,,,,0,,83,90
147120,note_on,,,,,1,0,1,,,,0,,79,90
147304,note_on,,,,,184,0,1,,,,0,,76,66
147323,note_off,,,,,19,0,1,,,,0,,75,0
147396,note_off,,,,,73,0,1,,,,0,,64,0
147442,note_on,,,,,46,0,1,,,,0,,57,82
147443,note_on,,,,,1,0,1,,,,0,,60,76
147444,note_on,,,,,1,0,1,,,,0,,66,62
147446,note_on,,,,,2,0,1,,,,0,,64,78
147456,note_off,,,,,10,0,1,,,,0,,76,0
147468,note_off,,,,,12,0,1,,,,0,,83,0
147472,note_off,,,,,4,0,1,,,,0,,79,0
147474,note_off,,,,,2,0,1,,,,0,,59,0
147474,note_off,,,,,0,0,1,,,,0,,67,0
147511,note_on,,,,,37,0,1,,,,0,,75,70
147511,note_on,,,,,0,0,1,,,,0,,86,98
147512,note_on,,,,,1,0,1,,,,0,,81,88
147683,note_on,,,,,171,0,1,,,,0,,76,50
147695,note_off,,,,,12,0,1,,,,0,,75,0
147815,note_off,,,,,120,0,1,,,,0,,64,0
147819,note_off,,,,,4,0,1,,,,0,,60,0
147821,note_off,,,,,2,0,1,,,,0,,66,0
147822,note_off,,,,,1,0,1,,,,0,,57,0
147849,note_off,,,,,27,0,1,,,,0,,81,0
147860,note_off,,,,,11,0,1,,,,0,,76,0
147875,note_off,,,,,15,0,1,,,,0,,86,0
147906,note_on,,,,,31,0,1,,,,0,,84,78
147907,note_on,,,,,1,0,1,,,,0,,81,74
147909,note_on,,,,,2,0,1,,,,0,,75,52
148088,note_on,,,,,179,0,1,,,,0,,76,44
148104,note_off,,,,,16,0,1,,,,0,,75,0
148118,control_change,,,,,14,0,1,,10,64,0,,,
148145,note_off,,,,,27,0,1,,,,0,,84,0
148151,note_off,,,,,6,0,1,,,,0,,81,0
148204,note_off,,,,,53,0,1,,,,0,,76,0
148266,note_on,,,,,62,0,1,,,,0,,59,53
148267,note_on,,,,,1,0,1,,,,0,,71,80
148273,note_on,,,,,6,0,1,,,,0,,71,58
148276,note_on,,,,,3,0,1,,,,0,,68,54
148277,note_on,,,,,1,0,1,,,,0,,75,68
148392,control_change,,,,,115,0,1,,64,127,0,,,
148459,note_off,,,,,67,0,1,,,,0,,68,0
148480,note_on,,,,,21,0,1,,,,0,,69,39
148500,note_off,,,,,20,0,1,,,,0,,71,0
148505,note_off,,,,,5,0,1,,,,0,,75,0
148608,note_on,,,,,0,0,1,,,,0,,66,35
148608,note_on,,,,,0,0,1,,,,0,,71,68
148608,control_change,,,,,103,0,1,,10,64,0,,,
148608,note_on,,,,,0,0,1,,,,0,,76,68
148623,note_on,,,,,15,0,1,,,,0,,67,68
148628,control_change,,,,,5,0,1,,64,0,0,,,
148630,note_off,,,,,2,0,1,,,,0,,69,0
148664,note_off,,,,,34,0,1,,,,0,,66,0
148670,note_on,,,,,6,0,1,,,,0,,52,68
148685,note_off,,,,,15,0,1,,,,0,,59,0
148715,note_off,,,,,30,0,1,,,,0,,71,0
148725,note_off,,,,,10,0,1,,,,0,,52,0
148745,control_change,,,,,20,0,1,,10,64,0,,,
148811,control_change,,,,,66,0,1,,64,127,0,,,
148901,note_off,,,,,90,0,1,,,,0,,76,0
148905,note_off,,,,,4,0,1,,,,0,,71,0
148911,note_off,,,,,6,0,1,,,,0,,67,0
149000,note_on,,,,,89,0,1,,,,0,,71,72
149014,note_on,,,,,14,0,1,,,,0,,70,62
149021,note_on,,,,,7,0,1,,,,0,,76,88
149021,note_on,,,,,0,0,1,,,,0,,79,90
149084,note_on,,,,,63,0,1,,,,0,,71,44
149099,note_off,,,,,15,0,1,,,,0,,70,0
149279,note_off,,,,,180,0,1,,,,0,,71,0
149312,note_off,,,,,33,0,1,,,,0,,76,0
149322,note_off,,,,,10,0,1,,,,0,,79,0
149383,note_on,,,,,61,0,1,,,,0,,79,96
149383,note_on,,,,,0,0,1,,,,0,,76,92
149383,note_on,,,,,0,0,1,,,,0,,70,62
149390,note_on,,,,,7,0,1,,,,0,,59,54
149435,note_on,,,,,45,0,1,,,,0,,71,49
149437,control_change,,,,,2,0,1,,64,0,0,,,
149441,note_off,,,,,4,0,1,,,,0,,70,0
149498,control_change,,,,,57,0,1,,64,127,0,,,
149520,control_change,,,,,22,0,1,,64,0,0,,,
149583,note_off,,,,,63,0,1,,,,0,,71,0
149596,note_off,,,,,13,0,1,,,,0,,76,0
149601,note_off,,,,,5,0,1,,,,0,,79,0
149758,note_on,,,,,157,0,1,,,,0,,70,64
149766,note_on,,,,,8,0,1,,,,0,,47,68
149768,note_on,,,,,2,0,1,,,,0,,79,86
149769,note_on,,,,,1,0,1,,,,0,,76,84
149779,note_off,,,,,10,0,1,,,,0,,59,0
149824,note_on,,,,,45,0,1,,,,0,,71,58
149839,note_off,,,,,15,0,1,,,,0,,70,0
149844,note_off,,,,,5,0,1,,,,0,,47,0
149852,note_off,,,,,8,0,1,,,,0,,71,0
149881,control_change,,,,,29,0,1,,64,127,0,,,
150059,note_off,,,,,178,0,1,,,,0,,71,0
150084,note_off,,,,,25,0,1,,,,0,,76,0
150094,note_off,,,,,10,0,1,,,,0,,79,0
150142,note_on,,,,,48,0,1,,,,0,,71,72
150144,note_on,,,,,2,0,1,,,,0,,81,86
150145,note_on,,,,,1,0,1,,,,0,,76,92
150157,note_on,,,,,12,0,1,,,,0,,71,82
150200,note_on,,,,,43,0,1,,,,0,,72,52
150210,note_off,,,,,10,0,1,,,,0,,71,0
150450,note_off,,,,,240,0,1,,,,0,,72,0
150479,note_off,,,,,29,0,1,,,,0,,76,0
150483,note_off,,,,,4,0,1,,,,0,,81,0
150520,note_on,,,,,37,0,1,,,,0,,59,64
150527,note_on,,,,,7,0,1,,,,0,,70,76
150533,note_on,,,,,6,0,1,,,,0,,79,92
150534,note_on,,,,,1,0,1,,,,0,,76,88
150587,note_on,,,,,53,0,1,,,,0,,71,49
150596,note_off,,,,,9,0,1,,,,0,,70,0
150803,note_off,,,,,207,0,1,,,,0,,71,0
150816,note_off,,,,,13,0,1,,,,0,,76,0
150818,note_off,,,,,2,0,1,,,,0,,79,0
150864,control_change,,,,,46,0,1,,64,0,0,,,
150894,note_on,,,,,30,0,1,,,,0,,51,51
150903,note_off,,,,,9,0,1,,,,0,,59,0
150926,note_on,,,,,23,0,1,,,,0,,70,37
150931,note_on,,,,,5,0,1,,,,0,,79,86
150963,note_off,,,,,32,0,1,,,,0,,71,0
150966,note_off,,,,,3,0,1,,,,0,,51,0
150976,note_on,,,,,10,0,1,,,,0,,71,51
150991,note_off,,,,,15,0,1,,,,0,,70,0
151027,control_change,,,,,36,0,1,,64,127,0,,,
151193,note_off,,,,,166,0,1,,,,0,,71,0
151267,note_off,,,,,74,0,1,,,,0,,79,0
151304,note_on,,,,,37,0,1,,,,0,,71,72
151307,note_on,,,,,3,0,1,,,,0,,68,46
151310,note_on,,,,,3,0,1,,,,0,,78,62
151313,note_on,,,,,3,0,1,,,,0,,71,58
151370,note_on,,,,,57,0,1,,,,0,,69,45
151379,note_off,,,,,9,0,1,,,,0,,68,0
151521,note_off,,,,,142,0,1,,,,0,,78,0
151564,note_off,,,,,43,0,1,,,,0,,69,0
151590,note_off,,,,,26,0,1,,,,0,,71,0
151667,note_on,,,,,77,0,1,,,,0,,65,39
151668,note_on,,,,,1,0,1,,,,0,,71,62
151669,note_on,,,,,1,0,1,,,,0,,69,58
151679,note_on,,,,,10,0,1,,,,0,,59,76
151716,note_on,,,,,37,0,1,,,,0,,66,37
151728,note_off,,,,,12,0,1,,,,0,,65,0
151974,note_off,,,,,246,0,1,,,,0,,66,0
151992,note_off,,,,,18,0,1,,,,0,,69,0
151994,note_off,,,,,2,0,1,,,,0,,71,0
152027,note_on,,,,,33,0,1,,,,0,,47,84
152031,note_off,,,,,4,0,1,,,,0,,59,0
152040,note_on,,,,,9,0,1,,,,0,,69,68
152040,note_on,,,,,0,0,1,,,,0,,71,74
152043,note_on,,,,,3,0,1,,,,0,,65,51
152044,control_change,,,,,1,0,1,,64,0,0,,,
152093,note_off,,,,,49,0,1,,,,0,,71,0
152093,note_on,,,,,0,0,1,,,,0,,66,53
152098,note_off,,,,,5,0,1,,,,0,,47,0
152101,note_off,,,,,3,0,1,,,,0,,65,0
152223,control_change,,,,,122,0,1,,64,127,0,,,
152369,note_off,,,,,146,0,1,,,,0,,66,0
152381,note_off,,,,,12,0,1,,,,0,,71,0
152381,note_off,,,,,0,0,1,,,,0,,69,0
152416,note_on,,,,,35,0,1,,,,0,,71,88
152421,note_on,,,,,5,0,1,,,,0,,66,60
152426,note_on,,,,,5,0,1,,,,0,,71,76
152428,note_on,,,,,2,0,1,,,,0,,69,72
152491,note_on,,,,,63,0,1,,,,0,,67,49
152493,note_off,,,,,2,0,1,,,,0,,69,0
152506,note_off,,,,,13,0,1,,,,0,,66,0
152724,note_off,,,,,218,0,1,,,,0,,67,0
152757,note_off,,,,,33,0,1,,,,0,,71,0
152808,note_on,,,,,51,0,1,,,,0,,59,58
152812,note_on,,,,,4,0,1,,,,0,,71,74
152812,note_on,,,,,0,0,1,,,,0,,65,52
152860,note_on,,,,,48,0,1,,,,0,,66,52
152860,note_on,,,,,0,0,1,,,,0,,69,68
152865,note_off,,,,,5,0,1,,,,0,,65,0
152980,control_change,,,,,115,0,1,,64,0,0,,,
153123,note_off,,,,,143,0,1,,,,0,,66,0
153136,note_off,,,,,13,0,1,,,,0,,71,0
153145,note_off,,,,,9,0,1,,,,0,,69,0
153197,note_on,,,,,52,0,1,,,,0,,52,68
153198,note_off,,,,,1,0,1,,,,0,,59,0
153207,note_on,,,,,9,0,1,,,,0,,63,47
153214,note_on,,,,,7,0,1,,,,0,,71,56
153216,control_change,,,,,2,0,1,,10,64,0,,,
153216,note_on,,,,,0,0,1,,,,0,,63,35
153216,note_on,,,,,0,0,1,,,,0,,71,62
153216,note_on,,,,,0,0,1,,,,0,,67,56
153231,note_off,,,,,15,0,1,,,,0,,71,0
153266,note_off,,,,,35,0,1,,,,0,,52,0
153276,note_off,,,,,10,0,1,,,,0,,63,0
153320,control_change,,,,,44,0,1,,64,127,0,,,
153403,note_on,,,,,83,0,1,,,,0,,64,53
153426,note_off,,,,,23,0,1,,,,0,,63,0
153493,note_off,,,,,67,0,1,,,,0,,67,0
153505,note_off,,,,,12,0,1,,,,0,,71,0
153526,note_off,,,,,21,0,1,,,,0,,64,0
153527,note_off,,,,,1,0,1,,,,0,,71,0
153553,note_on,,,,,26,0,1,,,,0,,72,74
153584,note_on,,,,,31,0,1,,,,0,,71,68
153601,note_on,,,,,17,0,1,,,,0,,76,68
153604,note_on,,,,,3,0,1,,,,0,,71,70
153605,note_on,,,,,1,0,1,,,,0,,66,49
153610,note_off,,,,,5,0,1,,,,0,,72,0
153773,note_on,,,,,163,0,1,,,,0,,67,56
153787,note_off,,,,,14,0,1,,,,0,,66,0
153898,note_off,,,,,111,0,1,,,,0,,71,0
153900,note_off,,,,,2,0,1,,,,0,,67,0
153902,note_off,,,,,2,0,1,,,,0,,76,0
153941,control_change,,,,,39,0,1,,64,0,0,,,
153949,note_on,,,,,8,0,1,,,,0,,76,72
153951,note_on,,,,,2,0,1,,,,0,,79,70
153952,note_on,,,,,1,0,1,,,,0,,70,74
153957,note_on,,,,,5,0,1,,,,0,,59,62
154137,note_on,,,,,180,0,1,,,,0,,71,68
154154,note_off,,,,,17,0,1,,,,0,,70,0
154273,note_off,,,,,119,0,1,,,,0,,76,0
154276,note_off,,,,,3,0,1,,,,0,,71,0
154276,note_off,,,,,0,0,1,,,,0,,79,0
154326,note_on,,,,,50,0,1,,,,0,,79,94
154328,note_on,,,,,2,0,1,,,,0,,76,86
154333,note_on,,,,,5,0,1,,,,0,,70,70
154371,note_on,,,,,38,0,1,,,,0,,47,72
154411,note_off,,,,,40,0,1,,,,0,,59,0
154415,control_change,,,,,4,0,1,,64,127,0,,,
154417,note_off,,,,,2,0,1,,,,0,,47,0
154432,control_change,,,,,15,0,1,,64,0,0,,,
154450,control_change,,,,,18,0,1,,64,127,0,,,
154462,note_off,,,,,12,0,1,,,,0,,71,0
154505,note_on,,,,,43,0,1,,,,0,,71,50
154515,note_off,,,,,10,0,1,,,,0,,70,0
154669,note_off,,,,,154,0,1,,,,0,,71,0
154676,note_off,,,,,7,0,1,,,,0,,76,0
154688,note_off,,,,,12,0,1,,,,0,,79,0
154725,note_on,,,,,37,0,1,,,,0,,81,76
154729,note_on,,,,,4,0,1,,,,0,,76,86
154732,note_on,,,,,3,0,1,,,,0,,71,58
154736,note_on,,,,,4,0,1,,,,0,,72,84
