tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,data,note,velocity
10191,note_on,,,,,0,0,2,,,,,1,,,,61,0
10191,note_on,,,,,51,0,2,,,,,1,,,,56,0
10193,note_on,,,,,2,0,2,,,,,1,,,,65,0
10198,note_on,,,,,118,0,1,,,,,0,,,,77,0
10200,control_change,,,,,0,0,1,,,,,0,64,0,,,
10200,note_on,,,,,2,0,1,,,,,0,,,,77,78
10200,control_change,,,,,0,0,2,,,,,1,64,0,,,
10200,note_on,,,,,0,0,2,,,,,1,,,,56,59
10200,note_on,,,,,0,0,2,,,,,1,,,,61,56
10200,note_on,,,,,7,0,2,,,,,1,,,,65,58
10251,note_on,,,,,51,0,2,,,,,1,,,,61,0
10252,note_on,,,,,1,0,2,,,,,1,,,,65,0
10253,note_on,,,,,1,0,2,,,,,1,,,,56,0
10260,control_change,,,,,0,0,2,,,,,1,64,127,,,
10260,note_on,,,,,7,0,2,,,,,1,,,,51,56
10260,control_change,,,,,60,0,1,,,,,0,64,127,,,
10311,note_on,,,,,51,0,2,,,,,1,,,,51,0
10320,note_on,,,,,0,0,2,,,,,1,,,,56,62
10320,note_on,,,,,9,0,2,,,,,1,,,,66,61
10320,note_on,,,,,0,0,2,,,,,1,,,,60,57
10322,set_tempo,,,,,247,1,0,,550459,,,,,,,,
10370,note_on,,,,,50,0,2,,,,,1,,,,60,0
10372,note_on,,,,,2,0,2,,,,,1,,,,66,0
10373,note_on,,,,,1,0,2,,,,,1,,,,56,0
10377,note_on,,,,,117,0,1,,,,,0,,,,77,0
10380,note_on,,,,,0,0,2,,,,,1,,,,56,59
10380,note_on,,,,,0,0,2,,,,,1,,,,60,64
10380,note_on,,,,,7,0,2,,,,,1,,,,66,60
10380,control_change,,,,,0,0,1,,,,,0,64,0,,,
10380,note_on,,,,,3,0,1,,,,,0,,,,70,87
10380,control_change,,,,,0,0,2,,,,,1,64,0,,,
10431,note_on,,,,,0,0,2,,,,,1,,,,66,0
10431,note_on,,,,,51,0,2,,,,,1,,,,56,0
10433,note_on,,,,,2,0,2,,,,,1,,,,60,0
10439,note_on,,,,,59,0,1,,,,,0,,,,70,0
10440,note_on,,,,,1,0,1,,,,,0,,,,77,85
10440,control_change,,,,,0,0,1,,,,,0,64,127,,,
10440,control_change,,,,,0,0,2,,,,,1,64,127,,,
10440,note_on,,,,,7,0,2,,,,,1,,,,44,61
10491,note_on,,,,,51,0,2,,,,,1,,,,44,0
10500,note_on,,,,,9,0,2,,,,,1,,,,63,63
10500,note_on,,,,,0,0,2,,,,,1,,,,66,61
10500,note_on,,,,,0,0,2,,,,,1,,,,56,64
10551,note_on,,,,,51,0,2,,,,,1,,,,66,0
10552,note_on,,,,,1,0,2,,,,,1,,,,63,0
10553,note_on,,,,,1,0,2,,,,,1,,,,56,0
10555,set_tempo,,,,,233,1,0,,641711,,,,,,,,
10557,note_on,,,,,117,0,1,,,,,0,,,,77,0
10560,control_change,,,,,0,0,1,,,,,0,64,0,,,
10560,note_on,,,,,7,0,2,,,,,1,,,,63,59
10560,note_on,,,,,0,0,2,,,,,1,,,,66,62
10560,note_on,,,,,0,0,2,,,,,1,,,,56,58
10560,control_change,,,,,0,0,2,,,,,1,64,0,,,
10560,note_on,,,,,3,0,1,,,,,0,,,,72,87
10610,note_on,,,,,50,0,2,,,,,1,,,,56,0
10611,note_on,,,,,1,0,2,,,,,1,,,,63,0
10612,note_on,,,,,1,0,2,,,,,1,,,,66,0
10619,note_on,,,,,59,0,1,,,,,0,,,,72,0
10620,control_change,,,,,0,0,1,,,,,0,64,127,,,
10620,control_change,,,,,0,0,2,,,,,1,64,127,,,
10620,note_on,,,,,8,0,2,,,,,1,,,,49,61
10620,note_on,,,,,1,0,1,,,,,0,,,,75,82
10673,note_on,,,,,53,0,2,,,,,1,,,,49,0
10680,note_on,,,,,7,0,2,,,,,1,,,,65,57
10680,note_on,,,,,0,0,2,,,,,1,,,,61,61
10680,note_on,,,,,0,0,2,,,,,1,,,,56,56
10731,note_on,,,,,51,0,2,,,,,1,,,,56,0
10731,note_on,,,,,0,0,2,,,,,1,,,,65,0
10733,note_on,,,,,2,0,2,,,,,1,,,,61,0
10738,note_on,,,,,118,0,1,,,,,0,,,,75,0
10740,note_on,,,,,0,0,2,,,,,1,,,,56,56
10740,note_on,,,,,0,0,2,,,,,1,,,,61,58
10740,note_on,,,,,7,0,2,,,,,1,,,,65,55
10740,note_on,,,,,2,0,1,,,,,0,,,,73,82
10791,note_on,,,,,0,0,2,,,,,1,,,,65,0
10791,note_on,,,,,51,0,2,,,,,1,,,,56,0
10792,note_on,,,,,1,0,2,,,,,1,,,,61,0
10795,set_tempo,,,,,240,1,0,,697674,,,,,,,,
10800,note_on,,,,,8,0,2,,,,,1,,,,53,57
10800,control_change,,,,,0,0,1,,,,,0,64,0,,,
10800,note_on,,,,,60,0,1,,,,,0,,,,73,0
10800,control_change,,,,,0,0,2,,,,,1,64,0,,,
10800,note_on,,,,,0,0,1,,,,,0,,,,72,76
10820,set_tempo,,,,,25,1,0,,701754,,,,,,,,
10842,note_on,,,,,42,0,1,,,,,0,,,,72,0
10845,note_on,,,,,3,0,1,,,,,0,,,,75,74
10853,note_on,,,,,53,0,2,,,,,1,,,,53,0
10860,note_on,,,,,7,0,2,,,,,1,,,,65,52
10860,note_on,,,,,0,0,2,,,,,1,,,,56,51
10860,note_on,,,,,0,0,2,,,,,1,,,,61,55
10887,note_on,,,,,42,0,1,,,,,0,,,,75,0
10890,note_on,,,,,3,0,1,,,,,0,,,,73,76
10910,note_on,,,,,50,0,2,,,,,1,,,,56,0
10911,note_on,,,,,1,0,2,,,,,1,,,,65,0
10912,note_on,,,,,1,0,2,,,,,1,,,,61,0
10917,set_tempo,,,,,97,1,0,,674157,,,,,,,,
10920,set_tempo,,,,,3,1,0,,641711,,,,,,,,
10920,note_on,,,,,8,0,2,,,,,1,,,,65,55
10920,note_on,,,,,0,0,2,,,,,1,,,,61,52
10920,note_on,,,,,0,0,2,,,,,1,,,,56,56
10933,note_on,,,,,43,0,1,,,,,0,,,,73,0
10935,note_on,,,,,2,0,1,,,,,0,,,,70,72
10971,note_on,,,,,51,0,2,,,,,1,,,,61,0
10973,note_on,,,,,2,0,2,,,,,1,,,,56,0
10973,note_on,,,,,0,0,2,,,,,1,,,,65,0
10977,note_on,,,,,42,0,1,,,,,0,,,,70,0
10980,note_on,,,,,7,0,2,,,,,1,,,,48,49
10980,note_on,,,,,3,0,1,,,,,0,,,,68,74
10980,control_change,,,,,0,0,1,,,,,0,64,127,,,
10980,control_change,,,,,0,0,2,,,,,1,64,127,,,
11031,note_on,,,,,51,0,2,,,,,1,,,,48,0
11040,note_on,,,,,0,0,2,,,,,1,,,,54,51
11040,note_on,,,,,9,0,2,,,,,1,,,,56,48
11040,set_tempo,,,,,120,1,0,,600000,,,,,,,,
11091,note_on,,,,,51,0,2,,,,,1,,,,56,0
11092,note_on,,,,,1,0,2,,,,,1,,,,54,0
11099,note_on,,,,,119,0,1,,,,,0,,,,68,0
11100,note_on,,,,,1,0,1,,,,,0,,,,63,63
11100,control_change,,,,,0,0,1,,,,,0,64,0,,,
11100,note_on,,,,,8,0,2,,,,,1,,,,56,47
11100,note_on,,,,,0,0,2,,,,,1,,,,54,50
11100,control_change,,,,,0,0,2,,,,,1,64,0,,,
11151,note_on,,,,,51,0,2,,,,,1,,,,56,0
11153,note_on,,,,,2,0,2,,,,,1,,,,54,0
11155,set_tempo,,,,,115,1,0,,547945,,,,,,,,
11157,note_on,,,,,57,0,1,,,,,0,,,,63,0
11160,note_on,,,,,3,0,1,,,,,0,,,,68,67
11160,control_change,,,,,0,0,1,,,,,0,64,127,,,
11160,note_on,,,,,7,0,2,,,,,1,,,,44,47
11160,control_change,,,,,0,0,2,,,,,1,64,127,,,
11211,note_on,,,,,51,0,2,,,,,1,,,,44,0
11220,note_on,,,,,0,0,2,,,,,1,,,,54,52
11220,note_on,,,,,9,0,2,,,,,1,,,,60,51
11220,note_on,,,,,0,0,2,,,,,1,,,,56,47
11270,note_on,,,,,50,0,2,,,,,1,,,,56,0
11272,note_on,,,,,2,0,2,,,,,1,,,,60,0
11273,note_on,,,,,1,0,2,,,,,1,,,,54,0
11279,note_on,,,,,119,0,1,,,,,0,,,,68,0
11280,control_change,,,,,0,0,1,,,,,0,64,0,,,
11280,note_on,,,,,1,0,1,,,,,0,,,,64,67
11280,note_on,,,,,7,0,2,,,,,1,,,,60,50
11280,note_on,,,,,0,0,2,,,,,1,,,,56,54
11280,note_on,,,,,0,0,2,,,,,1,,,,54,49
11280,control_change,,,,,0,0,2,,,,,1,64,0,,,
11331,note_on,,,,,51,0,2,,,,,1,,,,54,0
11331,note_on,,,,,0,0,2,,,,,1,,,,60,0
11333,note_on,,,,,2,0,2,,,,,1,,,,56,0
11337,note_on,,,,,57,0,1,,,,,0,,,,64,0
11340,note_on,,,,,7,0,2,,,,,1,,,,49,50
11340,control_change,,,,,0,0,2,,,,,1,64,127,,,
11340,note_on,,,,,3,0,1,,,,,0,,,,68,74
11340,control_change,,,,,0,0,1,,,,,0,64,127,,,
11391,note_on,,,,,51,0,2,,,,,1,,,,49,0
11400,note_on,,,,,9,0,2,,,,,1,,,,61,54
11400,note_on,,,,,0,0,2,,,,,1,,,,56,52
11451,note_on,,,,,51,0,2,,,,,1,,,,56,0
11452,note_on,,,,,1,0,2,,,,,1,,,,61,0
11459,note_on,,,,,119,0,1,,,,,0,,,,68,0
11460,control_change,,,,,0,0,1,,,,,0,64,0,,,
11460,control_change,,,,,0,0,2,,,,,1,64,0,,,
11460,note_on,,,,,0,0,2,,,,,1,,,,56,52
11460,note_on,,,,,8,0,2,,,,,1,,,,61,56
11460,note_on,,,,,1,0,1,,,,,0,,,,65,75
11511,note_on,,,,,51,0,2,,,,,1,,,,56,0
11513,note_on,,,,,2,0,2,,,,,1,,,,61,0
11518,note_on,,,,,58,0,1,,,,,0,,,,65,0
11520,control_change,,,,,0,0,2,,,,,1,64,127,,,
11520,note_on,,,,,7,0,2,,,,,1,,,,47,57
11520,note_on,,,,,2,0,1,,,,,0,,,,77,81
11520,control_change,,,,,0,0,1,,,,,0,64,127,,,
11572,note_on,,,,,52,0,2,,,,,1,,,,47,0
11580,note_on,,,,,0,0,2,,,,,1,,,,61,59
11580,note_on,,,,,8,0,2,,,,,1,,,,65,54
11580,note_on,,,,,0,0,2,,,,,1,,,,56,56
11630,note_on,,,,,50,0,2,,,,,1,,,,65,0
11631,note_on,,,,,1,0,2,,,,,1,,,,56,0
11633,note_on,,,,,2,0,2,,,,,1,,,,61,0
11640,control_change,,,,,0,0,2,,,,,1,64,0,,,
11640,note_on,,,,,0,0,2,,,,,1,,,,56,56
11640,note_on,,,,,0,0,2,,,,,1,,,,61,56
11640,note_on,,,,,7,0,2,,,,,1,,,,65,61
11640,control_change,,,,,120,0,1,,,,,0,64,0,,,
11642,set_tempo,,,,,487,1,0,,600000,,,,,,,,
11684,note_on,,,,,44,0,1,,,,,0,,,,77,0
11691,note_on,,,,,51,0,2,,,,,1,,,,56,0
11691,note_on,,,,,0,0,2,,,,,1,,,,61,0
11693,note_on,,,,,2,0,2,,,,,1,,,,65,0
11700,note_on,,,,,7,0,2,,,,,1,,,,48,60
11700,control_change,,,,,0,0,2,,,,,1,64,127,,,
11700,note_on,,,,,16,0,1,,,,,0,,,,72,82
11700,control_change,,,,,0,0,1,,,,,0,64,127,,,
11709,note_on,,,,,9,0,1,,,,,0,,,,72,0
11712,note_on,,,,,3,0,1,,,,,0,,,,73,82
11721,note_on,,,,,9,0,1,,,,,0,,,,73,0
11724,note_on,,,,,3,0,1,,,,,0,,,,72,86
11734,note_on,,,,,10,0,1,,,,,0,,,,72,0
11736,note_on,,,,,2,0,1,,,,,0,,,,73,84
11745,note_on,,,,,9,0,1,,,,,0,,,,73,0
11748,note_on,,,,,3,0,1,,,,,0,,,,72,87
11752,note_on,,,,,52,0,2,,,,,1,,,,48,0
11759,note_on,,,,,11,0,1,,,,,0,,,,72,0
11760,note_on,,,,,1,0,1,,,,,0,,,,71,84
11760,note_on,,,,,8,0,2,,,,,1,,,,65,59
11760,note_on,,,,,0,0,2,,,,,1,,,,60,62
11760,note_on,,,,,0,0,2,,,,,1,,,,56,58
11811,note_on,,,,,51,0,2,,,,,1,,,,56,0
11811,note_on,,,,,0,0,2,,,,,1,,,,65,0
11813,note_on,,,,,2,0,2,,,,,1,,,,60,0
11817,note_on,,,,,57,0,1,,,,,0,,,,71,0
11820,control_change,,,,,0,0,2,,,,,1,64,0,,,
11820,note_on,,,,,0,0,2,,,,,1,,,,56,63
11820,note_on,,,,,7,0,2,,,,,1,,,,65,62
11820,note_on,,,,,0,0,2,,,,,1,,,,60,58
11820,control_change,,,,,0,0,1,,,,,0,64,0,,,
11820,note_on,,,,,3,0,1,,,,,0,,,,72,89
11870,note_on,,,,,50,0,2,,,,,1,,,,60,0
11872,note_on,,,,,2,0,2,,,,,1,,,,65,0
11873,note_on,,,,,1,0,2,,,,,1,,,,56,0
11879,note_on,,,,,59,0,1,,,,,0,,,,72,0
11880,note_on,,,,,1,0,1,,,,,0,,,,80,87
11880,control_change,,,,,0,0,2,,,,,1,64,127,,,
11880,note_on,,,,,7,0,2,,,,,1,,,,36,71
11880,control_change,,,,,0,0,1,,,,,0,64,127,,,
11937,note_on,,,,,57,0,1,,,,,0,,,,80,0
11938,note_on,,,,,58,0,2,,,,,1,,,,36,0
11940,note_on,,,,,3,0,1,,,,,0,,,,70,90
11940,note_on,,,,,2,0,2,,,,,1,,,,55,66
11940,note_on,,,,,0,0,2,,,,,1,,,,64,61
11940,note_on,,,,,0,0,2,,,,,1,,,,60,61
11991,note_on,,,,,51,0,2,,,,,1,,,,60,0
11991,note_on,,,,,0,0,2,,,,,1,,,,64,0
11993,note_on,,,,,2,0,2,,,,,1,,,,55,0
11997,set_tempo,,,,,355,1,0,,666667,,,,,,,,
11999,note_on,,,,,59,0,1,,,,,0,,,,70,0
12000,control_change,,,,,7,0,2,,,,,1,64,0,,,
12000,note_on,,,,,1,0,1,,,,,0,,,,79,85
12000,control_change,,,,,0,0,1,,,,,0,64,0,,,
12058,note_on,,,,,58,0,1,,,,,0,,,,79,0
12060,control_change,,,,,0,0,2,,,,,1,64,127,,,
12060,note_on,,,,,60,0,2,,,,,1,,,,41,61
12060,control_change,,,,,0,0,1,,,,,0,64,127,,,
12060,note_on,,,,,2,0,1,,,,,0,,,,69,86
12119,note_on,,,,,59,0,2,,,,,1,,,,41,0
12120,note_on,,,,,0,0,1,,,,,0,,,,78,79
12120,note_on,,,,,60,0,1,,,,,0,,,,69,0
12177,note_on,,,,,57,0,1,,,,,0,,,,78,0
12180,note_on,,,,,3,0,1,,,,,0,,,,68,77
12180,note_on,,,,,0,0,2,,,,,1,,,,53,62
12180,note_on,,,,,61,0,2,,,,,1,,,,60,61
12237,note_on,,,,,57,0,1,,,,,0,,,,68,0
12238,note_on,,,,,58,0,2,,,,,1,,,,60,0
12239,note_on,,,,,1,0,2,,,,,1,,,,53,0
12240,note_on,,,,,3,0,1,,,,,0,,,,77,77
12240,control_change,,,,,0,0,1,,,,,0,64,0,,,
12240,control_change,,,,,1,0,2,,,,,1,64,0,,,
12299,note_on,,,,,59,0,1,,,,,0,,,,77,0
12300,note_on,,,,,1,0,1,,,,,0,,,,65,73
12358,note_on,,,,,58,0,1,,,,,0,,,,65,0
12360,note_on,,,,,2,0,1,,,,,0,,,,70,74
12365,set_tempo,,,,,368,1,0,,674157,,,,,,,,
12419,note_on,,,,,59,0,1,,,,,0,,,,70,0
12420,control_change,,,,,0,0,1,,,,,0,64,127,,,
12420,note_on,,,,,180,0,2,,,,,1,,,,48,51
12420,control_change,,,,,0,0,2,,,,,1,64,127,,,
12420,note_on,,,,,1,0,1,,,,,0,,,,68,87
12471,note_on,,,,,51,0,2,,,,,1,,,,48,0
12480,note_on,,,,,9,0,2,,,,,1,,,,56,54
12480,note_on,,,,,0,0,2,,,,,1,,,,54,50
12530,note_on,,,,,50,0,2,,,,,1,,,,54,0
12532,note_on,,,,,2,0,2,,,,,1,,,,56,0
12537,note_on,,,,,117,0,1,,,,,0,,,,68,0
12540,note_on,,,,,0,0,2,,,,,1,,,,54,52
12540,control_change,,,,,0,0,1,,,,,0,64,0,,,
12540,note_on,,,,,3,0,1,,,,,0,,,,63,90
12540,note_on,,,,,8,0,2,,,,,1,,,,56,55
12540,control_change,,,,,0,0,2,,,,,1,64,0,,,
12591,note_on,,,,,51,0,2,,,,,1,,,,54,0
12593,note_on,,,,,2,0,2,,,,,1,,,,56,0
12597,set_tempo,,,,,232,1,0,,606061,,,,,,,,
12599,note_on,,,,,59,0,1,,,,,0,,,,63,0
12600,control_change,,,,,0,0,2,,,,,1,64,127,,,
12600,note_on,,,,,7,0,2,,,,,1,,,,44,56
12600,note_on,,,,,1,0,1,,,,,0,,,,80,86
12600,control_change,,,,,0,0,1,,,,,0,64,127,,,
12608,note_on,,,,,8,0,1,,,,,0,,,,68,91
12627,note_on,,,,,19,0,1,,,,,0,,,,80,0
12653,note_on,,,,,53,0,2,,,,,1,,,,44,0
12660,note_on,,,,,0,0,2,,,,,1,,,,54,55
12660,note_on,,,,,7,0,2,,,,,1,,,,60,52
12660,note_on,,,,,0,0,2,,,,,1,,,,56,52
12711,note_on,,,,,51,0,2,,,,,1,,,,56,0
12711,note_on,,,,,0,0,2,,,,,1,,,,60,0
12712,note_on,,,,,1,0,2,,,,,1,,,,54,0
12720,note_on,,,,,0,0,2,,,,,1,,,,54,52
12720,note_on,,,,,0,0,2,,,,,1,,,,56,56
12720,note_on,,,,,8,0,2,,,,,1,,,,60,53
12720,control_change,,,,,0,0,2,,,,,1,64,0,,,
12720,control_change,,,,,0,0,1,,,,,0,64,0,,,
12720,note_on,,,,,93,0,1,,,,,0,,,,68,0
12720,note_on,,,,,0,0,1,,,,,0,,,,63,88
12771,note_on,,,,,51,0,2,,,,,1,,,,54,0
12771,note_on,,,,,0,0,2,,,,,1,,,,60,0
12773,note_on,,,,,2,0,2,,,,,1,,,,56,0
12778,note_on,,,,,58,0,1,,,,,0,,,,63,0
12780,control_change,,,,,0,0,2,,,,,1,64,127,,,
12780,control_change,,,,,0,0,1,,,,,0,64,127,,,
12780,note_on,,,,,2,0,1,,,,,0,,,,80,92
12780,note_on,,,,,7,0,2,,,,,1,,,,49,55
12787,note_on,,,,,7,0,1,,,,,0,,,,68,87
12810,note_on,,,,,23,0,1,,,,,0,,,,80,0
12832,note_on,,,,,52,0,2,,,,,1,,,,49,0
12837,set_tempo,,,,,240,1,0,,542986,,,,,,,,
12840,note_on,,,,,0,0,2,,,,,1,,,,56,56
12840,note_on,,,,,8,0,2,,,,,1,,,,61,51
12890,note_on,,,,,50,0,2,,,,,1,,,,61,0
12893,note_on,,,,,3,0,2,,,,,1,,,,56,0
12898,note_on,,,,,88,0,1,,,,,0,,,,68,0
12900,note_on,,,,,0,0,2,,,,,1,,,,56,58
12900,control_change,,,,,0,0,2,,,,,1,64,0,,,
12900,note_on,,,,,7,0,2,,,,,1,,,,61,54
12900,note_on,,,,,2,0,1,,,,,0,,,,65,88
12900,control_change,,,,,0,0,1,,,,,0,64,0,,,
12951,note_on,,,,,51,0,2,,,,,1,,,,61,0
12953,note_on,,,,,2,0,2,,,,,1,,,,56,0
12957,note_on,,,,,57,0,1,,,,,0,,,,65,0
12960,note_on,,,,,7,0,2,,,,,1,,,,44,53
12960,note_on,,,,,3,0,1,,,,,0,,,,80,91
12960,control_change,,,,,0,0,1,,,,,0,64,127,,,
12960,control_change,,,,,0,0,2,,,,,1,64,127,,,
12968,note_on,,,,,8,0,1,,,,,0,,,,77,89
12989,note_on,,,,,21,0,1,,,,,0,,,,80,0
13011,note_on,,,,,51,0,2,,,,,1,,,,44,0
13020,note_on,,,,,0,0,2,,,,,1,,,,56,54
13020,note_on,,,,,0,0,2,,,,,1,,,,61,56
13020,note_on,,,,,9,0,2,,,,,1,,,,65,53
13071,note_on,,,,,0,0,2,,,,,1,,,,65,0
13071,note_on,,,,,51,0,2,,,,,1,,,,56,0
13072,note_on,,,,,1,0,2,,,,,1,,,,61,0
13075,note_on,,,,,86,0,1,,,,,0,,,,77,0
13080,control_change,,,,,0,0,1,,,,,0,64,0,,,
13080,note_on,,,,,5,0,1,,,,,0,,,,77,92
13080,note_on,,,,,8,0,2,,,,,1,,,,65,57
13080,note_on,,,,,0,0,2,,,,,1,,,,61,53
13080,note_on,,,,,0,0,2,,,,,1,,,,56,56
13080,control_change,,,,,0,0,2,,,,,1,64,0,,,
13131,note_on,,,,,51,0,2,,,,,1,,,,61,0
13132,note_on,,,,,1,0,2,,,,,1,,,,56,0
13133,note_on,,,,,1,0,2,,,,,1,,,,65,0
13139,note_on,,,,,59,0,1,,,,,0,,,,77,0
13140,note_on,,,,,1,0,1,,,,,0,,,,80,88
13140,control_change,,,,,0,0,1,,,,,0,64,127,,,
13140,control_change,,,,,0,0,2,,,,,1,64,127,,,
13140,note_on,,,,,7,0,2,,,,,1,,,,51,53
13148,note_on,,,,,8,0,1,,,,,0,,,,77,91
13167,note_on,,,,,19,0,1,,,,,0,,,,80,0
13190,note_on,,,,,50,0,2,,,,,1,,,,51,0
13200,note_on,,,,,0,0,2,,,,,1,,,,60,55
13200,set_tempo,,,,,363,1,0,,506329,,,,,,,,
13200,note_on,,,,,10,0,2,,,,,1,,,,66,58
13200,note_on,,,,,0,0,2,,,,,1,,,,56,59
13251,note_on,,,,,51,0,2,,,,,1,,,,60,0
13253,note_on,,,,,2,0,2,,,,,1,,,,56,0
13253,note_on,,,,,0,0,2,,,,,1,,,,66,0
13258,note_on,,,,,91,0,1,,,,,0,,,,77,0
13260,note_on,,,,,7,0,2,,,,,1,,,,66,54
13260,note_on,,,,,0,0,2,,,,,1,,,,56,57
13260,control_change,,,,,0,0,2,,,,,1,64,0,,,
13260,control_change,,,,,0,0,1,,,,,0,64,0,,,
13260,note_on,,,,,2,0,1,,,,,0,,,,70,87
13260,note_on,,,,,0,0,2,,,,,1,,,,60,54
13311,note_on,,,,,0,0,2,,,,,1,,,,66,0
13311,note_on,,,,,51,0,2,,,,,1,,,,60,0
13312,note_on,,,,,1,0,2,,,,,1,,,,56,0
13316,note_on,,,,,56,0,1,,,,,0,,,,70,0
13320,control_change,,,,,0,0,1,,,,,0,64,127,,,
13320,note_on,,,,,4,0,1,,,,,0,,,,80,91
13320,note_on,,,,,8,0,2,,,,,1,,,,44,56
13320,control_change,,,,,0,0,2,,,,,1,64,127,,,
13328,note_on,,,,,8,0,1,,,,,0,,,,77,88
13334,note_on,,,,,6,0,1,,,,,0,,,,80,0
13371,note_on,,,,,51,0,2,,,,,1,,,,44,0
13380,note_on,,,,,9,0,2,,,,,1,,,,63,59
13380,note_on,,,,,0,0,2,,,,,1,,,,66,55
13380,note_on,,,,,0,0,2,,,,,1,,,,56,58
13429,note_on,,,,,95,0,1,,,,,0,,,,77,0
13431,note_on,,,,,51,0,2,,,,,1,,,,66,0
13432,note_on,,,,,1,0,2,,,,,1,,,,56,0
13433,note_on,,,,,1,0,2,,,,,1,,,,63,0
13440,control_change,,,,,0,0,1,,,,,0,64,0,,,
13440,note_on,,,,,11,0,1,,,,,0,,,,72,92
13440,note_on,,,,,7,0,2,,,,,1,,,,66,54
13440,note_on,,,,,0,0,2,,,,,1,,,,63,59
13440,note_on,,,,,0,0,2,,,,,1,,,,56,56
13440,control_change,,,,,0,0,2,,,,,1,64,0,,,
13490,note_on,,,,,50,0,2,,,,,1,,,,66,0
13491,note_on,,,,,1,0,2,,,,,1,,,,56,0
13493,note_on,,,,,2,0,2,,,,,1,,,,63,0
13499,note_on,,,,,59,0,1,,,,,0,,,,72,0
13500,control_change,,,,,0,0,2,,,,,1,64,127,,,
13500,note_on,,,,,7,0,2,,,,,1,,,,49,59
13500,control_change,,,,,0,0,1,,,,,0,64,127,,,
13500,note_on,,,,,1,0,1,,,,,0,,,,80,87
13507,note_on,,,,,7,0,1,,,,,0,,,,75,87
13512,note_on,,,,,5,0,1,,,,,0,,,,80,0
13553,note_on,,,,,53,0,2,,,,,1,,,,49,0
13558,note_on,,,,,46,0,1,,,,,0,,,,75,0
13560,note_on,,,,,0,0,2,,,,,1,,,,56,57
13560,set_tempo,,,,,360,1,0,,545455,,,,,,,,
13560,note_on,,,,,7,0,2,,,,,1,,,,65,54
13560,note_on,,,,,2,0,1,,,,,0,,,,73,90
13560,note_on,,,,,0,0,2,,,,,1,,,,61,54
13611,note_on,,,,,51,0,2,,,,,1,,,,61,0
13611,note_on,,,,,0,0,2,,,,,1,,,,65,0
13612,note_on,,,,,1,0,2,,,,,1,,,,56,0
13619,note_on,,,,,59,0,1,,,,,0,,,,73,0
13620,note_on,,,,,8,0,2,,,,,1,,,,65,55
13620,control_change,,,,,0,0,1,,,,,0,64,0,,,
13620,control_change,,,,,0,0,2,,,,,1,64,0,,,
13620,note_on,,,,,0,0,2,,,,,1,,,,56,54
13620,note_on,,,,,0,0,2,,,,,1,,,,61,58
13620,note_on,,,,,1,0,1,,,,,0,,,,72,87
13671,note_on,,,,,0,0,2,,,,,1,,,,65,0
13671,note_on,,,,,51,0,2,,,,,1,,,,56,0
13673,note_on,,,,,2,0,2,,,,,1,,,,61,0
13678,note_on,,,,,58,0,1,,,,,0,,,,72,0
13680,control_change,,,,,0,0,1,,,,,0,64,127,,,
13680,note_on,,,,,7,0,2,,,,,1,,,,53,56
13680,control_change,,,,,0,0,2,,,,,1,64,127,,,
13680,note_on,,,,,2,0,1,,,,,0,,,,80,90
13682,set_tempo,,,,,122,1,0,,547945,,,,,,,,
13687,note_on,,,,,7,0,1,,,,,0,,,,75,86
13709,note_on,,,,,22,0,1,,,,,0,,,,80,0
13732,note_on,,,,,52,0,2,,,,,1,,,,53,0
13738,note_on,,,,,29,0,1,,,,,0,,,,75,0
13740,note_on,,,,,0,0,2,,,,,1,,,,56,54
13740,note_on,,,,,2,0,1,,,,,0,,,,73,89
13740,note_on,,,,,0,0,2,,,,,1,,,,65,57
13740,note_on,,,,,8,0,2,,,,,1,,,,61,52
13790,note_on,,,,,50,0,2,,,,,1,,,,61,0
13791,note_on,,,,,1,0,2,,,,,1,,,,56,0
13793,note_on,,,,,2,0,2,,,,,1,,,,65,0
13795,set_tempo,,,,,113,1,0,,550459,,,,,,,,
13800,control_change,,,,,60,0,1,,,,,0,64,0,,,
13800,note_on,,,,,0,0,2,,,,,1,,,,56,53
13800,control_change,,,,,0,0,2,,,,,1,64,0,,,
13800,note_on,,,,,0,0,2,,,,,1,,,,61,53
13800,note_on,,,,,7,0,2,,,,,1,,,,65,58
13828,note_on,,,,,28,0,1,,,,,0,,,,73,0
13830,note_on,,,,,2,0,1,,,,,0,,,,70,85
13851,note_on,,,,,0,0,2,,,,,1,,,,61,0
13851,note_on,,,,,51,0,2,,,,,1,,,,56,0
13853,note_on,,,,,2,0,2,,,,,1,,,,65,0
13857,note_on,,,,,27,0,1,,,,,0,,,,70,0
13860,note_on,,,,,7,0,2,,,,,1,,,,48,55
13860,note_on,,,,,3,0,1,,,,,0,,,,80,90
13860,control_change,,,,,0,0,1,,,,,0,64,127,,,
13860,control_change,,,,,0,0,2,,,,,1,64,127,,,
13867,note_on,,,,,7,0,1,,,,,0,,,,68,87
13889,note_on,,,,,22,0,1,,,,,0,,,,80,0
13920,note_on,,,,,0,0,2,,,,,1,,,,54,56
13920,note_on,,,,,60,0,2,,,,,1,,,,56,53
13971,note_on,,,,,51,0,2,,,,,1,,,,56,0
13973,note_on,,,,,2,0,2,,,,,1,,,,54,0
