tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,note,velocity,channel
12550,set_tempo,,,,,13,1,0,,944882,,,,
12562,set_tempo,,,,,12,1,0,,952381,,,,
12570,note_on,,,,,30,0,1,,,,65,0,0
12570,note_on,,,,,0,0,1,,,,64,70,0
12570,note_on,,,,,0,0,3,,,,55,70,2
12570,note_on,,,,,30,0,3,,,,50,0,2
12577,set_tempo,,,,,15,1,0,,960000,,,,
12590,set_tempo,,,,,13,1,0,,967742,,,,
12600,note_on,,,,,30,0,1,,,,64,0,0
12600,note_on,,,,,0,0,1,,,,65,70,0
12600,note_on,,,,,0,0,3,,,,57,70,2
12600,note_on,,,,,30,0,3,,,,55,0,2
12602,set_tempo,,,,,12,1,0,,975610,,,,
12615,set_tempo,,,,,13,1,0,,983607,,,,
12624,note_on,,,,,24,0,1,,,,64,70,0
12627,set_tempo,,,,,12,1,0,,991736,,,,
12629,note_on,,,,,5,0,1,,,,65,0,0
12632,note_on,,,,,3,0,1,,,,65,70,0
12639,note_on,,,,,7,0,1,,,,64,0,0
12642,note_on,,,,,3,0,1,,,,64,70,0
12642,set_tempo,,,,,15,1,0,,1000000,,,,
12645,note_on,,,,,3,0,1,,,,65,0,0
12651,note_on,,,,,6,0,1,,,,64,0,0
12652,note_on,,,,,1,0,1,,,,65,70,0
12655,set_tempo,,,,,13,1,0,,1008403,,,,
12660,note_on,,,,,0,0,3,,,,45,70,2
12660,note_on,,,,,0,0,2,,,,61,70,1
12660,note_on,,,,,60,0,3,,,,57,0,2
12660,note_on,,,,,120,0,2,,,,62,0,1
12661,note_on,,,,,9,0,1,,,,65,0,0
12666,note_on,,,,,5,0,1,,,,64,70,0
12667,set_tempo,,,,,12,1,0,,1016949,,,,
12680,set_tempo,,,,,13,1,0,,1025641,,,,
12690,note_on,,,,,24,0,1,,,,62,70,0
12692,set_tempo,,,,,12,1,0,,1034483,,,,
12693,note_on,,,,,3,0,1,,,,64,0,0
12702,end_of_track,,,,,0,1,0,,,,,,
12702,set_tempo,,,,,10,1,0,,1558442,,,,
12720,note_on,,,,,60,0,3,,,,45,0,2
12720,note_on,,,,,0,0,1,,,,62,70,0
12720,note_on,,,,,0,0,3,,,,38,70,2
12720,end_of_track,,,,,0,1,2,,,,,,
12720,note_on,,,,,60,0,2,,,,61,0,1
12720,note_on,,,,,27,0,1,,,,62,0,0
12960,note_on,,,,,240,0,1,,,,62,0,0
12960,note_on,,,,,240,0,3,,,,38,0,2
12960,end_of_track,,,,,0,1,1,,,,,,
12960,end_of_track,,,,,0,1,3,,,,,,
