tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
230050,note_on,289,0,6,,,,,,,,,,,,,,,5,,,,53,100
230145,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,66,0
230145,note_on,191,0,10,,,,,,,,,,,,,,,10,,,,69,0
230145,note_on,95,0,6,,,,,,,,,,,,,,,5,,,,53,0
230146,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,54,100
230146,note_on,769,0,3,,,,,,,,,,,,,,,2,,,,74,100
230146,note_on,1,0,7,,,,,,,,,,,,,,,6,,,,66,100
230337,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,66,0
230337,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,54,0
230337,note_on,191,0,3,,,,,,,,,,,,,,,2,,,,74,0
230338,note_on,385,0,9,,,,,,,,,,,,,,,8,,,,56,100
230338,note_on,193,0,6,,,,,,,,,,,,,,,5,,,,65,100
230338,note_on,770,0,12,,,,,,,,,,,,,,,12,,,,71,100
230529,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,56,0
230529,note_on,191,0,6,,,,,,,,,,,,,,,5,,,,65,0
230529,note_on,191,0,12,,,,,,,,,,,,,,,12,,,,71,0
230530,note_on,1,0,9,,,,,,,,,,,,,,,8,,,,68,100
230530,note_on,769,0,2,,,,,,,,,,,,,,,1,,,,61,100
230530,note_on,2113,0,5,,,,,,,,,,,,,,,4,,,,64,100
230625,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
230626,note_on,97,0,12,,,,,,,,,,,,,,,12,,,,59,100
230721,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
230721,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,68,0
230721,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,64,0
230722,note_on,1,0,5,,,,,,,,,,,,,,,4,,,,64,100
230722,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,73,100
230722,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,61,100
230913,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,64,0
230913,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,73,0
230913,note_on,191,0,2,,,,,,,,,,,,,,,1,,,,61,0
230914,note_on,1345,0,4,,,,,,,,,,,,,,,3,,,,63,100
230914,note_on,4225,0,11,,,,,,,,,,,,,,,11,,,,70,100
230914,note_on,577,0,7,,,,,,,,,,,,,,,6,,,,54,100
231105,note_on,191,0,11,,,,,,,,,,,,,,,11,,,,70,0
231105,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,54,0
231105,note_on,191,0,4,,,,,,,,,,,,,,,3,,,,63,0
231106,note_on,385,0,12,,,,,,,,,,,,,,,12,,,,59,100
231106,note_on,769,0,3,,,,,,,,,,,,,,,2,,,,62,100
231106,note_on,1,0,7,,,,,,,,,,,,,,,6,,,,66,100
231201,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
231202,note_on,97,0,11,,,,,,,,,,,,,,,11,,,,58,100
231297,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,66,0
231297,note_on,191,0,3,,,,,,,,,,,,,,,2,,,,62,0
231297,note_on,95,0,11,,,,,,,,,,,,,,,11,,,,58,0
231298,note_on,1,0,3,,,,,,,,,,,,,,,2,,,,62,100
231298,note_on,97,0,12,,,,,,,,,,,,,,,12,,,,71,100
231298,note_on,0,0,12,,,,,,,,,,,,,,,12,,,,59,100
231489,note_on,191,0,3,,,,,,,,,,,,,,,2,,,,62,0
231489,note_on,191,0,12,,,,,,,,,,,,,,,12,,,,71,0
231490,note_on,961,0,6,,,,,,,,,,,,,,,5,,,,65,100
231490,note_on,577,0,2,,,,,,,,,,,,,,,1,,,,61,100
231585,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,59,0
231586,note_on,1,0,12,,,,,,,,,,,,,,,12,,,,59,100
231681,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
231681,note_on,191,0,6,,,,,,,,,,,,,,,5,,,,65,0
231681,note_on,191,0,2,,,,,,,,,,,,,,,1,,,,61,0
231682,note_on,1537,0,10,,,,,,,,,,,,,,,10,,,,57,100
231682,note_on,385,0,7,,,,,,,,,,,,,,,6,,,,66,100
231682,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,73,100
231777,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
231778,note_on,1057,0,9,,,,,,,,,,,,,,,8,,,,56,100
231873,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,66,0
231873,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
231874,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,57,100
231874,note_on,961,0,5,,,,,,,,,,,,,,,4,,,,64,100
231969,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
231970,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,52,100
232065,note_on,0,0,5,,,,,,,,,,,,,,,4,,,,64,0
232065,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
232066,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,54,100
232066,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,69,100
232161,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,69,0
232161,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
232162,note_on,1,0,7,,,,,,,,,,,,,,,6,,,,66,100
232162,note_on,1,0,10,,,,,,,,,,,,,,,10,,,,57,100
232257,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
232257,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,66,0
232257,note_on,575,0,2,,,,,,,,,,,,,,,1,,,,73,0
232258,note_on,385,0,9,,,,,,,,,,,,,,,8,,,,56,100
232258,note_on,1153,0,4,,,,,,,,,,,,,,,3,,,,63,100
232258,note_on,7489,0,1,,,,,,,,,,,,,,,0,,,,72,100
232353,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
232353,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
232354,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,66,100
232354,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,54,100
232449,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
232449,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,66,0
232450,note_on,385,0,5,,,,,,,,,,,,,,,4,,,,64,100
232450,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,56,100
232545,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
232545,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,64,0
232546,note_on,1,0,9,,,,,,,,,,,,,,,8,,,,44,100
232546,note_on,193,0,4,,,,,,,,,,,,,,,3,,,,63,100
232641,note_on,383,0,1,,,,,,,,,,,,,,,0,,,,72,0
232641,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,44,0
232641,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
232642,note_on,385,0,2,,,,,,,,,,,,,,,1,,,,73,100
232642,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,49,100
232642,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,64,100
232737,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,64,0
232738,note_on,289,0,7,,,,,,,,,,,,,,,6,,,,66,100
232833,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,66,0
232834,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,64,100
232929,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,64,0
232930,note_on,289,0,4,,,,,,,,,,,,,,,3,,,,63,100
233022,note_on,380,0,2,,,,,,,,,,,,,,,1,,,,49,0
233025,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
233025,note_on,3,0,2,,,,,,,,,,,,,,,1,,,,73,0
233026,note_on,385,0,9,,,,,,,,,,,,,,,8,,,,80,100
233026,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,61,100
233121,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
233122,note_on,193,0,5,,,,,,,,,,,,,,,4,,,,64,100
233217,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,64,0
233217,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,80,0
233218,note_on,193,0,4,,,,,,,,,,,,,,,3,,,,63,100
233218,note_on,385,0,7,,,,,,,,,,,,,,,6,,,,78,100
233313,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
233313,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
233314,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,64,100
233314,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,80,100
233409,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,64,0
233409,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,80,0
233410,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,63,100
233410,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,78,100
233505,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
233505,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
233506,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,76,100
233506,note_on,385,0,2,,,,,,,,,,,,,,,1,,,,61,100
233601,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
233601,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,76,0
233602,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,56,100
233602,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,75,100
233602,note_on,961,0,1,,,,,,,,,,,,,,,0,,,,60,100
233697,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,75,0
233697,note_on,95,0,1,,,,,,,,,,,,,,,0,,,,60,0
233698,note_on,1,0,4,,,,,,,,,,,,,,,3,,,,63,100
233698,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,78,100
233793,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
233793,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,78,0
233793,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,56,0
233794,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,61,100
233794,note_on,193,0,5,,,,,,,,,,,,,,,4,,,,76,100
233890,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,63,100
233985,note_on,191,0,2,,,,,,,,,,,,,,,1,,,,61,0
233985,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,76,0
233985,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
233986,note_on,1,0,5,,,,,,,,,,,,,,,4,,,,64,100
233986,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,73,100
233986,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,61,100
234081,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
234082,note_on,2401,0,12,,,,,,,,,,,,,,,12,,,,59,100
234177,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
234177,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,64,0
234177,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,0
234178,note_on,385,0,7,,,,,,,,,,,,,,,6,,,,78,100
234178,note_on,0,0,10,,,,,,,,,,,,,,,10,,,,57,100
234178,note_on,1921,0,10,,,,,,,,,,,,,,,10,,,,69,100
234273,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
234274,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,61,100
234369,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
234369,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,78,0
234370,note_on,385,0,4,,,,,,,,,,,,,,,3,,,,75,100
234370,note_on,193,0,12,,,,,,,,,,,,,,,12,,,,59,100
234465,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
234466,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,61,100
234561,note_on,191,0,4,,,,,,,,,,,,,,,3,,,,75,0
234561,note_on,288,0,10,,,,,,,,,,,,,,,10,,,,69,0
234561,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
234562,note_on,0,0,12,,,,,,,,,,,,,,,12,,,,59,100
234562,note_on,1,0,4,,,,,,,,,,,,,,,3,,,,63,100
234562,note_on,97,0,12,,,,,,,,,,,,,,,12,,,,71,100
234657,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
234658,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,57,100
234753,note_on,191,0,4,,,,,,,,,,,,,,,3,,,,63,0
234753,note_on,96,0,12,,,,,,,,,,,,,,,12,,,,71,0
234753,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
234754,note_on,577,0,5,,,,,,,,,,,,,,,4,,,,76,100
234754,note_on,961,0,9,,,,,,,,,,,,,,,8,,,,68,100
234754,note_on,0,0,9,,,,,,,,,,,,,,,8,,,,56,100
234849,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
234850,note_on,97,0,12,,,,,,,,,,,,,,,12,,,,59,100
234945,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
234945,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,76,0
234946,note_on,385,0,2,,,,,,,,,,,,,,,1,,,,73,100
234946,note_on,193,0,10,,,,,,,,,,,,,,,10,,,,57,100
235041,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
235042,note_on,97,0,12,,,,,,,,,,,,,,,12,,,,59,100
235137,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
235137,note_on,191,0,2,,,,,,,,,,,,,,,1,,,,73,0
235137,note_on,288,0,9,,,,,,,,,,,,,,,8,,,,68,0
235138,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,69,100
235138,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,61,100
235138,note_on,0,0,10,,,,,,,,,,,,,,,10,,,,57,100
235233,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
235234,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,56,100
235329,note_on,96,0,10,,,,,,,,,,,,,,,10,,,,69,0
235329,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
235329,note_on,191,0,2,,,,,,,,,,,,,,,1,,,,61,0
235330,note_on,961,0,7,,,,,,,,,,,,,,,6,,,,66,100
235330,note_on,577,0,4,,,,,,,,,,,,,,,3,,,,75,100
235330,note_on,0,0,7,,,,,,,,,,,,,,,6,,,,54,100
235425,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
235426,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,57,100
235521,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
235521,note_on,191,0,4,,,,,,,,,,,,,,,3,,,,75,0
235522,note_on,1825,0,1,,,,,,,,,,,,,,,0,,,,72,100
235522,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,56,100
235617,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
235618,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,57,100
235713,note_on,288,0,7,,,,,,,,,,,,,,,6,,,,66,0
235713,note_on,191,0,1,,,,,,,,,,,,,,,0,,,,72,0
235713,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,57,0
235714,note_on,385,0,2,,,,,,,,,,,,,,,1,,,,73,100
235714,note_on,769,0,5,,,,,,,,,,,,,,,4,,,,64,100
235714,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,56,100
235809,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
235810,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,54,100
235905,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,64,0
235905,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
235906,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,68,100
235906,note_on,1,0,5,,,,,,,,,,,,,,,4,,,,52,100
236001,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
236002,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,56,100
236097,note_on,0,0,9,,,,,,,,,,,,,,,8,,,,68,0
236097,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
236098,note_on,385,0,10,,,,,,,,,,,,,,,10,,,,69,100
236098,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,54,100
236193,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
236194,note_on,97,0,9,,,,,,,,,,,,,,,8,,,,56,100
236289,note_on,191,0,10,,,,,,,,,,,,,,,10,,,,69,0
236289,note_on,575,0,2,,,,,,,,,,,,,,,1,,,,73,0
236289,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
236290,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,54,100
236290,note_on,769,0,4,,,,,,,,,,,,,,,3,,,,63,100
236290,note_on,577,0,1,,,,,,,,,,,,,,,0,,,,72,100
236385,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
236386,note_on,385,0,5,,,,,,,,,,,,,,,4,,,,52,100
236481,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
236482,note_on,192,0,4,,,,,,,,,,,,,,,3,,,,51,100
236577,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
236578,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,54,100
236673,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
236673,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,63,0
236673,note_on,383,0,1,,,,,,,,,,,,,,,0,,,,72,0
236674,note_on,193,0,5,,,,,,,,,,,,,,,4,,,,52,100
236674,note_on,385,0,2,,,,,,,,,,,,,,,1,,,,73,100
236674,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,61,100
236769,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
236770,note_on,97,0,7,,,,,,,,,,,,,,,6,,,,54,100
236865,note_on,191,0,2,,,,,,,,,,,,,,,1,,,,61,0
236865,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
236866,note_on,577,0,9,,,,,,,,,,,,,,,8,,,,68,100
236866,note_on,0,0,9,,,,,,,,,,,,,,,8,,,,56,100
236866,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,52,100
236961,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
236962,note_on,289,0,4,,,,,,,,,,,,,,,3,,,,51,100
237057,note_on,192,0,2,,,,,,,,,,,,,,,1,,,,73,0
237057,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
237057,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,56,0
237057,note_on,0,0,9,,,,,,,,,,,,,,,8,,,,68,0
237058,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,49,100
237058,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,73,100
237058,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,76,100
237058,note_on,1,0,9,,,,,,,,,,,,,,,8,,,,56,100
237153,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,49,0
237154,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,52,100
237249,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,0
237249,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
237249,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,56,0
237250,note_on,45376,0,8,,,,,,,,,,,,,,,7,,,,55,100
237250,note_on,193,0,4,,,,,,,,,,,,,,,3,,,,51,100
237250,note_on,5953,0,11,,,,,,,,,,,,,,,11,,,,70,100
237345,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
237346,note_on,97,0,5,,,,,,,,,,,,,,,4,,,,52,100
237441,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
237441,note_on,0,0,5,,,,,,,,,,,,,,,4,,,,76,0
237441,note_on,191,0,8,,,,,,,,,,,,,,,7,,,,55,0
237441,note_on,191,0,11,,,,,,,,,,,,,,,11,,,,70,0
237442,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,51,100
237442,note_on,1153,0,10,,,,,,,,,,,,,,,10,,,,69,100
237442,note_on,577,0,7,,,,,,,,,,,,,,,6,,,,54,100
237537,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
237538,note_on,289,0,2,,,,,,,,,,,,,,,1,,,,49,100
237633,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,54,0
237633,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,49,0
237633,note_on,191,0,10,,,,,,,,,,,,,,,10,,,,69,0
237634,note_on,961,0,1,,,,,,,,,,,,,,,0,,,,48,100
237634,note_on,1,0,7,,,,,,,,,,,,,,,6,,,,54,100
237634,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,75,100
237634,note_on,385,0,9,,,,,,,,,,,,,,,8,,,,68,100
237729,note_on,95,0,1,,,,,,,,,,,,,,,0,,,,48,0
237730,note_on,96,0,4,,,,,,,,,,,,,,,3,,,,51,100
237825,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,54,0
237825,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
237826,note_on,6145,0,6,,,,,,,,,,,,,,,5,,,,53,100
237826,note_on,193,0,2,,,,,,,,,,,,,,,1,,,,49,100
237921,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,49,0
237922,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,51,100
238014,note_on,380,0,9,,,,,,,,,,,,,,,8,,,,68,0
238017,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
238017,note_on,191,0,6,,,,,,,,,,,,,,,5,,,,53,0
238017,note_on,0,0,4,,,,,,,,,,,,,,,3,,,,75,0
238018,note_on,4,0,9,,,,,,,,,,,,,,,8,,,,68,100
238018,note_on,577,0,5,,,,,,,,,,,,,,,4,,,,52,100
238018,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,49,100
238113,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,49,0
238114,note_on,2977,0,12,,,,,,,,,,,,,,,12,,,,47,100
238209,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,47,0
238209,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,68,0
238209,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,52,0
238210,note_on,1,0,9,,,,,,,,,,,,,,,8,,,,68,100
238210,note_on,1,0,5,,,,,,,,,,,,,,,4,,,,52,100
238210,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,73,100
238210,note_on,577,0,10,,,,,,,,,,,,,,,10,,,,45,100
238305,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,45,0
238306,note_on,96,0,9,,,,,,,,,,,,,,,8,,,,44,100
238401,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,44,0
238401,note_on,0,0,9,,,,,,,,,,,,,,,8,,,,68,0
238402,note_on,577,0,7,,,,,,,,,,,,,,,6,,,,42,100
238402,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,69,100
238497,note_on,287,0,5,,,,,,,,,,,,,,,4,,,,52,0
238498,note_on,481,0,4,,,,,,,,,,,,,,,3,,,,51,100
238593,note_on,191,0,10,,,,,,,,,,,,,,,10,,,,69,0
238593,note_on,383,0,2,,,,,,,,,,,,,,,1,,,,73,0
238593,note_on,191,0,7,,,,,,,,,,,,,,,6,,,,42,0
238593,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,51,0
238594,note_on,1,0,4,,,,,,,,,,,,,,,3,,,,51,100
238594,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,68,100
238594,note_on,0,0,9,,,,,,,,,,,,,,,8,,,,44,100
238594,note_on,865,0,1,,,,,,,,,,,,,,,0,,,,72,100
238689,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,68,0
238690,note_on,97,0,10,,,,,,,,,,,,,,,10,,,,69,100
238785,note_on,95,0,10,,,,,,,,,,,,,,,10,,,,69,0
238786,note_on,193,0,7,,,,,,,,,,,,,,,6,,,,66,100
238881,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,66,0
238882,note_on,288,0,4,,,,,,,,,,,,,,,3,,,,63,100
238977,note_on,288,0,9,,,,,,,,,,,,,,,8,,,,44,0
238977,note_on,383,0,1,,,,,,,,,,,,,,,0,,,,72,0
238977,note_on,0,0,4,,,,,,,,,,,,,,,3,,,,51,0
238977,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,63,0
238978,note_on,385,0,2,,,,,,,,,,,,,,,1,,,,73,100
238978,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,37,100
238978,note_on,0,0,2,,,,,,,,,,,,,,,1,,,,49,100
238978,note_on,481,0,5,,,,,,,,,,,,,,,4,,,,64,100
239073,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
239074,note_on,97,0,4,,,,,,,,,,,,,,,3,,,,75,100
239168,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,37,0
239169,note_on,191,0,5,,,,,,,,,,,,,,,4,,,,64,0
239169,note_on,95,0,4,,,,,,,,,,,,,,,3,,,,75,0
239170,note_on,1,0,5,,,,,,,,,,,,,,,4,,,,76,100
239170,note_on,193,0,9,,,,,,,,,,,,,,,8,,,,68,100
239265,note_on,97,0,2,,,,,,,,,,,,,,,1,,,,49,0
239266,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,61,100
239361,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,61,0
239361,note_on,191,0,9,,,,,,,,,,,,,,,8,,,,68,0
239362,note_on,1921,0,11,,,,,,,,,,,,,,,11,,,,58,100
239362,note_on,481,0,7,,,,,,,,,,,,,,,6,,,,66,100
239457,note_on,95,0,11,,,,,,,,,,,,,,,11,,,,58,0
239458,note_on,96,0,7,,,,,,,,,,,,,,,6,,,,54,100
239553,note_on,95,0,7,,,,,,,,,,,,,,,6,,,,54,0
239554,note_on,1345,0,12,,,,,,,,,,,,,,,12,,,,59,100
239649,note_on,479,0,5,,,,,,,,,,,,,,,4,,,,76,0
239650,note_on,1,0,5,,,,,,,,,,,,,,,4,,,,76,100
239744,note_on,190,0,12,,,,,,,,,,,,,,,12,,,,59,0
239745,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,76,0
239746,note_on,8257,0,3,,,,,,,,,,,,,,,2,,,,74,100
239842,note_on,98,0,12,,,,,,,,,,,,,,,12,,,,59,100
239937,note_on,95,0,12,,,,,,,,,,,,,,,12,,,,59,0
239937,note_on,384,0,7,,,,,,,,,,,,,,,6,,,,66,0
239938,note_on,577,0,9,,,,,,,,,,,,,,,8,,,,56,100
239938,note_on,193,0,5,,,,,,,,,,,,,,,4,,,,64,100
240033,note_on,95,0,9,,,,,,,,,,,,,,,8,,,,56,0
240034,note_on,96,0,5,,,,,,,,,,,,,,,4,,,,52,100
240129,note_on,95,0,5,,,,,,,,,,,,,,,4,,,,52,0
240130,note_on,1345,0,10,,,,,,,,,,,,,,,10,,,,57,100
240225,note_on,479,0,3,,,,,,,,,,,,,,,2,,,,74,0
240226,note_on,865,0,2,,,,,,,,,,,,,,,1,,,,73,100
240321,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
240321,note_on,191,0,10,,,,,,,,,,,,,,,10,,,,57,0
240322,note_on,1,0,10,,,,,,,,,,,,,,,10,,,,57,100
240322,note_on,1,0,2,,,,,,,,,,,,,,,1,,,,61,100
240322,note_on,385,0,7,,,,,,,,,,,,,,,6,,,,78,100
240417,note_on,288,0,5,,,,,,,,,,,,,,,4,,,,64,0
240418,note_on,96,0,2,,,,,,,,,,,,,,,1,,,,73,100
240513,note_on,95,0,2,,,,,,,,,,,,,,,1,,,,73,0
