tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,data,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
122687,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,0
122693,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,72,0
122700,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
122700,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,62,127
122730,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,71,127
122747,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,62,0
122747,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
122753,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,71,0
122760,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,69,127
122760,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
122774,note_on,,14,0,1,,,,,,,,,,,,,,,3,,,57,0
122775,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,55,127
122789,note_on,,14,0,1,,,,,,,,,,,,,,,3,,,55,0
122790,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
122790,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,60,127
122804,note_on,,14,0,1,,,,,,,,,,,,,,,3,,,57,0
122805,note_on,,1,0,1,,,,,,,,,,,,,,,3,,,55,127
122813,note_on,,8,0,1,,,,,,,,,,,,,,,3,,,60,0
122820,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,62,127
122843,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,62,0
122846,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,55,0
122850,note_on,,4,0,1,,,,,,,,,,,,,,,3,,,57,127
122850,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,127
122855,note_on,,5,0,1,,,,,,,,,,,,,,,3,,,69,0
122873,note_on,,18,0,1,,,,,,,,,,,,,,,3,,,57,0
122873,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,0
122880,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,59,127
122880,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
122910,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,62,127
122927,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,59,0
122933,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,62,0
122940,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,67,127
122950,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,55,0
122970,note_on,,20,0,1,,,,,,,,,,,,,,,3,,,57,127
122970,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,127
122987,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,67,0
122993,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,54,0
122993,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,57,0
123000,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,59,127
123000,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
123023,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,55,0
123030,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,50,127
123030,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,66,127
123047,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,59,0
123053,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,50,0
123053,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,66,0
123060,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,127
123060,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,67,127
123083,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,52,0
123090,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,127
123090,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,62,127
123107,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,67,0
123113,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,47,0
123113,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,62,0
123120,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,127
123120,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,67,127
123120,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
123143,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,64,0
123143,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,0
123150,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,60,127
123150,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,45,127
123173,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,45,0
123173,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,60,0
123180,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,50,127
123180,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,57,127
123190,note_on,,10,0,1,,,,,,,,,,,,,,,3,,,67,0
123203,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,57,0
123210,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
123210,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,66,127
123227,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,50,0
123233,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,0
123233,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,66,0
123240,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,67,127
123240,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
123240,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,43,127
123287,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,67,0
123287,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,43,0
123287,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
123300,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,71,127
123300,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
123323,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,71,0
123323,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,0
123330,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,69,127
123330,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
123353,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,69,0
123353,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
123360,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
123360,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
123407,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,0
123407,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,71,0
123420,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,67,127
123420,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
123467,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,67,0
123467,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
123480,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,71,127
123480,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
123527,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,0
123527,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,71,0
123540,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
123540,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
123540,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,67,127
123587,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
123587,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,67,0
123587,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,0
123600,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,72,127
123600,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
123600,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
123630,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,52,127
123647,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,72,0
123647,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
123647,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
123653,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,52,0
123660,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,55,127
123683,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,55,0
123690,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,50,127
123713,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,50,0
123720,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,52,127
123743,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,52,0
123750,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,47,127
123773,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,47,0
123780,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,48,127
123810,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,64,127
123827,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,48,0
123833,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,64,0
123840,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,67,127
123840,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,127
123863,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,67,0
123870,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,62,127
123887,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,52,0
123893,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,62,0
123900,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,72,127
123900,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
123900,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
123900,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,127
123923,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,64,0
123930,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,60,127
123947,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,72,0
123947,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
123947,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,0
123953,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,60,0
123960,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
123960,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
123960,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
123960,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
124007,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,71,0
124007,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
124007,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
124007,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,0
124020,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,74,127
124020,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
124043,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,0
124043,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,74,0
124050,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
124050,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,72,127
124073,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,0
124073,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,72,0
124080,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
124080,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,74,127
124127,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,0
124127,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,74,0
124140,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
124140,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,71,127
124187,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,71,0
124187,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
124200,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,74,127
124200,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
124200,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
124247,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
124247,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
124247,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,74,0
124260,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
124260,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
124260,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,71,127
124307,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,71,0
124307,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,0
124307,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
124320,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
124320,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
124320,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,127
124350,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,55,127
124367,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,76,0
124367,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
124367,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,0
124373,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,55,0
124380,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,57,127
124403,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,57,0
124410,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,54,127
124433,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,54,0
124440,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,55,127
124463,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,55,0
124470,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,51,127
124493,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,51,0
124500,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,52,127
124530,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,67,127
124547,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,52,0
124553,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,67,0
124560,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
124560,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,71,127
124583,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,71,0
124590,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,66,127
124607,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,55,0
124613,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,66,0
124620,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
124620,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
124620,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
124620,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,127
124643,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,67,0
124650,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,64,127
124667,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,76,0
124667,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,0
124667,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,52,0
124680,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
124680,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
124680,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,72,127
124724,note_on,,44,0,1,,,,,,,,,,,,,,,3,,,64,0
124727,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,0
124727,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,0
124727,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,72,0
124740,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
124740,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
124763,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
124763,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,76,0
124770,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
124770,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,74,127
124793,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
124793,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,74,0
124800,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
124800,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
124847,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
124847,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,76,0
124860,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,72,127
124860,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
124907,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,72,0
124907,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,0
124920,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
124920,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
124967,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,76,0
124967,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
124980,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,72,127
124980,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,127
124980,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
125027,note_on,,47,0,1,,,,,,,,,,,,,,,3,,,72,0
125027,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
125027,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,57,0
125040,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,79,127
125040,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,127
125040,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
125070,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,59,127
125087,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,79,0
125087,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,0
125087,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,62,0
125093,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,59,0
125100,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,62,127
125123,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,62,0
125130,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,57,127
125153,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,57,0
125160,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,59,127
125183,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,59,0
125190,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,54,127
125213,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,54,0
125220,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,55,127
125250,note_on,,30,0,1,,,,,,,,,,,,,,,3,,,71,127
125267,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,55,0
125273,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,71,0
125280,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,74,127
125280,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,59,127
125303,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,74,0
125310,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,69,127
125327,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,59,0
125333,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,69,0
125340,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125340,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
125340,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,127
125340,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,74,127
125363,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,71,0
125370,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,67,127
125387,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,79,0
125387,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,74,0
125387,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,55,0
125400,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
125400,note_on,,13,0,1,,,,,,,,,,,,,,,3,,,76,127
125400,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,72,127
125423,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,76,0
125430,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125444,note_on,,14,0,1,,,,,,,,,,,,,,,3,,,67,0
125447,note_on,,3,0,1,,,,,,,,,,,,,,,3,,,72,0
125447,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
125453,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
125460,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,72,127
125460,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
125460,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
125483,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,72,0
125490,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125507,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,67,0
125507,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
125513,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
125520,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
125520,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,74,127
125520,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
125520,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,65,127
125543,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,74,0
125550,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125567,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,71,0
125567,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,65,0
125567,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
125573,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
125580,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
125580,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
125580,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,72,127
125580,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
125603,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,76,0
125610,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125627,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,72,0
125627,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
125627,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
125633,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
125640,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,74,127
125640,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
125640,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,65,127
125640,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,127
125663,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,74,0
125670,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125687,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,71,0
125687,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,65,0
125687,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,0
125693,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
125700,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
125700,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,72,127
125700,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
125700,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
125723,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,76,0
125730,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125747,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,72,0
125747,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
125747,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
125753,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
125760,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
125760,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,127
125760,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,77,127
125760,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,72,127
125783,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,77,0
125790,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125807,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,72,0
125807,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,69,0
125807,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
125813,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
125820,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
125820,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,72,127
125820,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,127
125820,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
125843,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,76,0
125850,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125867,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,72,0
125867,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
125867,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,0
125873,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
125880,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,74,127
125880,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,65,127
125880,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
125880,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,71,127
125903,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,74,0
125910,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125927,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,71,0
125927,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,65,0
125927,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
125933,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
125940,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,76,127
125940,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
125940,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,127
125940,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,72,127
125963,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,76,0
125970,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
125987,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,60,0
125987,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,0
125987,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,72,0
125993,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
126000,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,127
126000,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,127
126000,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,67,127
126000,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,72,127
126023,note_on,,23,0,1,,,,,,,,,,,,,,,3,,,72,0
126030,note_on,,7,0,1,,,,,,,,,,,,,,,3,,,79,127
126047,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,48,0
126047,note_on,,0,0,1,,,,,,,,,,,,,,,3,,,64,0
126047,note_on,,17,0,1,,,,,,,,,,,,,,,3,,,67,0
126053,note_on,,6,0,1,,,,,,,,,,,,,,,3,,,79,0
