tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,pitch,program,note,velocity
43680,note_on,0,0,8,,,,,,,,,7,,,34,51
43920,note_on,270,0,4,,,,,,,,,3,,,67,51
43920,note_on,270,0,5,,,,,,,,,4,,,62,51
43920,note_on,270,0,6,,,,,,,,,5,,,58,51
44110,note_on,430,0,3,,,,,,,,,2,,,67,0
44130,note_on,210,0,5,,,,,,,,,4,,,62,0
44130,note_on,210,0,4,,,,,,,,,3,,,67,0
44130,note_on,210,0,6,,,,,,,,,5,,,58,0
44160,note_on,50,0,3,,,,,,,,,2,,,68,88
44160,note_on,480,0,8,,,,,,,,,7,,,34,0
44160,note_on,0,0,8,,,,,,,,,7,,,35,51
44160,note_on,480,0,7,,,,,,,,,6,,,46,0
44160,note_on,0,0,7,,,,,,,,,6,,,47,51
44400,note_on,270,0,5,,,,,,,,,4,,,65,51
44400,note_on,270,0,6,,,,,,,,,5,,,62,51
44400,note_on,270,0,4,,,,,,,,,3,,,68,51
44590,note_on,430,0,3,,,,,,,,,2,,,68,0
44610,note_on,210,0,5,,,,,,,,,4,,,65,0
44610,note_on,210,0,4,,,,,,,,,3,,,68,0
44610,note_on,210,0,6,,,,,,,,,5,,,62,0
44640,note_on,50,0,3,,,,,,,,,2,,,69,88
44640,note_on,30,0,6,,,,,,,,,5,,,60,51
44640,note_on,480,0,8,,,,,,,,,7,,,35,0
44640,note_on,0,0,8,,,,,,,,,7,,,36,51
44640,note_on,480,0,7,,,,,,,,,6,,,47,0
44640,note_on,0,0,7,,,,,,,,,6,,,48,51
44640,note_on,30,0,5,,,,,,,,,4,,,65,51
44640,note_on,30,0,4,,,,,,,,,3,,,69,51
45070,note_on,430,0,8,,,,,,,,,7,,,36,0
45070,note_on,430,0,5,,,,,,,,,4,,,65,0
45070,note_on,430,0,7,,,,,,,,,6,,,48,0
45070,note_on,430,0,4,,,,,,,,,3,,,69,0
45070,note_on,430,0,6,,,,,,,,,5,,,60,0
45280,note_on,640,0,3,,,,,,,,,2,,,69,0
45360,note_on,80,0,3,,,,,,,,,2,,,70,88
45570,note_on,210,0,3,,,,,,,,,2,,,70,0
45600,note_on,530,0,7,,,,,,,,,6,,,49,51
45600,note_on,30,0,3,,,,,,,,,2,,,67,88
45600,note_on,530,0,4,,,,,,,,,3,,,67,51
45600,note_on,530,0,5,,,,,,,,,4,,,58,51
45600,note_on,530,0,8,,,,,,,,,7,,,37,51
45600,note_on,530,0,6,,,,,,,,,5,,,64,51
45810,note_on,210,0,3,,,,,,,,,2,,,67,0
45840,note_on,30,0,3,,,,,,,,,2,,,64,88
46050,note_on,210,0,3,,,,,,,,,2,,,64,0
46080,note_on,0,0,4,,,,,,,,,3,,,65,51
46080,note_on,30,0,3,,,,,,,,,2,,,65,88
46080,note_on,480,0,5,,,,,,,,,4,,,58,0
46080,note_on,480,0,6,,,,,,,,,5,,,64,0
46080,note_on,480,0,8,,,,,,,,,7,,,37,0
46080,note_on,480,0,7,,,,,,,,,6,,,49,0
46080,note_on,0,0,7,,,,,,,,,6,,,50,51
46080,note_on,0,0,5,,,,,,,,,4,,,55,51
46080,note_on,0,0,8,,,,,,,,,7,,,38,51
46080,note_on,0,0,6,,,,,,,,,5,,,65,51
46080,note_on,480,0,4,,,,,,,,,3,,,67,0
46510,note_on,430,0,3,,,,,,,,,2,,,65,0
46560,note_on,480,0,5,,,,,,,,,4,,,55,0
46560,note_on,480,0,4,,,,,,,,,3,,,65,0
46560,note_on,480,0,8,,,,,,,,,7,,,38,0
46560,note_on,480,0,7,,,,,,,,,6,,,50,0
46560,note_on,480,0,6,,,,,,,,,5,,,65,0
47040,note_on,480,0,8,,,,,,,,,7,,,35,51
47040,note_on,480,0,7,,,,,,,,,6,,,47,51
47040,note_on,480,0,5,,,,,,,,,4,,,62,51
47040,note_on,530,0,3,,,,,,,,,2,,,67,88
47040,note_on,480,0,4,,,,,,,,,3,,,65,51
47040,note_on,480,0,6,,,,,,,,,5,,,59,51
47470,note_on,430,0,3,,,,,,,,,2,,,67,0
47470,note_on,430,0,4,,,,,,,,,3,,,65,0
47520,note_on,50,0,4,,,,,,,,,3,,,65,51
47520,note_on,50,0,3,,,,,,,,,2,,,69,88
47520,note_on,0,0,8,,,,,,,,,7,,,36,51
47520,note_on,480,0,8,,,,,,,,,7,,,35,0
47520,note_on,480,0,6,,,,,,,,,5,,,59,0
47520,note_on,0,0,6,,,,,,,,,5,,,60,51
47520,note_on,480,0,5,,,,,,,,,4,,,62,0
47520,note_on,0,0,5,,,,,,,,,4,,,60,51
47520,note_on,0,0,7,,,,,,,,,6,,,48,51
47520,note_on,480,0,7,,,,,,,,,6,,,47,0
47950,note_on,430,0,4,,,,,,,,,3,,,65,0
48000,note_on,480,0,8,,,,,,,,,7,,,36,0
48000,note_on,480,0,7,,,,,,,,,6,,,48,0
48000,note_on,480,0,6,,,,,,,,,5,,,60,0
48000,note_on,480,0,5,,,,,,,,,4,,,60,0
48160,note_on,640,0,3,,,,,,,,,2,,,69,0
48240,note_on,80,0,3,,,,,,,,,2,,,70,88
48450,note_on,210,0,3,,,,,,,,,2,,,70,0
48480,note_on,480,0,5,,,,,,,,,4,,,58,51
48480,note_on,480,0,7,,,,,,,,,6,,,49,51
48480,note_on,480,0,6,,,,,,,,,5,,,49,51
48480,note_on,30,0,3,,,,,,,,,2,,,67,88
48480,note_on,530,0,4,,,,,,,,,3,,,64,51
48480,note_on,480,0,8,,,,,,,,,7,,,37,51
48690,note_on,210,0,4,,,,,,,,,3,,,64,0
48690,note_on,210,0,3,,,,,,,,,2,,,67,0
48720,note_on,30,0,4,,,,,,,,,3,,,67,51
48720,note_on,30,0,3,,,,,,,,,2,,,64,88
48910,note_on,430,0,6,,,,,,,,,5,,,49,0
48930,note_on,210,0,4,,,,,,,,,3,,,67,0
48930,note_on,210,0,3,,,,,,,,,2,,,64,0
48960,note_on,50,0,6,,,,,,,,,5,,,50,51
48960,note_on,480,0,5,,,,,,,,,4,,,58,0
48960,note_on,480,0,7,,,,,,,,,6,,,49,0
48960,note_on,30,0,4,,,,,,,,,3,,,65,51
48960,note_on,30,0,3,,,,,,,,,2,,,65,88
48960,note_on,480,0,8,,,,,,,,,7,,,37,0
48960,note_on,0,0,8,,,,,,,,,7,,,38,51
48960,note_on,0,0,5,,,,,,,,,4,,,55,51
48960,note_on,0,0,7,,,,,,,,,6,,,50,51
49390,note_on,430,0,4,,,,,,,,,3,,,65,0
49390,note_on,430,0,3,,,,,,,,,2,,,65,0
49440,note_on,480,0,5,,,,,,,,,4,,,55,0
49440,note_on,480,0,8,,,,,,,,,7,,,38,0
49440,note_on,480,0,6,,,,,,,,,5,,,50,0
49440,note_on,480,0,7,,,,,,,,,6,,,50,0
49680,note_on,290,0,3,,,,,,,,,2,,,66,88
49890,note_on,210,0,3,,,,,,,,,2,,,66,0
49920,note_on,530,0,4,,,,,,,,,3,,,65,51
49920,note_on,30,0,3,,,,,,,,,2,,,67,88
49920,note_on,480,0,8,,,,,,,,,7,,,35,51
49920,note_on,480,0,7,,,,,,,,,6,,,47,51
49920,note_on,480,0,5,,,,,,,,,4,,,62,51
49920,note_on,480,0,6,,,,,,,,,5,,,59,51
50130,note_on,210,0,3,,,,,,,,,2,,,67,0
50160,note_on,30,0,3,,,,,,,,,2,,,68,88
50350,note_on,430,0,4,,,,,,,,,3,,,65,0
50370,note_on,210,0,3,,,,,,,,,2,,,68,0
50400,note_on,480,0,7,,,,,,,,,6,,,47,0
50400,note_on,0,0,7,,,,,,,,,6,,,48,51
50400,note_on,0,0,8,,,,,,,,,7,,,36,51
50400,note_on,480,0,8,,,,,,,,,7,,,35,0
50400,note_on,0,0,6,,,,,,,,,5,,,60,51
50400,note_on,30,0,3,,,,,,,,,2,,,69,88
50400,note_on,480,0,5,,,,,,,,,4,,,62,0
50400,note_on,0,0,5,,,,,,,,,4,,,60,51
50400,note_on,480,0,6,,,,,,,,,5,,,59,0
50400,note_on,50,0,4,,,,,,,,,3,,,65,51
50830,note_on,430,0,4,,,,,,,,,3,,,65,0
50880,note_on,480,0,5,,,,,,,,,4,,,60,0
50880,note_on,480,0,6,,,,,,,,,5,,,60,0
50880,note_on,480,0,8,,,,,,,,,7,,,36,0
50880,note_on,480,0,7,,,,,,,,,6,,,48,0
51040,note_on,640,0,3,,,,,,,,,2,,,69,0
51120,note_on,80,0,3,,,,,,,,,2,,,70,88
51330,note_on,210,0,3,,,,,,,,,2,,,70,0
51360,note_on,30,0,3,,,,,,,,,2,,,67,88
51360,note_on,480,0,8,,,,,,,,,7,,,36,51
51360,note_on,480,0,5,,,,,,,,,4,,,58,51
51360,note_on,530,0,4,,,,,,,,,3,,,64,51
51360,note_on,480,0,6,,,,,,,,,5,,,60,51
51360,note_on,480,0,7,,,,,,,,,6,,,48,51
51570,note_on,210,0,3,,,,,,,,,2,,,67,0
51600,note_on,30,0,3,,,,,,,,,2,,,64,88
51600,note_on,240,0,4,,,,,,,,,3,,,64,0
51600,note_on,0,0,4,,,,,,,,,3,,,67,51
51790,note_on,430,0,7,,,,,,,,,6,,,48,0
51790,note_on,430,0,8,,,,,,,,,7,,,36,0
51810,note_on,210,0,3,,,,,,,,,2,,,64,0
51840,note_on,240,0,4,,,,,,,,,3,,,67,0
51840,note_on,0,0,4,,,,,,,,,3,,,65,51
51840,note_on,480,0,5,,,,,,,,,4,,,58,0
51840,note_on,0,0,5,,,,,,,,,4,,,57,51
51840,note_on,50,0,7,,,,,,,,,6,,,53,51
51840,note_on,50,0,8,,,,,,,,,7,,,41,51
51840,note_on,30,0,3,,,,,,,,,2,,,65,88
52050,note_on,690,0,6,,,,,,,,,5,,,60,0
52080,note_on,240,0,4,,,,,,,,,3,,,65,0
52080,note_on,0,0,4,,,,,,,,,3,,,55,51
52080,note_on,30,0,6,,,,,,,,,5,,,53,51
52320,note_on,240,0,4,,,,,,,,,3,,,55,0
52320,note_on,0,0,4,,,,,,,,,3,,,58,51
52320,note_on,480,0,5,,,,,,,,,4,,,57,0
52320,note_on,0,0,5,,,,,,,,,4,,,53,51
52510,note_on,430,0,6,,,,,,,,,5,,,53,0
52560,note_on,0,0,4,,,,,,,,,3,,,60,51
52560,note_on,720,0,7,,,,,,,,,6,,,53,0
52560,note_on,0,0,7,,,,,,,,,6,,,51,51
52560,note_on,0,0,5,,,,,,,,,4,,,57,51
52560,note_on,240,0,5,,,,,,,,,4,,,53,0
52560,note_on,50,0,6,,,,,,,,,5,,,53,51
52560,note_on,720,0,8,,,,,,,,,7,,,41,0
52560,note_on,0,0,8,,,,,,,,,7,,,39,51
52560,note_on,240,0,4,,,,,,,,,3,,,58,0
52800,note_on,240,0,4,,,,,,,,,3,,,60,0
52800,note_on,240,0,7,,,,,,,,,6,,,51,0
52800,note_on,0,0,7,,,,,,,,,6,,,50,51
52800,note_on,0,0,4,,,,,,,,,3,,,62,51
52800,note_on,0,0,8,,,,,,,,,7,,,38,51
52800,note_on,240,0,8,,,,,,,,,7,,,39,0
52800,note_on,240,0,5,,,,,,,,,4,,,57,0
52800,note_on,0,0,5,,,,,,,,,4,,,58,51
52990,note_on,430,0,6,,,,,,,,,5,,,53,0
53040,note_on,240,0,8,,,,,,,,,7,,,38,0
53040,note_on,0,0,7,,,,,,,,,6,,,48,51
53040,note_on,240,0,7,,,,,,,,,6,,,50,0
53040,note_on,240,0,4,,,,,,,,,3,,,62,0
53040,note_on,0,0,4,,,,,,,,,3,,,63,51
53040,note_on,240,0,5,,,,,,,,,4,,,58,0
53040,note_on,0,0,5,,,,,,,,,4,,,60,51
53040,note_on,50,0,6,,,,,,,,,5,,,53,51
53040,note_on,0,0,8,,,,,,,,,7,,,36,51
53250,note_on,210,0,6,,,,,,,,,5,,,53,0
53280,note_on,0,0,4,,,,,,,,,3,,,65,51
53280,note_on,240,0,4,,,,,,,,,3,,,63,0
53280,note_on,240,0,7,,,,,,,,,6,,,48,0
53280,note_on,0,0,7,,,,,,,,,6,,,46,51
53280,note_on,30,0,6,,,,,,,,,5,,,53,51
53280,note_on,240,0,5,,,,,,,,,4,,,60,0
53280,note_on,0,0,5,,,,,,,,,4,,,62,51
53280,note_on,0,0,8,,,,,,,,,7,,,34,51
53280,note_on,240,0,8,,,,,,,,,7,,,36,0
53710,note_on,430,0,6,,,,,,,,,5,,,53,0
53710,note_on,430,0,8,,,,,,,,,7,,,34,0
53710,note_on,430,0,7,,,,,,,,,6,,,46,0
53710,note_on,430,0,4,,,,,,,,,3,,,65,0
53710,note_on,430,0,5,,,,,,,,,4,,,62,0
53760,note_on,50,0,8,,,,,,,,,7,,,34,51
53760,note_on,50,0,7,,,,,,,,,6,,,46,51
53760,note_on,50,0,4,,,,,,,,,3,,,62,51
53760,note_on,50,0,6,,,,,,,,,5,,,58,51
53760,note_on,50,0,5,,,,,,,,,4,,,58,51
54140,note_on,2300,0,3,,,,,,,,,2,,,65,0
54190,note_on,430,0,7,,,,,,,,,6,,,46,0
54190,note_on,430,0,8,,,,,,,,,7,,,34,0
54240,note_on,50,0,7,,,,,,,,,6,,,46,51
54240,note_on,50,0,8,,,,,,,,,7,,,34,51
54240,note_on,100,0,3,,,,,,,,,2,,,66,88
54620,note_on,860,0,4,,,,,,,,,3,,,62,0
54670,note_on,430,0,8,,,,,,,,,7,,,34,0
54670,note_on,430,0,7,,,,,,,,,6,,,46,0
54670,note_on,430,0,3,,,,,,,,,2,,,66,0
54720,note_on,50,0,3,,,,,,,,,2,,,67,88
54720,note_on,100,0,4,,,,,,,,,3,,,63,51
54880,note_on,160,0,3,,,,,,,,,2,,,67,0
54880,note_on,160,0,4,,,,,,,,,3,,,63,0
54880,note_on,0,0,4,,,,,,,,,3,,,65,51
54880,note_on,0,0,3,,,,,,,,,2,,,69,88
55040,note_on,160,0,3,,,,,,,,,2,,,69,0
55040,note_on,0,0,3,,,,,,,,,2,,,70,88
55040,note_on,0,0,4,,,,,,,,,3,,,67,51
55040,note_on,160,0,4,,,,,,,,,3,,,65,0
55200,note_on,530,0,8,,,,,,,,,7,,,46,51
55200,note_on,160,0,3,,,,,,,,,2,,,70,0
55200,note_on,0,0,3,,,,,,,,,2,,,70,88
55200,note_on,530,0,7,,,,,,,,,6,,,58,51
55200,note_on,160,0,4,,,,,,,,,3,,,67,0
55200,note_on,0,0,4,,,,,,,,,3,,,67,51
55630,note_on,430,0,7,,,,,,,,,6,,,58,0
55630,note_on,430,0,8,,,,,,,,,7,,,46,0
55680,note_on,50,0,8,,,,,,,,,7,,,34,51
55680,note_on,50,0,7,,,,,,,,,6,,,46,51
55800,note_on,0,0,3,,,,,,,,,2,,,69,88
55800,note_on,600,0,4,,,,,,,,,3,,,67,0
55800,note_on,0,0,4,,,,,,,,,3,,,65,51
55800,note_on,600,0,3,,,,,,,,,2,,,70,0
55920,note_on,120,0,4,,,,,,,,,3,,,65,0
55920,note_on,0,0,4,,,,,,,,,3,,,63,51
55920,note_on,0,0,3,,,,,,,,,2,,,67,88
55920,note_on,120,0,3,,,,,,,,,2,,,69,0
56040,note_on,0,0,4,,,,,,,,,3,,,62,51
56040,note_on,120,0,3,,,,,,,,,2,,,67,0
56040,note_on,0,0,3,,,,,,,,,2,,,65,88
56040,note_on,120,0,4,,,,,,,,,3,,,63,0
56110,note_on,430,0,8,,,,,,,,,7,,,34,0
56110,note_on,430,0,7,,,,,,,,,6,,,46,0
56160,note_on,120,0,3,,,,,,,,,2,,,65,0
56160,note_on,0,0,4,,,,,,,,,3,,,60,51
56160,note_on,120,0,4,,,,,,,,,3,,,62,0
56160,note_on,0,0,3,,,,,,,,,2,,,63,88
56320,note_on,0,0,4,,,,,,,,,3,,,62,51
56320,note_on,160,0,4,,,,,,,,,3,,,60,0
56320,note_on,160,0,3,,,,,,,,,2,,,63,0
56320,note_on,0,0,3,,,,,,,,,2,,,65,88
56480,note_on,160,0,3,,,,,,,,,2,,,65,0
56480,note_on,0,0,3,,,,,,,,,2,,,67,88
56480,note_on,0,0,4,,,,,,,,,3,,,63,51
56480,note_on,160,0,4,,,,,,,,,3,,,62,0
56640,note_on,160,0,3,,,,,,,,,2,,,67,0
56640,note_on,0,0,3,,,,,,,,,2,,,67,88
56640,note_on,530,0,7,,,,,,,,,6,,,58,51
56640,note_on,160,0,4,,,,,,,,,3,,,63,0
56640,note_on,0,0,4,,,,,,,,,3,,,63,51
56640,note_on,530,0,8,,,,,,,,,7,,,46,51
57070,note_on,430,0,7,,,,,,,,,6,,,58,0
57070,note_on,430,0,8,,,,,,,,,7,,,46,0
57120,note_on,50,0,7,,,,,,,,,6,,,46,51
57120,note_on,50,0,8,,,,,,,,,7,,,34,51
57240,note_on,0,0,4,,,,,,,,,3,,,62,51
57240,note_on,600,0,4,,,,,,,,,3,,,63,0
57240,note_on,0,0,3,,,,,,,,,2,,,65,88
57240,note_on,600,0,3,,,,,,,,,2,,,67,0
57360,note_on,0,0,4,,,,,,,,,3,,,60,51
57360,note_on,120,0,4,,,,,,,,,3,,,62,0
57360,note_on,120,0,3,,,,,,,,,2,,,65,0
57360,note_on,0,0,3,,,,,,,,,2,,,63,88
57450,note_on,3690,0,5,,,,,,,,,4,,,58,0
57450,note_on,3690,0,6,,,,,,,,,5,,,58,0
57480,note_on,120,0,4,,,,,,,,,3,,,60,0
57480,note_on,0,0,4,,,,,,,,,3,,,58,51
57480,note_on,0,0,3,,,,,,,,,2,,,62,88
57480,note_on,120,0,3,,,,,,,,,2,,,63,0
57550,note_on,430,0,8,,,,,,,,,7,,,34,0
57550,note_on,430,0,7,,,,,,,,,6,,,46,0
57600,note_on,50,0,7,,,,,,,,,6,,,53,51
57600,note_on,0,0,4,,,,,,,,,3,,,62,51
57600,note_on,50,0,8,,,,,,,,,7,,,41,51
57600,note_on,120,0,3,,,,,,,,,2,,,62,0
57600,note_on,150,0,6,,,,,,,,,5,,,53,51
57600,note_on,0,0,3,,,,,,,,,2,,,65,88
57600,note_on,120,0,4,,,,,,,,,3,,,58,0
57600,note_on,150,0,5,,,,,,,,,4,,,57,51
57840,note_on,0,0,3,,,,,,,,,2,,,63,88
57840,note_on,0,0,4,,,,,,,,,3,,,60,51
57840,note_on,240,0,4,,,,,,,,,3,,,62,0
57840,note_on,240,0,3,,,,,,,,,2,,,65,0
58030,note_on,430,0,7,,,,,,,,,6,,,53,0
58030,note_on,430,0,8,,,,,,,,,7,,,41,0
58030,note_on,430,0,6,,,,,,,,,5,,,53,0
58080,note_on,480,0,5,,,,,,,,,4,,,57,0
58080,note_on,0,0,5,,,,,,,,,4,,,58,51
58080,note_on,50,0,7,,,,,,,,,6,,,46,51
58080,note_on,50,0,8,,,,,,,,,7,,,34,51
58080,note_on,240,0,3,,,,,,,,,2,,,63,0
58080,note_on,50,0,6,,,,,,,,,5,,,53,51
58080,note_on,0,0,3,,,,,,,,,2,,,62,88
58080,note_on,240,0,4,,,,,,,,,3,,,60,0
58080,note_on,0,0,4,,,,,,,,,3,,,58,51
58290,note_on,210,0,8,,,,,,,,,7,,,34,0
58290,note_on,210,0,7,,,,,,,,,6,,,46,0
58320,note_on,30,0,8,,,,,,,,,7,,,46,51
58320,note_on,30,0,7,,,,,,,,,6,,,58,51
58510,note_on,430,0,3,,,,,,,,,2,,,62,0
58510,note_on,430,0,4,,,,,,,,,3,,,58,0
58510,note_on,430,0,6,,,,,,,,,5,,,53,0
58530,note_on,210,0,8,,,,,,,,,7,,,46,0
58530,note_on,210,0,7,,,,,,,,,6,,,58,0
58560,note_on,30,0,8,,,,,,,,,7,,,41,51
58560,note_on,30,0,7,,,,,,,,,6,,,53,51
58560,note_on,480,0,5,,,,,,,,,4,,,58,0
58770,note_on,210,0,8,,,,,,,,,7,,,41,0
58770,note_on,210,0,7,,,,,,,,,6,,,53,0
58800,note_on,30,0,8,,,,,,,,,7,,,38,51
58800,note_on,30,0,7,,,,,,,,,6,,,50,51
59010,note_on,210,0,8,,,,,,,,,7,,,38,0
59010,note_on,210,0,7,,,,,,,,,6,,,50,0
59040,note_on,30,0,8,,,,,,,,,7,,,34,51
59040,note_on,530,0,3,,,,,,,,,2,,,58,88
59040,note_on,30,0,7,,,,,,,,,6,,,46,51
59470,note_on,430,0,7,,,,,,,,,6,,,46,0
59470,note_on,430,0,8,,,,,,,,,7,,,34,0
59520,note_on,50,0,8,,,,,,,,,7,,,38,51
59520,note_on,50,0,7,,,,,,,,,6,,,50,51
59520,note_on,1010,0,6,,,,,,,,,5,,,53,51
59520,note_on,960,0,5,,,,,,,,,4,,,56,51
59520,note_on,1010,0,4,,,,,,,,,3,,,58,51
60000,note_on,0,0,7,,,,,,,,,6,,,51,51
60000,note_on,480,0,6,,,,,,,,,5,,,53,0
60000,note_on,0,0,8,,,,,,,,,7,,,39,51
60000,note_on,0,0,6,,,,,,,,,5,,,51,51
60000,note_on,480,0,5,,,,,,,,,4,,,56,0
60000,note_on,480,0,7,,,,,,,,,6,,,50,0
60000,note_on,480,0,8,,,,,,,,,7,,,38,0
60000,note_on,0,0,5,,,,,,,,,4,,,55,51
60330,note_on,1290,0,3,,,,,,,,,2,,,58,0
60380,note_on,860,0,4,,,,,,,,,3,,,58,0
60480,note_on,480,0,6,,,,,,,,,5,,,51,0
60480,note_on,480,0,8,,,,,,,,,7,,,39,0
60480,note_on,150,0,3,,,,,,,,,2,,,63,88
60480,note_on,480,0,5,,,,,,,,,4,,,55,0
60480,note_on,480,0,7,,,,,,,,,6,,,51,0
60960,note_on,480,0,6,,,,,,,,,5,,,51,51
60960,note_on,480,0,7,,,,,,,,,6,,,54,51
60960,note_on,480,0,8,,,,,,,,,7,,,42,51
60960,note_on,480,0,5,,,,,,,,,4,,,58,51
60960,note_on,580,0,4,,,,,,,,,3,,,63,51
61440,note_on,0,0,8,,,,,,,,,7,,,41,51
61440,note_on,480,0,8,,,,,,,,,7,,,42,0
61440,note_on,480,0,5,,,,,,,,,4,,,58,0
61440,note_on,0,0,5,,,,,,,,,4,,,57,51
61440,note_on,0,0,7,,,,,,,,,6,,,53,51
61440,note_on,480,0,7,,,,,,,,,6,,,54,0
61440,note_on,0,0,6,,,,,,,,,5,,,53,51
61440,note_on,480,0,6,,,,,,,,,5,,,51,0
61770,note_on,1290,0,3,,,,,,,,,2,,,63,0
61820,note_on,860,0,4,,,,,,,,,3,,,63,0
61920,note_on,0,0,7,,,,,,,,,6,,,46,51
61920,note_on,480,0,5,,,,,,,,,4,,,57,0
61920,note_on,0,0,5,,,,,,,,,4,,,58,51
61920,note_on,0,0,6,,,,,,,,,5,,,53,51
61920,note_on,480,0,6,,,,,,,,,5,,,53,0
61920,note_on,150,0,3,,,,,,,,,2,,,62,88
61920,note_on,100,0,4,,,,,,,,,3,,,62,51
61920,note_on,480,0,8,,,,,,,,,7,,,41,0
61920,note_on,0,0,8,,,,,,,,,7,,,34,51
61920,note_on,480,0,7,,,,,,,,,6,,,53,0
62160,note_on,0,0,3,,,,,,,,,2,,,65,88
62160,note_on,240,0,3,,,,,,,,,2,,,62,0
62400,note_on,0,0,7,,,,,,,,,6,,,50,51
62400,note_on,480,0,7,,,,,,,,,6,,,46,0
62400,note_on,0,0,8,,,,,,,,,7,,,38,51
62400,note_on,480,0,8,,,,,,,,,7,,,34,0
62400,note_on,240,0,3,,,,,,,,,2,,,65,0
62400,note_on,0,0,3,,,,,,,,,2,,,65,88
62880,note_on,480,0,8,,,,,,,,,7,,,38,0
62880,note_on,0,0,8,,,,,,,,,7,,,39,51
62880,note_on,0,0,4,,,,,,,,,3,,,60,51
62880,note_on,960,0,4,,,,,,,,,3,,,62,0
62880,note_on,0,0,7,,,,,,,,,6,,,51,51
62880,note_on,0,0,5,,,,,,,,,4,,,57,51
62880,note_on,960,0,5,,,,,,,,,4,,,58,0
62880,note_on,480,0,7,,,,,,,,,6,,,50,0
63040,note_on,640,0,3,,,,,,,,,2,,,65,0
63120,note_on,80,0,3,,,,,,,,,2,,,69,88
63240,note_on,0,0,3,,,,,,,,,2,,,65,88
63240,note_on,120,0,3,,,,,,,,,2,,,69,0
63360,note_on,0,0,5,,,,,,,,,4,,,58,51
63360,note_on,120,0,3,,,,,,,,,2,,,65,0
63360,note_on,480,0,5,,,,,,,,,4,,,57,0
63360,note_on,0,0,3,,,,,,,,,2,,,70,88
63360,note_on,0,0,8,,,,,,,,,7,,,38,51
63360,note_on,480,0,8,,,,,,,,,7,,,39,0
63360,note_on,480,0,4,,,,,,,,,3,,,60,0
63360,note_on,0,0,4,,,,,,,,,3,,,62,51
63360,note_on,480,0,7,,,,,,,,,6,,,51,0
63360,note_on,0,0,7,,,,,,,,,6,,,50,51
63570,note_on,210,0,3,,,,,,,,,2,,,70,0
63600,note_on,30,0,3,,,,,,,,,2,,,69,88
63790,note_on,430,0,5,,,,,,,,,4,,,58,0
63790,note_on,430,0,8,,,,,,,,,7,,,38,0
63790,note_on,430,0,7,,,,,,,,,6,,,50,0
63790,note_on,1870,0,6,,,,,,,,,5,,,53,0
63790,note_on,430,0,4,,,,,,,,,3,,,62,0
63810,note_on,210,0,3,,,,,,,,,2,,,69,0
63840,note_on,30,0,3,,,,,,,,,2,,,67,88
64050,note_on,210,0,3,,,,,,,,,2,,,67,0
64080,note_on,290,0,4,,,,,,,,,3,,,77,51
64080,note_on,30,0,3,,,,,,,,,2,,,65,88
64080,note_on,290,0,5,,,,,,,,,4,,,74,51
64290,note_on,210,0,3,,,,,,,,,2,,,65,0
64320,note_on,30,0,3,,,,,,,,,2,,,64,88
64320,note_on,240,0,4,,,,,,,,,3,,,77,0
64320,note_on,0,0,4,,,,,,,,,3,,,76,51
64320,note_on,240,0,5,,,,,,,,,4,,,74,0
64320,note_on,0,0,5,,,,,,,,,4,,,73,51
64530,note_on,210,0,3,,,,,,,,,2,,,64,0
64560,note_on,240,0,4,,,,,,,,,3,,,76,0
64560,note_on,0,0,5,,,,,,,,,4,,,74,51
64560,note_on,240,0,5,,,,,,,,,4,,,73,0
64560,note_on,0,0,4,,,,,,,,,3,,,77,51
64560,note_on,30,0,3,,,,,,,,,2,,,65,88
64770,note_on,210,0,3,,,,,,,,,2,,,65,0
64800,note_on,30,0,3,,,,,,,,,2,,,65,88
64800,note_on,1010,0,6,,,,,,,,,5,,,65,51
64800,note_on,240,0,4,,,,,,,,,3,,,77,0
64800,note_on,0,0,4,,,,,,,,,3,,,77,51
64800,note_on,1010,0,8,,,,,,,,,7,,,46,51
64800,note_on,240,0,5,,,,,,,,,4,,,74,0
64800,note_on,0,0,5,,,,,,,,,4,,,74,51
64800,note_on,1010,0,7,,,,,,,,,6,,,58,51
64920,note_on,0,0,3,,,,,,,,,2,,,62,88
64920,note_on,120,0,3,,,,,,,,,2,,,65,0
65010,note_on,210,0,8,,,,,,,,,7,,,46,0
65010,note_on,210,0,7,,,,,,,,,6,,,58,0
65040,note_on,0,0,3,,,,,,,,,2,,,67,88
65040,note_on,30,0,7,,,,,,,,,6,,,51,51
65040,note_on,0,0,4,,,,,,,,,3,,,75,51
65040,note_on,240,0,4,,,,,,,,,3,,,77,0
65040,note_on,120,0,3,,,,,,,,,2,,,62,0
65040,note_on,240,0,5,,,,,,,,,4,,,74,0
65040,note_on,0,0,5,,,,,,,,,4,,,72,51
65040,note_on,240,0,6,,,,,,,,,5,,,65,0
65040,note_on,30,0,8,,,,,,,,,7,,,39,51
65040,note_on,0,0,6,,,,,,,,,5,,,67,51
65160,note_on,0,0,3,,,,,,,,,2,,,63,88
65160,note_on,120,0,3,,,,,,,,,2,,,67,0
65250,note_on,210,0,8,,,,,,,,,7,,,39,0
65250,note_on,210,0,7,,,,,,,,,6,,,51,0
65280,note_on,30,0,8,,,,,,,,,7,,,41,51
65280,note_on,0,0,5,,,,,,,,,4,,,70,51
