tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,data,control,value,channel,program,note,velocity
14984,note_on,,,,,2,0,2,,,,,,,0,,79,0
14988,note_on,,,,,4,0,2,,,,,,,0,,82,42
14990,note_on,,,,,2,0,2,,,,,,,0,,81,0
14994,note_on,,,,,4,0,2,,,,,,,0,,81,40
14996,note_on,,,,,2,0,2,,,,,,,0,,82,0
15000,set_tempo,,,,,24,1,0,,1153846,,,,,,,,
15000,note_on,,,,,0,0,3,,,,,,,1,,67,25
15000,note_on,,,,,0,0,3,,,,,,,1,,70,39
15000,note_on,,,,,24,0,3,,,,,,,1,,48,0
15000,note_on,,,,,4,0,2,,,,,,,0,,84,44
15000,note_on,,,,,0,0,3,,,,,,,1,,64,32
15002,note_on,,,,,2,0,2,,,,,,,0,,81,0
15004,control_change,,,,,24,0,4,,,,,64,0,0,,,
15004,control_change,,,,,24,0,5,,,,,64,0,1,,,
15006,note_on,,,,,4,0,2,,,,,,,0,,82,42
15008,note_on,,,,,2,0,2,,,,,,,0,,84,0
15012,note_on,,,,,12,0,3,,,,,,,1,,64,0
15012,note_on,,,,,4,0,2,,,,,,,0,,81,46
15012,note_on,,,,,0,0,3,,,,,,,1,,67,0
15012,note_on,,,,,0,0,3,,,,,,,1,,70,0
15014,note_on,,,,,2,0,2,,,,,,,0,,82,0
15018,note_on,,,,,4,0,2,,,,,,,0,,82,44
15020,note_on,,,,,2,0,2,,,,,,,0,,81,0
15024,set_tempo,,,,,24,1,0,,1176470,,,,,,,,
15024,note_on,,,,,4,0,2,,,,,,,0,,79,48
15024,note_on,,,,,12,0,3,,,,,,,1,,48,42
15026,note_on,,,,,2,0,2,,,,,,,0,,82,0
15028,control_change,,,,,24,0,4,,,,,64,127,0,,,
15028,control_change,,,,,24,0,5,,,,,64,127,1,,,
15030,note_on,,,,,4,0,2,,,,,,,0,,81,46
15032,note_on,,,,,2,0,2,,,,,,,0,,79,0
15036,note_on,,,,,4,0,2,,,,,,,0,,77,50
15038,note_on,,,,,2,0,2,,,,,,,0,,81,0
15042,note_on,,,,,4,0,2,,,,,,,0,,79,48
15044,note_on,,,,,2,0,2,,,,,,,0,,77,0
15048,note_on,,,,,0,0,3,,,,,,,1,,67,32
15048,note_on,,,,,0,0,3,,,,,,,1,,58,26
15048,note_on,,,,,4,0,2,,,,,,,0,,76,52
15048,set_tempo,,,,,24,1,0,,1224489,,,,,,,,
15048,note_on,,,,,24,0,3,,,,,,,1,,48,0
15048,note_on,,,,,0,0,3,,,,,,,1,,64,20
15050,note_on,,,,,2,0,2,,,,,,,0,,79,0
15052,control_change,,,,,24,0,5,,,,,64,0,1,,,
15052,control_change,,,,,24,0,4,,,,,64,0,0,,,
15054,note_on,,,,,4,0,2,,,,,,,0,,77,50
15056,note_on,,,,,2,0,2,,,,,,,0,,76,0
15058,note_on,,,,,10,0,3,,,,,,,1,,58,0
15058,note_on,,,,,0,0,3,,,,,,,1,,64,0
15058,note_on,,,,,0,0,3,,,,,,,1,,67,0
15060,note_on,,,,,4,0,2,,,,,,,0,,74,54
15062,note_on,,,,,2,0,2,,,,,,,0,,77,0
15066,note_on,,,,,4,0,2,,,,,,,0,,76,52
15068,note_on,,,,,2,0,2,,,,,,,0,,74,0
15072,note_on,,,,,4,0,2,,,,,,,0,,76,0
15072,note_on,,,,,0,0,2,,,,,,,0,,72,55
15072,set_tempo,,,,,24,1,0,,1176470,,,,,,,,
15072,note_on,,,,,14,0,3,,,,,,,1,,36,45
15076,control_change,,,,,24,0,4,,,,,64,127,0,,,
15076,control_change,,,,,24,0,5,,,,,64,127,1,,,
15078,note_on,,,,,6,0,2,,,,,,,0,,76,51
15080,note_on,,,,,2,0,2,,,,,,,0,,72,0
15084,set_tempo,,,,,12,1,0,,1250000,,,,,,,,
15084,note_on,,,,,4,0,2,,,,,,,0,,74,53
15086,note_on,,,,,2,0,2,,,,,,,0,,76,0
15090,note_on,,,,,4,0,2,,,,,,,0,,77,49
15092,note_on,,,,,2,0,2,,,,,,,0,,74,0
15096,note_on,,,,,24,0,3,,,,,,,1,,36,0
15096,note_on,,,,,0,0,3,,,,,,,1,,64,37
15096,note_on,,,,,0,0,3,,,,,,,1,,58,22
15096,note_on,,,,,0,0,3,,,,,,,1,,55,30
15096,note_on,,,,,4,0,2,,,,,,,0,,76,51
15096,set_tempo,,,,,12,1,0,,1224489,,,,,,,,
15098,note_on,,,,,2,0,2,,,,,,,0,,77,0
15100,control_change,,,,,24,0,5,,,,,64,0,1,,,
15100,control_change,,,,,24,0,4,,,,,64,0,0,,,
15102,note_on,,,,,4,0,2,,,,,,,0,,79,47
15104,note_on,,,,,2,0,2,,,,,,,0,,76,0
15108,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
15108,note_on,,,,,4,0,2,,,,,,,0,,77,49
15110,note_on,,,,,2,0,2,,,,,,,0,,79,0
15114,note_on,,,,,4,0,2,,,,,,,0,,81,45
15116,note_on,,,,,0,0,3,,,,,,,1,,58,0
15116,note_on,,,,,0,0,3,,,,,,,1,,64,0
15116,note_on,,,,,2,0,2,,,,,,,0,,77,0
15116,note_on,,,,,20,0,3,,,,,,,1,,55,0
15120,set_tempo,,,,,12,1,0,,1250000,,,,,,,,
15120,note_on,,,,,4,0,2,,,,,,,0,,79,47
15122,note_on,,,,,2,0,2,,,,,,,0,,81,0
15126,note_on,,,,,4,0,2,,,,,,,0,,82,43
15126,set_tempo,,,,,6,1,0,,1333333,,,,,,,,
15128,note_on,,,,,2,0,2,,,,,,,0,,79,0
15132,set_tempo,,,,,6,1,0,,1304347,,,,,,,,
15132,note_on,,,,,4,0,2,,,,,,,0,,81,45
15134,note_on,,,,,2,0,2,,,,,,,0,,82,0
15138,note_on,,,,,4,0,2,,,,,,,0,,84,41
15138,set_tempo,,,,,6,1,0,,1395348,,,,,,,,
15140,note_on,,,,,2,0,2,,,,,,,0,,81,0
15144,note_on,,,,,4,0,2,,,,,,,0,,82,43
15144,set_tempo,,,,,6,1,0,,1463414,,,,,,,,
15146,note_on,,,,,2,0,2,,,,,,,0,,84,0
15150,set_tempo,,,,,6,1,0,,1621621,,,,,,,,
15150,note_on,,,,,4,0,2,,,,,,,0,,81,45
15152,note_on,,,,,2,0,2,,,,,,,0,,82,0
15156,note_on,,,,,4,0,2,,,,,,,0,,82,41
15156,set_tempo,,,,,6,1,0,,1538461,,,,,,,,
15158,note_on,,,,,2,0,2,,,,,,,0,,81,0
15162,note_on,,,,,4,0,2,,,,,,,0,,79,35
15162,set_tempo,,,,,6,1,0,,2000000,,,,,,,,
15164,note_on,,,,,2,0,2,,,,,,,0,,82,0
15168,note_on,,,,,52,0,3,,,,,,,1,,41,50
15168,set_tempo,,,,,6,1,0,,1395348,,,,,,,,
15168,control_change,,,,,68,0,5,,,,,64,127,1,,,
15168,note_on,,,,,0,0,2,,,,,,,0,,69,35
15168,note_on,,,,,4,0,2,,,,,,,0,,79,0
15168,control_change,,,,,68,0,4,,,,,64,127,0,,,
15170,note_on,,,,,2,0,2,,,,,,,0,,72,38
15172,note_on,,,,,2,0,2,,,,,,,0,,77,50
15180,note_on,,,,,12,0,3,,,,,,,1,,60,38
15182,note_on,,,,,2,0,3,,,,,,,1,,41,0
15192,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
15192,note_on,,,,,10,0,3,,,,,,,1,,57,40
15194,note_on,,,,,2,0,3,,,,,,,1,,60,0
15204,note_on,,,,,10,0,3,,,,,,,1,,60,35
15206,note_on,,,,,2,0,3,,,,,,,1,,57,0
15216,note_on,,,,,10,0,3,,,,,,,1,,65,33
15218,note_on,,,,,2,0,3,,,,,,,1,,60,0
15228,note_on,,,,,10,0,3,,,,,,,1,,60,37
15230,note_on,,,,,2,0,3,,,,,,,1,,65,0
15240,note_on,,,,,0,0,2,,,,,,,0,,79,52
15240,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
15240,note_on,,,,,68,0,2,,,,,,,0,,72,0
15240,note_on,,,,,10,0,3,,,,,,,1,,57,40
15240,note_on,,,,,0,0,2,,,,,,,0,,69,0
15242,note_on,,,,,2,0,2,,,,,,,0,,77,0
15242,note_on,,,,,2,0,3,,,,,,,1,,60,0
15247,note_on,,,,,5,0,2,,,,,,,0,,77,45
15249,note_on,,,,,2,0,2,,,,,,,0,,79,0
15252,note_on,,,,,3,0,2,,,,,,,0,,76,48
15252,note_on,,,,,10,0,3,,,,,,,1,,60,35
15254,note_on,,,,,2,0,3,,,,,,,1,,57,0
15254,note_on,,,,,2,0,2,,,,,,,0,,77,0
15258,note_on,,,,,4,0,2,,,,,,,0,,77,43
15260,note_on,,,,,2,0,2,,,,,,,0,,76,0
15262,note_on,,,,,2,0,2,,,,,,,0,,70,30
15264,note_on,,,,,2,0,2,,,,,,,0,,74,33
15264,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
15264,note_on,,,,,10,0,3,,,,,,,1,,46,45
15266,note_on,,,,,2,0,2,,,,,,,0,,77,0
15266,control_change,,,,,98,0,5,,,,,64,0,1,,,
15266,note_on,,,,,2,0,3,,,,,,,1,,60,0
15266,control_change,,,,,98,0,4,,,,,64,0,0,,,
15266,note_on,,,,,0,0,2,,,,,,,0,,81,45
15268,control_change,,,,,2,0,5,,,,,64,127,1,,,
15268,control_change,,,,,2,0,4,,,,,64,127,0,,,
15270,note_on,,,,,4,0,2,,,,,,,0,,70,0
15272,note_on,,,,,2,0,2,,,,,,,0,,74,0
15276,note_on,,,,,10,0,3,,,,,,,1,,62,33
15278,note_on,,,,,2,0,3,,,,,,,1,,46,0
15288,note_on,,,,,10,0,3,,,,,,,1,,58,35
15288,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
15290,note_on,,,,,2,0,3,,,,,,,1,,62,0
15300,note_on,,,,,28,0,2,,,,,,,0,,79,48
15300,note_on,,,,,10,0,3,,,,,,,1,,62,30
15302,note_on,,,,,2,0,2,,,,,,,0,,81,0
15302,note_on,,,,,2,0,3,,,,,,,1,,58,0
15312,note_on,,,,,10,0,3,,,,,,,1,,67,28
15312,note_on,,,,,10,0,2,,,,,,,0,,82,42
15314,note_on,,,,,2,0,2,,,,,,,0,,79,0
15314,note_on,,,,,2,0,3,,,,,,,1,,62,0
15324,note_on,,,,,10,0,3,,,,,,,1,,62,32
15326,note_on,,,,,2,0,3,,,,,,,1,,67,0
15336,note_on,,,,,10,0,3,,,,,,,1,,58,35
15336,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
15338,note_on,,,,,2,0,3,,,,,,,1,,62,0
15348,note_on,,,,,10,0,3,,,,,,,1,,62,38
15348,note_on,,,,,34,0,2,,,,,,,0,,79,45
15350,note_on,,,,,2,0,2,,,,,,,0,,82,0
15350,note_on,,,,,2,0,3,,,,,,,1,,58,0
15356,note_on,,,,,6,0,2,,,,,,,0,,69,35
15358,note_on,,,,,2,0,2,,,,,,,0,,72,38
15360,control_change,,,,,92,0,5,,,,,64,127,1,,,
15360,control_change,,,,,92,0,4,,,,,64,127,0,,,
15360,note_on,,,,,2,0,2,,,,,,,0,,77,48
15360,note_on,,,,,10,0,3,,,,,,,1,,48,50
15360,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
15362,note_on,,,,,2,0,3,,,,,,,1,,62,0
15362,control_change,,,,,2,0,5,,,,,64,0,1,,,
15362,control_change,,,,,2,0,4,,,,,64,0,0,,,
15362,note_on,,,,,2,0,2,,,,,,,0,,79,0
15364,control_change,,,,,2,0,5,,,,,64,127,1,,,
15364,control_change,,,,,2,0,4,,,,,64,127,0,,,
15372,note_on,,,,,10,0,3,,,,,,,1,,57,38
15374,note_on,,,,,2,0,3,,,,,,,1,,48,0
15384,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
15384,note_on,,,,,10,0,3,,,,,,,1,,60,40
15386,note_on,,,,,2,0,3,,,,,,,1,,57,0
15396,note_on,,,,,10,0,3,,,,,,,1,,65,35
15398,note_on,,,,,2,0,3,,,,,,,1,,60,0
15408,note_on,,,,,0,0,3,,,,,,,1,,48,45
15408,note_on,,,,,10,0,3,,,,,,,1,,65,0
15408,note_on,,,,,46,0,2,,,,,,,0,,67,30
15410,control_change,,,,,46,0,4,,,,,64,0,0,,,
15410,control_change,,,,,46,0,5,,,,,64,0,1,,,
15410,note_on,,,,,2,0,2,,,,,,,0,,69,0
15412,control_change,,,,,2,0,4,,,,,64,127,0,,,
15412,control_change,,,,,2,0,5,,,,,64,127,1,,,
15420,note_on,,,,,10,0,2,,,,,,,0,,76,52
15420,note_on,,,,,12,0,3,,,,,,,1,,55,33
15422,note_on,,,,,2,0,2,,,,,,,0,,77,0
15422,note_on,,,,,2,0,3,,,,,,,1,,48,0
15432,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
15432,note_on,,,,,10,0,2,,,,,,,0,,79,45
15432,note_on,,,,,10,0,3,,,,,,,1,,60,35
15434,note_on,,,,,2,0,2,,,,,,,0,,76,0
15434,note_on,,,,,2,0,3,,,,,,,1,,55,0
15444,note_on,,,,,10,0,3,,,,,,,1,,64,30
15444,note_on,,,,,10,0,2,,,,,,,0,,76,47
15446,note_on,,,,,2,0,2,,,,,,,0,,79,0
15446,note_on,,,,,2,0,3,,,,,,,1,,60,0
15452,note_on,,,,,6,0,2,,,,,,,0,,64,28
15454,note_on,,,,,0,0,2,,,,,,,0,,67,32
15454,note_on,,,,,2,0,2,,,,,,,0,,67,0
15456,note_on,,,,,2,0,2,,,,,,,0,,72,0
15456,note_on,,,,,0,0,2,,,,,,,0,,72,42
15456,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
15456,note_on,,,,,10,0,3,,,,,,,1,,64,0
15456,note_on,,,,,0,0,3,,,,,,,1,,48,48
15458,control_change,,,,,46,0,4,,,,,64,0,0,,,
15458,control_change,,,,,46,0,5,,,,,64,0,1,,,
15458,note_on,,,,,2,0,2,,,,,,,0,,76,0
15460,control_change,,,,,2,0,5,,,,,64,127,1,,,
15460,control_change,,,,,2,0,4,,,,,64,127,0,,,
15466,note_on,,,,,8,0,2,,,,,,,0,,64,0
15468,note_on,,,,,12,0,3,,,,,,,1,,55,35
15468,note_on,,,,,2,0,2,,,,,,,0,,67,0
15470,note_on,,,,,2,0,3,,,,,,,1,,48,0
15480,note_on,,,,,10,0,3,,,,,,,1,,52,37
15480,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
15482,note_on,,,,,2,0,3,,,,,,,1,,55,0
15492,note_on,,,,,10,0,3,,,,,,,1,,55,32
15494,note_on,,,,,2,0,3,,,,,,,1,,52,0
15504,note_on,,,,,10,0,3,,,,,,,1,,60,28
15504,note_on,,,,,0,0,3,,,,,,,1,,46,52
15504,note_on,,,,,36,0,2,,,,,,,0,,72,0
15506,note_on,,,,,2,0,3,,,,,,,1,,55,0
15516,note_on,,,,,10,0,3,,,,,,,1,,55,31
15518,note_on,,,,,2,0,3,,,,,,,1,,60,0
15528,note_on,,,,,24,0,2,,,,,,,0,,72,55
15528,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
15528,note_on,,,,,10,0,3,,,,,,,1,,52,33
15530,note_on,,,,,2,0,3,,,,,,,1,,55,0
15540,note_on,,,,,10,0,3,,,,,,,1,,55,30
15542,note_on,,,,,2,0,3,,,,,,,1,,52,0
15549,note_on,,,,,21,0,2,,,,,,,0,,79,50
15552,note_on,,,,,3,0,2,,,,,,,0,,72,0
15552,note_on,,,,,0,0,2,,,,,,,0,,77,57
15552,note_on,,,,,0,0,2,,,,,,,0,,65,42
15552,control_change,,,,,92,0,5,,,,,64,127,1,,,
15552,control_change,,,,,92,0,4,,,,,64,127,0,,,
15552,note_on,,,,,0,0,3,,,,,,,1,,45,55
15552,note_on,,,,,0,0,3,,,,,,,1,,46,0
15552,note_on,,,,,10,0,3,,,,,,,1,,55,0
15552,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
15553,note_on,,,,,1,0,2,,,,,,,0,,79,0
15554,control_change,,,,,2,0,4,,,,,64,0,0,,,
15554,control_change,,,,,2,0,5,,,,,64,0,1,,,
15556,control_change,,,,,2,0,4,,,,,64,127,0,,,
15556,control_change,,,,,2,0,5,,,,,64,127,1,,,
15564,note_on,,,,,11,0,2,,,,,,,0,,76,60
15564,note_on,,,,,0,0,2,,,,,,,0,,64,45
15564,note_on,,,,,12,0,3,,,,,,,1,,53,35
15566,note_on,,,,,0,0,2,,,,,,,0,,77,0
15566,note_on,,,,,2,0,2,,,,,,,0,,65,0
15566,note_on,,,,,2,0,3,,,,,,,1,,45,0
15576,note_on,,,,,10,0,2,,,,,,,0,,77,62
15576,note_on,,,,,0,0,2,,,,,,,0,,65,47
15576,note_on,,,,,10,0,3,,,,,,,1,,48,37
15576,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
15578,note_on,,,,,2,0,2,,,,,,,0,,64,0
15578,note_on,,,,,0,0,2,,,,,,,0,,76,0
15578,note_on,,,,,2,0,3,,,,,,,1,,53,0
15588,note_on,,,,,10,0,2,,,,,,,0,,78,57
15588,note_on,,,,,0,0,2,,,,,,,0,,66,42
15588,note_on,,,,,10,0,3,,,,,,,1,,57,32
15590,note_on,,,,,0,0,2,,,,,,,0,,77,0
15590,note_on,,,,,2,0,3,,,,,,,1,,48,0
15590,note_on,,,,,2,0,2,,,,,,,0,,65,0
15597,note_on,,,,,7,0,2,,,,,,,0,,81,50
15600,note_on,,,,,10,0,3,,,,,,,1,,57,0
15600,note_on,,,,,0,0,3,,,,,,,1,,40,58
15600,note_on,,,,,0,0,2,,,,,,,0,,67,50
15600,note_on,,,,,3,0,2,,,,,,,0,,79,65
15601,note_on,,,,,1,0,2,,,,,,,0,,81,0
15602,note_on,,,,,0,0,2,,,,,,,0,,78,0
15602,control_change,,,,,46,0,5,,,,,64,0,1,,,
15602,control_change,,,,,46,0,4,,,,,64,0,0,,,
15602,note_on,,,,,1,0,2,,,,,,,0,,66,0
15604,control_change,,,,,2,0,4,,,,,64,127,0,,,
15604,control_change,,,,,2,0,5,,,,,64,127,1,,,
15612,note_on,,,,,12,0,3,,,,,,,1,,55,37
15612,note_on,,,,,10,0,2,,,,,,,0,,78,68
15612,note_on,,,,,0,0,2,,,,,,,0,,66,53
15614,note_on,,,,,2,0,3,,,,,,,1,,40,0
15614,note_on,,,,,2,0,2,,,,,,,0,,67,0
15614,note_on,,,,,0,0,2,,,,,,,0,,79,0
15624,note_on,,,,,10,0,3,,,,,,,1,,52,40
15624,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
15624,note_on,,,,,0,0,2,,,,,,,0,,67,55
15624,note_on,,,,,10,0,2,,,,,,,0,,79,70
15626,note_on,,,,,2,0,2,,,,,,,0,,66,0
15626,note_on,,,,,0,0,2,,,,,,,0,,78,0
15626,note_on,,,,,2,0,3,,,,,,,1,,55,0
15636,note_on,,,,,10,0,3,,,,,,,1,,60,35
15636,note_on,,,,,0,0,2,,,,,,,0,,68,50
15636,note_on,,,,,10,0,2,,,,,,,0,,80,65
15638,note_on,,,,,0,0,2,,,,,,,0,,79,0
15638,note_on,,,,,2,0,3,,,,,,,1,,52,0
15638,note_on,,,,,2,0,2,,,,,,,0,,67,0
15645,note_on,,,,,7,0,2,,,,,,,0,,82,59
15648,note_on,,,,,0,0,2,,,,,,,0,,69,59
15648,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
15648,note_on,,,,,10,0,3,,,,,,,1,,60,0
15648,note_on,,,,,0,0,3,,,,,,,1,,41,53
15648,note_on,,,,,3,0,2,,,,,,,0,,81,74
15649,note_on,,,,,1,0,2,,,,,,,0,,82,0
15650,control_change,,,,,46,0,4,,,,,64,0,0,,,
15650,control_change,,,,,46,0,5,,,,,64,0,1,,,
15650,note_on,,,,,0,0,2,,,,,,,0,,80,0
15650,note_on,,,,,1,0,2,,,,,,,0,,68,0
15652,control_change,,,,,2,0,5,,,,,64,127,1,,,
15652,control_change,,,,,2,0,4,,,,,64,127,0,,,
15660,note_on,,,,,0,0,2,,,,,,,0,,68,62
15660,note_on,,,,,10,0,2,,,,,,,0,,80,77
15660,note_on,,,,,12,0,3,,,,,,,1,,60,32
15662,note_on,,,,,0,0,2,,,,,,,0,,81,0
15662,note_on,,,,,2,0,3,,,,,,,1,,41,0
15662,note_on,,,,,2,0,2,,,,,,,0,,69,0
15672,note_on,,,,,10,0,2,,,,,,,0,,81,72
15672,note_on,,,,,0,0,2,,,,,,,0,,69,57
15672,note_on,,,,,10,0,3,,,,,,,1,,57,35
15672,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
15674,note_on,,,,,2,0,3,,,,,,,1,,60,0
15674,note_on,,,,,0,0,2,,,,,,,0,,80,0
15674,note_on,,,,,2,0,2,,,,,,,0,,68,0
15684,note_on,,,,,10,0,2,,,,,,,0,,84,70
15684,note_on,,,,,0,0,2,,,,,,,0,,72,55
15684,note_on,,,,,10,0,3,,,,,,,1,,65,30
15686,note_on,,,,,0,0,2,,,,,,,0,,81,0
15686,note_on,,,,,2,0,2,,,,,,,0,,69,0
15686,note_on,,,,,2,0,3,,,,,,,1,,57,0
15696,note_on,,,,,10,0,2,,,,,,,0,,82,77
15696,note_on,,,,,0,0,3,,,,,,,1,,46,55
15696,note_on,,,,,10,0,3,,,,,,,1,,65,0
15696,note_on,,,,,0,0,2,,,,,,,0,,70,62
15698,control_change,,,,,46,0,4,,,,,64,0,0,,,
15698,note_on,,,,,0,0,2,,,,,,,0,,84,0
15698,note_on,,,,,2,0,2,,,,,,,0,,72,0
15698,control_change,,,,,46,0,5,,,,,64,0,1,,,
15700,control_change,,,,,2,0,4,,,,,64,127,0,,,
15700,control_change,,,,,2,0,5,,,,,64,127,1,,,
15708,note_on,,,,,12,0,3,,,,,,,1,,62,30
15708,note_on,,,,,10,0,2,,,,,,,0,,84,80
15708,note_on,,,,,0,0,2,,,,,,,0,,72,65
15710,note_on,,,,,2,0,3,,,,,,,1,,46,0
15710,note_on,,,,,2,0,2,,,,,,,0,,70,0
15710,note_on,,,,,0,0,2,,,,,,,0,,82,0
15720,note_on,,,,,0,0,2,,,,,,,0,,74,60
15720,note_on,,,,,10,0,3,,,,,,,1,,58,32
15720,note_on,,,,,10,0,2,,,,,,,0,,86,75
15720,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
15722,note_on,,,,,2,0,3,,,,,,,1,,62,0
15722,note_on,,,,,2,0,2,,,,,,,0,,72,0
15722,note_on,,,,,0,0,2,,,,,,,0,,84,0
15732,note_on,,,,,0,0,2,,,,,,,0,,70,55
15732,note_on,,,,,10,0,2,,,,,,,0,,82,70
15732,note_on,,,,,10,0,3,,,,,,,1,,67,28
15734,note_on,,,,,0,0,2,,,,,,,0,,86,0
15734,note_on,,,,,2,0,2,,,,,,,0,,74,0
15734,note_on,,,,,2,0,3,,,,,,,1,,58,0
15738,note_on,,,,,4,0,2,,,,,,,0,,69,58
15742,note_on,,,,,4,0,2,,,,,,,0,,72,50
15744,note_on,,,,,10,0,3,,,,,,,1,,67,0
15744,note_on,,,,,2,0,2,,,,,,,0,,77,55
15744,note_on,,,,,0,0,3,,,,,,,1,,48,60
15744,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
15744,control_change,,,,,44,0,5,,,,,64,127,1,,,
15744,control_change,,,,,44,0,4,,,,,64,127,0,,,
15746,control_change,,,,,2,0,5,,,,,64,0,1,,,
15746,note_on,,,,,2,0,2,,,,,,,0,,70,0
15746,note_on,,,,,0,0,2,,,,,,,0,,81,68
15746,control_change,,,,,2,0,4,,,,,64,0,0,,,
15746,note_on,,,,,0,0,2,,,,,,,0,,82,0
15748,control_change,,,,,2,0,4,,,,,64,127,0,,,
15748,control_change,,,,,2,0,5,,,,,64,127,1,,,
15756,note_on,,,,,12,0,3,,,,,,,1,,57,43
15758,note_on,,,,,2,0,3,,,,,,,1,,48,0
15768,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
15768,note_on,,,,,10,0,3,,,,,,,1,,53,45
15770,note_on,,,,,2,0,3,,,,,,,1,,57,0
15780,note_on,,,,,10,0,3,,,,,,,1,,60,40
15782,note_on,,,,,2,0,3,,,,,,,1,,53,0
15792,note_on,,,,,10,0,3,,,,,,,1,,57,42
15794,note_on,,,,,2,0,3,,,,,,,1,,60,0
15798,note_on,,,,,52,0,2,,,,,,,0,,84,50
15800,note_on,,,,,2,0,2,,,,,,,0,,69,0
15800,note_on,,,,,0,0,2,,,,,,,0,,72,0
15800,note_on,,,,,0,0,2,,,,,,,0,,77,0
15800,note_on,,,,,0,0,2,,,,,,,0,,81,0
15804,note_on,,,,,10,0,3,,,,,,,1,,65,37
15804,note_on,,,,,4,0,2,,,,,,,0,,89,52
15806,note_on,,,,,2,0,2,,,,,,,0,,84,0
15806,note_on,,,,,2,0,3,,,,,,,1,,57,0
15807,note_on,,,,,1,0,2,,,,,,,0,,89,0
15810,note_on,,,,,3,0,2,,,,,,,0,,88,54
15813,note_on,,,,,3,0,2,,,,,,,0,,88,0
15816,set_tempo,,,,,48,1,0,,1304347,,,,,,,,
15816,note_on,,,,,10,0,3,,,,,,,1,,60,39
15816,note_on,,,,,3,0,2,,,,,,,0,,86,56
15818,note_on,,,,,2,0,3,,,,,,,1,,65,0
15819,note_on,,,,,3,0,2,,,,,,,0,,86,0
15822,note_on,,,,,3,0,2,,,,,,,0,,84,58
15825,note_on,,,,,3,0,2,,,,,,,0,,84,0
15828,set_tempo,,,,,12,1,0,,1333333,,,,,,,,
15828,note_on,,,,,3,0,2,,,,,,,0,,82,60
15828,note_on,,,,,10,0,3,,,,,,,1,,69,33
15830,note_on,,,,,2,0,3,,,,,,,1,,60,0
15831,note_on,,,,,3,0,2,,,,,,,0,,82,0
15834,note_on,,,,,3,0,2,,,,,,,0,,81,62
15837,note_on,,,,,3,0,2,,,,,,,0,,81,0
15840,note_on,,,,,3,0,2,,,,,,,0,,79,58
15840,note_on,,,,,10,0,3,,,,,,,1,,48,50
15840,note_on,,,,,0,0,2,,,,,,,0,,72,50
15840,set_tempo,,,,,12,1,0,,1304347,,,,,,,,
15840,note_on,,,,,0,0,2,,,,,,,0,,76,32
15842,control_change,,,,,94,0,5,,,,,64,0,1,,,
15842,note_on,,,,,2,0,3,,,,,,,1,,69,0
15842,control_change,,,,,94,0,4,,,,,64,0,0,,,
15844,control_change,,,,,2,0,5,,,,,64,127,1,,,
15844,control_change,,,,,2,0,4,,,,,64,127,0,,,
15852,note_on,,,,,10,0,3,,,,,,,1,,55,35
15854,note_on,,,,,2,0,3,,,,,,,1,,48,0
15864,note_on,,,,,10,0,3,,,,,,,1,,52,37
15864,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
15866,note_on,,,,,2,0,3,,,,,,,1,,55,0
15876,note_on,,,,,10,0,3,,,,,,,1,,60,32
15878,note_on,,,,,2,0,3,,,,,,,1,,52,0
15888,note_on,,,,,0,0,2,,,,,,,0,,79,0
15888,note_on,,,,,48,0,2,,,,,,,0,,72,0
15888,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
15888,note_on,,,,,0,0,2,,,,,,,0,,76,0
15888,note_on,,,,,10,0,3,,,,,,,1,,55,34
15890,note_on,,,,,2,0,3,,,,,,,1,,60,0
15900,note_on,,,,,10,0,3,,,,,,,1,,64,37
15902,note_on,,,,,2,0,3,,,,,,,1,,55,0
15912,note_on,,,,,24,0,2,,,,,,,0,,72,80
15912,note_on,,,,,10,0,3,,,,,,,1,,60,40
15912,set_tempo,,,,,24,1,0,,1395348,,,,,,,,
15914,note_on,,,,,2,0,3,,,,,,,1,,64,0
15924,note_on,,,,,10,0,3,,,,,,,1,,67,35
15926,note_on,,,,,2,0,3,,,,,,,1,,60,0
15930,control_change,,,,,86,0,4,,,,,64,0,0,,,
