tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity
16554,note_on,54,0,3,,,,,,,,,,,2,,68,0
16557,note_on,27,0,1,,,,,,,,,,,0,,76,0
16560,note_on,12,0,5,,,,,,,,,,,4,,53,100
16560,note_on,6,0,3,,,,,,,,,,,2,,69,100
16560,note_on,3,0,1,,,,,,,,,,,0,,81,100
16587,note_on,387,0,4,,,,,,,,,,,3,,86,0
16590,note_on,3,0,4,,,,,,,,,,,3,,84,100
16614,note_on,54,0,3,,,,,,,,,,,2,,69,0
16617,note_on,27,0,4,,,,,,,,,,,3,,84,0
16620,note_on,3,0,4,,,,,,,,,,,3,,83,100
16620,note_on,6,0,3,,,,,,,,,,,2,,72,100
16647,note_on,27,0,4,,,,,,,,,,,3,,83,0
16650,note_on,3,0,4,,,,,,,,,,,3,,81,100
16668,note_on,108,0,5,,,,,,,,,,,4,,53,0
16674,note_on,54,0,3,,,,,,,,,,,2,,72,0
16677,note_on,27,0,4,,,,,,,,,,,3,,81,0
16680,note_on,3,0,4,,,,,,,,,,,3,,83,100
16680,note_on,12,0,5,,,,,,,,,,,4,,50,100
16680,note_on,6,0,3,,,,,,,,,,,2,,77,100
16707,note_on,147,0,1,,,,,,,,,,,0,,81,0
16710,note_on,3,0,1,,,,,,,,,,,0,,80,100
16734,note_on,54,0,3,,,,,,,,,,,2,,77,0
16737,note_on,27,0,1,,,,,,,,,,,0,,80,0
16740,note_on,3,0,1,,,,,,,,,,,0,,78,100
16740,note_on,6,0,3,,,,,,,,,,,2,,74,100
16767,note_on,27,0,1,,,,,,,,,,,0,,78,0
16770,note_on,3,0,1,,,,,,,,,,,0,,76,100
16788,note_on,108,0,4,,,,,,,,,,,3,,83,0
16788,note_on,108,0,5,,,,,,,,,,,4,,50,0
16794,note_on,54,0,3,,,,,,,,,,,2,,74,0
16797,note_on,27,0,1,,,,,,,,,,,0,,76,0
16800,note_on,3,0,1,,,,,,,,,,,0,,83,100
16800,note_on,12,0,5,,,,,,,,,,,4,,52,100
16800,note_on,12,0,4,,,,,,,,,,,3,,80,100
16800,note_on,6,0,3,,,,,,,,,,,2,,74,100
16854,note_on,54,0,1,,,,,,,,,,,0,,83,0
16854,note_on,54,0,3,,,,,,,,,,,2,,74,0
16860,note_on,6,0,1,,,,,,,,,,,0,,74,100
16860,note_on,6,0,3,,,,,,,,,,,2,,71,100
16908,note_on,108,0,5,,,,,,,,,,,4,,52,0
16914,note_on,54,0,1,,,,,,,,,,,0,,74,0
16914,note_on,54,0,3,,,,,,,,,,,2,,71,0
16920,note_on,6,0,1,,,,,,,,,,,0,,74,100
16920,note_on,12,0,5,,,,,,,,,,,4,,45,100
16974,note_on,54,0,5,,,,,,,,,,,4,,45,0
16980,note_on,66,0,3,,,,,,,,,,,2,,65,100
16980,note_on,6,0,5,,,,,,,,,,,4,,57,100
17028,note_on,228,0,4,,,,,,,,,,,3,,80,0
17028,note_on,108,0,1,,,,,,,,,,,0,,74,0
17034,note_on,54,0,5,,,,,,,,,,,4,,57,0
17034,note_on,54,0,3,,,,,,,,,,,2,,65,0
17040,note_on,12,0,1,,,,,,,,,,,0,,72,100
17040,note_on,6,0,5,,,,,,,,,,,4,,57,100
17040,note_on,12,0,4,,,,,,,,,,,3,,81,100
17040,note_on,6,0,3,,,,,,,,,,,2,,64,100
17094,note_on,54,0,5,,,,,,,,,,,4,,57,0
17094,note_on,54,0,3,,,,,,,,,,,2,,64,0
17100,note_on,6,0,3,,,,,,,,,,,2,,69,100
17100,note_on,6,0,5,,,,,,,,,,,4,,55,100
17148,note_on,108,0,1,,,,,,,,,,,0,,72,0
17148,note_on,108,0,4,,,,,,,,,,,3,,81,0
17154,note_on,54,0,3,,,,,,,,,,,2,,69,0
17154,note_on,54,0,5,,,,,,,,,,,4,,55,0
17160,note_on,6,0,5,,,,,,,,,,,4,,55,100
17160,note_on,6,0,3,,,,,,,,,,,2,,72,100
17160,note_on,12,0,1,,,,,,,,,,,0,,75,100
17214,note_on,54,0,5,,,,,,,,,,,4,,55,0
17214,note_on,54,0,3,,,,,,,,,,,2,,72,0
17220,note_on,6,0,3,,,,,,,,,,,2,,69,100
17220,note_on,6,0,5,,,,,,,,,,,4,,54,100
17274,note_on,54,0,3,,,,,,,,,,,2,,69,0
17274,note_on,54,0,5,,,,,,,,,,,4,,54,0
17280,note_on,6,0,3,,,,,,,,,,,2,,57,100
17280,note_on,6,0,5,,,,,,,,,,,4,,54,100
17307,note_on,147,0,1,,,,,,,,,,,0,,75,0
17310,note_on,3,0,1,,,,,,,,,,,0,,72,100
17337,note_on,27,0,1,,,,,,,,,,,0,,72,0
17340,note_on,3,0,1,,,,,,,,,,,0,,74,100
17367,note_on,27,0,1,,,,,,,,,,,0,,74,0
17370,note_on,3,0,1,,,,,,,,,,,0,,75,100
17388,note_on,108,0,5,,,,,,,,,,,4,,54,0
17388,note_on,108,0,3,,,,,,,,,,,2,,57,0
17397,note_on,27,0,1,,,,,,,,,,,0,,75,0
17400,note_on,12,0,5,,,,,,,,,,,4,,42,100
17400,note_on,3,0,1,,,,,,,,,,,0,,74,100
17427,note_on,27,0,1,,,,,,,,,,,0,,74,0
17430,note_on,3,0,1,,,,,,,,,,,0,,70,100
17457,note_on,27,0,1,,,,,,,,,,,0,,70,0
17460,note_on,72,0,3,,,,,,,,,,,2,,69,100
17460,note_on,3,0,1,,,,,,,,,,,0,,72,100
17487,note_on,27,0,1,,,,,,,,,,,0,,72,0
17490,note_on,3,0,1,,,,,,,,,,,0,,74,100
17508,note_on,108,0,5,,,,,,,,,,,4,,42,0
17514,note_on,54,0,3,,,,,,,,,,,2,,69,0
17517,note_on,27,0,1,,,,,,,,,,,0,,74,0
17520,note_on,3,0,1,,,,,,,,,,,0,,72,100
17520,note_on,12,0,5,,,,,,,,,,,4,,38,100
17520,note_on,372,0,4,,,,,,,,,,,3,,81,100
17520,note_on,6,0,3,,,,,,,,,,,2,,66,100
17547,note_on,27,0,1,,,,,,,,,,,0,,72,0
17550,note_on,3,0,1,,,,,,,,,,,0,,69,100
17574,note_on,54,0,3,,,,,,,,,,,2,,66,0
17577,note_on,27,0,1,,,,,,,,,,,0,,69,0
17580,note_on,6,0,3,,,,,,,,,,,2,,62,100
17580,note_on,3,0,1,,,,,,,,,,,0,,70,100
17607,note_on,27,0,1,,,,,,,,,,,0,,70,0
17610,note_on,3,0,1,,,,,,,,,,,0,,72,100
17628,note_on,108,0,5,,,,,,,,,,,4,,38,0
17634,note_on,54,0,3,,,,,,,,,,,2,,62,0
17637,note_on,27,0,1,,,,,,,,,,,0,,72,0
17640,note_on,6,0,3,,,,,,,,,,,2,,74,100
17640,note_on,3,0,1,,,,,,,,,,,0,,70,100
17640,note_on,12,0,5,,,,,,,,,,,4,,43,100
17667,note_on,147,0,4,,,,,,,,,,,3,,81,0
17670,note_on,3,0,4,,,,,,,,,,,3,,78,100
17697,note_on,27,0,4,,,,,,,,,,,3,,78,0
17700,note_on,3,0,4,,,,,,,,,,,3,,79,100
17727,note_on,27,0,4,,,,,,,,,,,3,,79,0
17730,note_on,3,0,4,,,,,,,,,,,3,,81,100
17748,note_on,108,0,5,,,,,,,,,,,4,,43,0
17748,note_on,108,0,3,,,,,,,,,,,2,,74,0
17748,note_on,108,0,1,,,,,,,,,,,0,,70,0
17757,note_on,27,0,4,,,,,,,,,,,3,,81,0
17760,note_on,12,0,5,,,,,,,,,,,4,,45,100
17760,note_on,3,0,4,,,,,,,,,,,3,,79,100
17760,note_on,12,0,1,,,,,,,,,,,0,,72,100
17787,note_on,27,0,4,,,,,,,,,,,3,,79,0
17790,note_on,3,0,4,,,,,,,,,,,3,,76,100
17817,note_on,27,0,4,,,,,,,,,,,3,,76,0
17820,note_on,72,0,3,,,,,,,,,,,2,,69,100
17820,note_on,3,0,4,,,,,,,,,,,3,,77,100
17847,note_on,27,0,4,,,,,,,,,,,3,,77,0
17850,note_on,3,0,4,,,,,,,,,,,3,,79,100
17868,note_on,108,0,1,,,,,,,,,,,0,,72,0
17868,note_on,108,0,5,,,,,,,,,,,4,,45,0
17874,note_on,54,0,3,,,,,,,,,,,2,,69,0
17877,note_on,27,0,4,,,,,,,,,,,3,,79,0
17880,note_on,3,0,4,,,,,,,,,,,3,,77,100
17880,note_on,12,0,1,,,,,,,,,,,0,,74,100
17880,note_on,12,0,5,,,,,,,,,,,4,,46,100
17880,note_on,6,0,3,,,,,,,,,,,2,,62,100
17907,note_on,27,0,4,,,,,,,,,,,3,,77,0
17910,note_on,3,0,4,,,,,,,,,,,3,,74,100
17934,note_on,54,0,3,,,,,,,,,,,2,,62,0
17937,note_on,27,0,4,,,,,,,,,,,3,,74,0
17940,note_on,3,0,4,,,,,,,,,,,3,,76,100
17940,note_on,6,0,3,,,,,,,,,,,2,,67,100
17967,note_on,27,0,4,,,,,,,,,,,3,,76,0
17970,note_on,3,0,4,,,,,,,,,,,3,,77,100
17988,note_on,108,0,5,,,,,,,,,,,4,,46,0
17994,note_on,54,0,3,,,,,,,,,,,2,,67,0
17997,note_on,27,0,4,,,,,,,,,,,3,,77,0
18000,note_on,6,0,3,,,,,,,,,,,2,,55,100
18000,note_on,3,0,4,,,,,,,,,,,3,,76,100
18000,note_on,12,0,5,,,,,,,,,,,4,,48,100
18027,note_on,147,0,1,,,,,,,,,,,0,,74,0
18030,note_on,3,0,1,,,,,,,,,,,0,,70,100
18057,note_on,27,0,1,,,,,,,,,,,0,,70,0
18060,note_on,3,0,1,,,,,,,,,,,0,,72,100
18087,note_on,27,0,1,,,,,,,,,,,0,,72,0
18090,note_on,3,0,1,,,,,,,,,,,0,,74,100
18108,note_on,108,0,5,,,,,,,,,,,4,,48,0
18108,note_on,108,0,3,,,,,,,,,,,2,,55,0
18108,note_on,108,0,4,,,,,,,,,,,3,,76,0
18117,note_on,27,0,1,,,,,,,,,,,0,,74,0
18120,note_on,12,0,5,,,,,,,,,,,4,,50,100
18120,note_on,3,0,1,,,,,,,,,,,0,,72,100
18120,note_on,12,0,4,,,,,,,,,,,3,,77,100
18147,note_on,27,0,1,,,,,,,,,,,0,,72,0
18150,note_on,3,0,1,,,,,,,,,,,0,,69,100
18177,note_on,27,0,1,,,,,,,,,,,0,,69,0
18180,note_on,3,0,1,,,,,,,,,,,0,,70,100
18180,note_on,72,0,3,,,,,,,,,,,2,,74,100
18207,note_on,27,0,1,,,,,,,,,,,0,,70,0
18210,note_on,3,0,1,,,,,,,,,,,0,,72,100
18228,note_on,108,0,5,,,,,,,,,,,4,,50,0
18228,note_on,108,0,4,,,,,,,,,,,3,,77,0
18234,note_on,54,0,3,,,,,,,,,,,2,,74,0
18237,note_on,27,0,1,,,,,,,,,,,0,,72,0
18240,note_on,12,0,4,,,,,,,,,,,3,,79,100
18240,note_on,6,0,3,,,,,,,,,,,2,,67,100
18240,note_on,12,0,5,,,,,,,,,,,4,,52,100
18240,note_on,3,0,1,,,,,,,,,,,0,,70,100
18267,note_on,27,0,1,,,,,,,,,,,0,,70,0
18270,note_on,3,0,1,,,,,,,,,,,0,,67,100
18294,note_on,54,0,3,,,,,,,,,,,2,,67,0
18297,note_on,27,0,1,,,,,,,,,,,0,,67,0
18300,note_on,6,0,3,,,,,,,,,,,2,,72,100
18300,note_on,3,0,1,,,,,,,,,,,0,,69,100
18327,note_on,27,0,1,,,,,,,,,,,0,,69,0
18330,note_on,3,0,1,,,,,,,,,,,0,,70,100
18348,note_on,108,0,5,,,,,,,,,,,4,,52,0
18354,note_on,54,0,3,,,,,,,,,,,2,,72,0
18357,note_on,27,0,1,,,,,,,,,,,0,,70,0
18360,note_on,3,0,1,,,,,,,,,,,0,,69,100
18360,note_on,12,0,5,,,,,,,,,,,4,,53,100
18360,note_on,6,0,3,,,,,,,,,,,2,,60,100
18387,note_on,147,0,4,,,,,,,,,,,3,,79,0
18390,note_on,3,0,4,,,,,,,,,,,3,,76,100
18417,note_on,27,0,4,,,,,,,,,,,3,,76,0
18420,note_on,3,0,4,,,,,,,,,,,3,,77,100
18447,note_on,27,0,4,,,,,,,,,,,3,,77,0
18450,note_on,3,0,4,,,,,,,,,,,3,,79,100
18468,note_on,108,0,5,,,,,,,,,,,4,,53,0
18468,note_on,108,0,3,,,,,,,,,,,2,,60,0
18477,note_on,27,0,4,,,,,,,,,,,3,,79,0
18480,note_on,12,0,5,,,,,,,,,,,4,,50,100
18480,note_on,3,0,4,,,,,,,,,,,3,,77,100
18507,note_on,27,0,4,,,,,,,,,,,3,,77,0
18510,note_on,3,0,4,,,,,,,,,,,3,,74,100
18537,note_on,27,0,4,,,,,,,,,,,3,,74,0
18540,note_on,3,0,4,,,,,,,,,,,3,,76,100
18540,note_on,72,0,3,,,,,,,,,,,2,,62,100
18567,note_on,27,0,4,,,,,,,,,,,3,,76,0
18570,note_on,3,0,4,,,,,,,,,,,3,,77,100
18588,note_on,108,0,5,,,,,,,,,,,4,,50,0
18594,note_on,54,0,3,,,,,,,,,,,2,,62,0
18597,note_on,27,0,4,,,,,,,,,,,3,,77,0
18600,note_on,12,0,5,,,,,,,,,,,4,,48,100
18600,note_on,6,0,3,,,,,,,,,,,2,,69,100
18600,note_on,3,0,4,,,,,,,,,,,3,,76,100
18627,note_on,27,0,4,,,,,,,,,,,3,,76,0
18630,note_on,3,0,4,,,,,,,,,,,3,,72,100
18654,note_on,54,0,3,,,,,,,,,,,2,,69,0
18657,note_on,27,0,4,,,,,,,,,,,3,,72,0
18660,note_on,3,0,4,,,,,,,,,,,3,,74,100
18660,note_on,6,0,3,,,,,,,,,,,2,,72,100
18687,note_on,27,0,4,,,,,,,,,,,3,,74,0
18690,note_on,3,0,4,,,,,,,,,,,3,,76,100
18708,note_on,108,0,5,,,,,,,,,,,4,,48,0
18714,note_on,54,0,3,,,,,,,,,,,2,,72,0
18717,note_on,27,0,4,,,,,,,,,,,3,,76,0
18720,note_on,3,0,4,,,,,,,,,,,3,,74,100
18720,note_on,6,0,3,,,,,,,,,,,2,,65,100
18720,note_on,12,0,5,,,,,,,,,,,4,,47,100
18774,note_on,414,0,1,,,,,,,,,,,0,,69,0
18774,note_on,54,0,3,,,,,,,,,,,2,,65,0
18780,note_on,6,0,1,,,,,,,,,,,0,,67,100
18780,note_on,6,0,3,,,,,,,,,,,2,,67,100
18807,note_on,27,0,1,,,,,,,,,,,0,,67,0
18810,note_on,3,0,1,,,,,,,,,,,0,,69,100
18828,note_on,108,0,5,,,,,,,,,,,4,,47,0
18834,note_on,54,0,3,,,,,,,,,,,2,,67,0
18837,note_on,27,0,1,,,,,,,,,,,0,,69,0
18840,note_on,12,0,5,,,,,,,,,,,4,,43,100
18840,note_on,3,0,1,,,,,,,,,,,0,,71,100
18840,note_on,6,0,3,,,,,,,,,,,2,,62,100
18894,note_on,54,0,3,,,,,,,,,,,2,,62,0
18894,note_on,54,0,1,,,,,,,,,,,0,,71,0
18900,note_on,6,0,3,,,,,,,,,,,2,,59,100
18900,note_on,6,0,1,,,,,,,,,,,0,,71,100
18927,note_on,27,0,1,,,,,,,,,,,0,,71,0
18930,note_on,3,0,1,,,,,,,,,,,0,,72,100
18948,note_on,108,0,5,,,,,,,,,,,4,,43,0
18954,note_on,54,0,3,,,,,,,,,,,2,,59,0
18957,note_on,27,0,1,,,,,,,,,,,0,,72,0
18960,note_on,6,0,3,,,,,,,,,,,2,,55,100
18960,note_on,12,0,5,,,,,,,,,,,4,,47,100
18960,note_on,3,0,1,,,,,,,,,,,0,,74,100
19014,note_on,54,0,3,,,,,,,,,,,2,,55,0
19014,note_on,54,0,1,,,,,,,,,,,0,,74,0
19020,note_on,6,0,1,,,,,,,,,,,0,,74,100
19020,note_on,6,0,3,,,,,,,,,,,2,,67,100
19047,note_on,27,0,1,,,,,,,,,,,0,,74,0
19050,note_on,3,0,1,,,,,,,,,,,0,,76,100
19068,note_on,108,0,5,,,,,,,,,,,4,,47,0
19074,note_on,54,0,3,,,,,,,,,,,2,,67,0
19077,note_on,27,0,1,,,,,,,,,,,0,,76,0
19080,note_on,12,0,5,,,,,,,,,,,4,,48,100
19080,note_on,3,0,1,,,,,,,,,,,0,,77,100
19134,note_on,54,0,1,,,,,,,,,,,0,,77,0
19134,note_on,414,0,4,,,,,,,,,,,3,,74,0
19140,note_on,6,0,1,,,,,,,,,,,0,,76,100
19140,note_on,6,0,4,,,,,,,,,,,3,,72,100
19140,note_on,66,0,3,,,,,,,,,,,2,,67,100
19167,note_on,27,0,1,,,,,,,,,,,0,,76,0
19167,note_on,27,0,4,,,,,,,,,,,3,,72,0
19170,note_on,3,0,4,,,,,,,,,,,3,,74,100
19170,note_on,3,0,1,,,,,,,,,,,0,,77,100
19188,note_on,108,0,5,,,,,,,,,,,4,,48,0
19194,note_on,54,0,3,,,,,,,,,,,2,,67,0
19197,note_on,27,0,4,,,,,,,,,,,3,,74,0
19197,note_on,27,0,1,,,,,,,,,,,0,,77,0
19200,note_on,3,0,4,,,,,,,,,,,3,,76,100
19200,note_on,3,0,1,,,,,,,,,,,0,,79,100
19200,note_on,12,0,5,,,,,,,,,,,4,,36,100
19200,note_on,6,0,3,,,,,,,,,,,2,,64,100
19254,note_on,54,0,1,,,,,,,,,,,0,,79,0
19254,note_on,54,0,3,,,,,,,,,,,2,,64,0
19254,note_on,54,0,4,,,,,,,,,,,3,,76,0
19260,note_on,6,0,1,,,,,,,,,,,0,,76,100
19260,note_on,6,0,4,,,,,,,,,,,3,,76,100
19260,note_on,6,0,3,,,,,,,,,,,2,,60,100
19287,note_on,27,0,4,,,,,,,,,,,3,,76,0
19290,note_on,3,0,4,,,,,,,,,,,3,,77,100
19308,note_on,108,0,5,,,,,,,,,,,4,,36,0
19314,note_on,54,0,3,,,,,,,,,,,2,,60,0
19314,note_on,54,0,1,,,,,,,,,,,0,,76,0
19317,note_on,27,0,4,,,,,,,,,,,3,,77,0
19320,note_on,6,0,3,,,,,,,,,,,2,,55,100
19320,note_on,6,0,1,,,,,,,,,,,0,,72,100
19320,note_on,12,0,5,,,,,,,,,,,4,,40,100
19320,note_on,3,0,4,,,,,,,,,,,3,,79,100
19374,note_on,54,0,3,,,,,,,,,,,2,,55,0
19374,note_on,54,0,4,,,,,,,,,,,3,,79,0
19380,note_on,6,0,4,,,,,,,,,,,3,,79,100
19380,note_on,6,0,3,,,,,,,,,,,2,,60,100
19407,note_on,27,0,4,,,,,,,,,,,3,,79,0
19410,note_on,3,0,4,,,,,,,,,,,3,,81,100
19428,note_on,108,0,5,,,,,,,,,,,4,,40,0
19434,note_on,54,0,3,,,,,,,,,,,2,,60,0
19437,note_on,27,0,4,,,,,,,,,,,3,,81,0
19440,note_on,3,0,4,,,,,,,,,,,3,,82,100
19440,note_on,12,0,5,,,,,,,,,,,4,,41,100
19494,note_on,54,0,4,,,,,,,,,,,3,,82,0
19500,note_on,66,0,3,,,,,,,,,,,2,,60,100
19500,note_on,6,0,4,,,,,,,,,,,3,,81,100
19527,note_on,27,0,4,,,,,,,,,,,3,,81,0
19530,note_on,3,0,4,,,,,,,,,,,3,,82,100
19548,note_on,228,0,1,,,,,,,,,,,0,,72,0
19548,note_on,108,0,5,,,,,,,,,,,4,,41,0
19554,note_on,54,0,3,,,,,,,,,,,2,,60,0
19557,note_on,27,0,4,,,,,,,,,,,3,,82,0
19560,note_on,12,0,5,,,,,,,,,,,4,,45,100
19560,note_on,12,0,1,,,,,,,,,,,0,,77,100
19560,note_on,6,0,3,,,,,,,,,,,2,,57,100
19560,note_on,3,0,4,,,,,,,,,,,3,,84,100
19614,note_on,54,0,4,,,,,,,,,,,3,,84,0
19614,note_on,54,0,3,,,,,,,,,,,2,,57,0
19620,note_on,6,0,4,,,,,,,,,,,3,,81,100
19620,note_on,6,0,3,,,,,,,,,,,2,,60,100
19668,note_on,108,0,1,,,,,,,,,,,0,,77,0
19668,note_on,108,0,5,,,,,,,,,,,4,,45,0
19674,note_on,54,0,4,,,,,,,,,,,3,,81,0
19674,note_on,54,0,3,,,,,,,,,,,2,,60,0
19680,note_on,12,0,5,,,,,,,,,,,4,,38,100
19680,note_on,12,0,1,,,,,,,,,,,0,,81,100
19680,note_on,6,0,3,,,,,,,,,,,2,,65,100
19680,note_on,6,0,4,,,,,,,,,,,3,,77,100
19734,note_on,54,0,3,,,,,,,,,,,2,,65,0
19734,note_on,54,0,4,,,,,,,,,,,3,,77,0
19740,note_on,6,0,3,,,,,,,,,,,2,,69,100
19740,note_on,6,0,4,,,,,,,,,,,3,,86,100
19788,note_on,108,0,5,,,,,,,,,,,4,,38,0
19794,note_on,54,0,4,,,,,,,,,,,3,,86,0
19794,note_on,54,0,3,,,,,,,,,,,2,,69,0
19800,note_on,6,0,4,,,,,,,,,,,3,,83,100
19800,note_on,12,0,5,,,,,,,,,,,4,,43,100
19827,note_on,147,0,1,,,,,,,,,,,0,,81,0
19830,note_on,3,0,1,,,,,,,,,,,0,,79,100
19857,note_on,27,0,1,,,,,,,,,,,0,,79,0
19860,note_on,3,0,1,,,,,,,,,,,0,,78,100
19860,note_on,66,0,3,,,,,,,,,,,2,,62,100
19887,note_on,27,0,1,,,,,,,,,,,0,,78,0
19890,note_on,3,0,1,,,,,,,,,,,0,,79,100
19914,note_on,54,0,3,,,,,,,,,,,2,,62,0
19917,note_on,27,0,1,,,,,,,,,,,0,,79,0
19920,note_on,6,0,3,,,,,,,,,,,2,,59,100
19920,note_on,3,0,1,,,,,,,,,,,0,,86,100
19962,note_on,162,0,4,,,,,,,,,,,3,,83,0
19962,note_on,162,0,5,,,,,,,,,,,4,,43,0
19974,note_on,54,0,3,,,,,,,,,,,2,,59,0
19980,note_on,6,0,3,,,,,,,,,,,2,,62,100
19980,note_on,18,0,5,,,,,,,,,,,4,,45,100
19980,note_on,18,0,4,,,,,,,,,,,3,,81,100
20007,note_on,27,0,5,,,,,,,,,,,4,,45,0
20010,note_on,3,0,5,,,,,,,,,,,4,,47,100
20034,note_on,54,0,3,,,,,,,,,,,2,,62,0
20034,note_on,54,0,4,,,,,,,,,,,3,,81,0
20037,note_on,27,0,5,,,,,,,,,,,4,,47,0
20040,note_on,6,0,4,,,,,,,,,,,3,,79,100
20040,note_on,3,0,5,,,,,,,,,,,4,,48,100
20040,note_on,6,0,3,,,,,,,,,,,2,,55,100
20067,note_on,27,0,5,,,,,,,,,,,4,,48,0
20070,note_on,3,0,5,,,,,,,,,,,4,,47,100
20094,note_on,54,0,3,,,,,,,,,,,2,,55,0
20097,note_on,27,0,5,,,,,,,,,,,4,,47,0
20100,note_on,3,0,5,,,,,,,,,,,4,,45,100
20100,note_on,6,0,3,,,,,,,,,,,2,,65,100
20127,note_on,27,0,5,,,,,,,,,,,4,,45,0
20130,note_on,3,0,5,,,,,,,,,,,4,,47,100
20148,note_on,108,0,4,,,,,,,,,,,3,,79,0
20154,note_on,54,0,3,,,,,,,,,,,2,,65,0
20157,note_on,27,0,5,,,,,,,,,,,4,,47,0
20160,note_on,3,0,5,,,,,,,,,,,4,,48,100
20160,note_on,12,0,4,,,,,,,,,,,3,,88,100
20187,note_on,267,0,1,,,,,,,,,,,0,,86,0
20190,note_on,3,0,1,,,,,,,,,,,0,,84,100
20217,note_on,27,0,1,,,,,,,,,,,0,,84,0
20220,note_on,66,0,3,,,,,,,,,,,2,,64,100
20220,note_on,3,0,1,,,,,,,,,,,0,,83,100
20268,note_on,108,0,5,,,,,,,,,,,4,,48,0
20274,note_on,54,0,3,,,,,,,,,,,2,,64,0
20274,note_on,54,0,1,,,,,,,,,,,0,,83,0
20280,note_on,12,0,5,,,,,,,,,,,4,,36,100
20280,note_on,6,0,3,,,,,,,,,,,2,,67,100
20280,note_on,6,0,1,,,,,,,,,,,0,,84,100
20334,note_on,54,0,1,,,,,,,,,,,0,,84,0
20334,note_on,54,0,3,,,,,,,,,,,2,,67,0
20340,note_on,6,0,1,,,,,,,,,,,0,,79,100
20340,note_on,6,0,3,,,,,,,,,,,2,,64,100
20376,note_on,216,0,4,,,,,,,,,,,3,,88,0
20388,note_on,108,0,5,,,,,,,,,,,4,,36,0
20394,note_on,54,0,3,,,,,,,,,,,2,,64,0
20400,note_on,24,0,4,,,,,,,,,,,3,,89,100
20400,note_on,6,0,3,,,,,,,,,,,2,,60,100
20400,note_on,12,0,5,,,,,,,,,,,4,,48,100
20448,note_on,108,0,1,,,,,,,,,,,0,,79,0
20454,note_on,54,0,3,,,,,,,,,,,2,,60,0
20460,note_on,6,0,3,,,,,,,,,,,2,,72,100
20460,note_on,12,0,1,,,,,,,,,,,0,,81,100
20508,note_on,108,0,4,,,,,,,,,,,3,,89,0
20514,note_on,54,0,3,,,,,,,,,,,2,,72,0
20514,note_on,54,0,1,,,,,,,,,,,0,,81,0
20520,note_on,12,0,4,,,,,,,,,,,3,,83,100
20520,note_on,6,0,1,,,,,,,,,,,0,,74,100
20580,note_on,66,0,3,,,,,,,,,,,2,,77,100
20628,note_on,228,0,5,,,,,,,,,,,4,,48,0
20634,note_on,54,0,3,,,,,,,,,,,2,,77,0
20640,note_on,12,0,5,,,,,,,,,,,4,,36,100
20640,note_on,6,0,3,,,,,,,,,,,2,,74,100
20694,note_on,54,0,3,,,,,,,,,,,2,,74,0
20700,note_on,6,0,3,,,,,,,,,,,2,,71,100
20736,note_on,216,0,1,,,,,,,,,,,0,,74,0
20736,note_on,216,0,4,,,,,,,,,,,3,,83,0
20748,note_on,108,0,5,,,,,,,,,,,4,,36,0
20754,note_on,54,0,3,,,,,,,,,,,2,,71,0
20760,note_on,24,0,4,,,,,,,,,,,3,,84,100
20760,note_on,12,0,5,,,,,,,,,,,4,,48,100
20760,note_on,24,0,1,,,,,,,,,,,0,,76,100
20760,note_on,6,0,3,,,,,,,,,,,2,,67,100
20814,note_on,54,0,3,,,,,,,,,,,2,,67,0
20820,note_on,6,0,3,,,,,,,,,,,2,,79,100
20868,note_on,108,0,4,,,,,,,,,,,3,,84,0
20868,note_on,108,0,1,,,,,,,,,,,0,,76,0
20874,note_on,54,0,3,,,,,,,,,,,2,,79,0
20880,note_on,12,0,1,,,,,,,,,,,0,,77,100
20880,note_on,12,0,4,,,,,,,,,,,3,,86,100
20916,note_on,36,0,1,,,,,,,,,,,0,,77,0
20916,note_on,36,0,4,,,,,,,,,,,3,,86,0
20920,note_on,4,0,4,,,,,,,,,,,3,,84,100
20920,note_on,4,0,1,,,,,,,,,,,0,,76,100
20940,note_on,66,0,3,,,,,,,,,,,2,,69,100
20956,note_on,36,0,4,,,,,,,,,,,3,,84,0
20956,note_on,36,0,1,,,,,,,,,,,0,,76,0
20960,note_on,4,0,1,,,,,,,,,,,0,,77,100
20960,note_on,4,0,4,,,,,,,,,,,3,,86,100
20988,note_on,228,0,5,,,,,,,,,,,4,,48,0
20994,note_on,54,0,3,,,,,,,,,,,2,,69,0
20996,note_on,36,0,1,,,,,,,,,,,0,,77,0
20996,note_on,36,0,4,,,,,,,,,,,3,,86,0
21000,note_on,6,0,3,,,,,,,,,,,2,,65,100
21000,note_on,4,0,4,,,,,,,,,,,3,,79,100
21000,note_on,4,0,1,,,,,,,,,,,0,,86,100
21000,note_on,12,0,5,,,,,,,,,,,4,,47,100
21054,note_on,54,0,3,,,,,,,,,,,2,,65,0
21060,note_on,6,0,3,,,,,,,,,,,2,,62,100
21108,note_on,108,0,5,,,,,,,,,,,4,,47,0
21108,note_on,108,0,4,,,,,,,,,,,3,,79,0
21108,note_on,108,0,1,,,,,,,,,,,0,,86,0
21114,note_on,54,0,3,,,,,,,,,,,2,,62,0
21120,note_on,6,0,3,,,,,,,,,,,2,,74,100
21120,note_on,12,0,4,,,,,,,,,,,3,,83,100
21120,note_on,12,0,5,,,,,,,,,,,4,,43,100
